Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Pragati_CCGT_III,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,277.48,136.82,2.60,-20.00,0.00,0.00,86.72
00:15 - 00:30,275.56,118.51,2.41,-20.00,0.00,0.00,62.63
00:30 - 00:45,343.97,97.31,2.22,-20.00,0.00,0.00,38.54
00:45 - 01:00,344.94,75.15,2.12,-20.00,0.00,0.00,14.45
01:00 - 01:15,359.37,48.18,1.93,-26.00,0.00,0.00,12.53
01:15 - 01:30,263.03,28.91,1.83,-26.00,0.00,0.00,38.54
01:30 - 01:45,123.32,37.58,1.64,-26.00,0.00,0.00,115.62
01:45 - 02:00,97.31,65.52,1.45,-26.00,0.00,0.00,144.52
02:00 - 02:15,50.10,68.41,1.25,-30.00,0.00,0.00,149.35
02:15 - 02:30,19.27,97.31,0.96,-30.00,0.00,0.00,108.88
02:30 - 02:45,5.78,85.74,0.87,-30.00,0.00,0.00,28.91
02:45 - 03:00,0.96,26.02,0.67,-30.00,0.00,0.00,24.09
03:00 - 03:15,28.91,35.65,0.48,-30.00,0.00,0.00,-5.00
03:15 - 03:30,70.33,59.74,0.29,-30.00,0.00,0.00,43.36
03:30 - 03:45,105.01,67.45,0.10,-30.00,0.00,0.00,43.36
03:45 - 04:00,147.41,57.81,-0.10,-30.00,0.00,0.00,43.36
04:00 - 04:15,144.52,77.08,-0.50,-30.00,0.00,0.00,12.53
04:15 - 04:30,142.59,77.08,-1.00,-30.00,0.00,0.00,12.53
04:30 - 04:45,160.90,67.45,-1.70,-30.00,0.00,0.00,4.82
04:45 - 05:00,160.90,79.01,-2.50,-30.00,0.00,0.00,4.82
05:00 - 05:15,92.49,81.90,-3.00,-30.00,0.00,0.00,4.82
