Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,152.81,37.48,13.46,0.00,43.25
00:15 - 00:30,142.23,31.72,13.46,0.00,43.25
00:30 - 00:45,81.69,33.64,13.46,0.00,19.22
00:45 - 01:00,136.48,42.29,12.97,0.00,14.42
01:00 - 01:15,138.40,0.00,12.21,0.00,172.99
01:15 - 01:30,135.52,0.00,12.01,0.00,173.00
01:30 - 01:45,94.19,4.81,11.73,-33.00,230.65
01:45 - 02:00,111.49,0.00,11.53,-34.00,235.47
02:00 - 02:15,209.52,0.00,9.61,-20.00,57.67
02:15 - 02:30,245.08,0.00,9.61,-20.00,-110.00
02:30 - 02:45,255.65,0.00,9.61,-20.00,-105.00
02:45 - 03:00,224.89,14.42,9.61,-20.00,-100.00
03:00 - 03:15,149.93,17.30,9.61,-25.00,-40.00
03:15 - 03:30,126.87,9.61,8.65,-25.00,19.22
03:30 - 03:45,78.82,21.14,8.65,-25.00,38.44
03:45 - 04:00,53.83,21.14,8.65,-25.00,38.44
04:00 - 04:15,3.84,32.68,8.17,-25.00,0.00
04:15 - 04:30,-19.00,22.10,7.69,-25.00,-20.00
04:30 - 04:45,-29.00,5.77,6.72,-25.00,-20.00
04:45 - 05:00,-26.00,0.00,5.77,-25.00,-20.00
05:00 - 05:15,0.00,16.34,5.77,-25.00,24.02
05:15 - 05:30,0.00,10.57,5.77,-24.99,28.83
05:30 - 05:45,7.69,16.33,6.25,-25.00,-15.00
05:45 - 06:00,0.00,14.42,6.34,-25.00,-10.00
06:00 - 06:15,7.69,3.84,6.73,-25.00,-10.00
06:15 - 06:30,0.00,4.81,7.40,-25.00,0.00
06:30 - 06:45,0.00,2.88,8.46,-25.00,9.61
06:45 - 07:00,0.00,1.92,8.65,-25.00,9.61
07:00 - 07:15,-25.00,6.73,10.57,-33.00,48.05
07:15 - 07:30,-21.00,10.57,10.57,-33.00,62.48
07:30 - 07:45,0.00,45.17,10.57,-33.00,105.72
07:45 - 08:00,51.90,62.47,11.53,-33.00,48.06
08:00 - 08:15,180.70,65.35,1.92,-24.00,72.08
08:15 - 08:30,154.73,57.67,0.96,-16.00,110.53
08:30 - 08:45,156.66,57.67,2.88,0.00,96.11
08:45 - 09:00,146.08,33.64,2.88,-9.00,48.06
09:00 - 09:15,138.40,57.67,2.88,-24.00,9.61
09:15 - 09:30,163.39,72.08,2.88,-9.00,24.03
09:30 - 09:45,113.41,84.58,1.92,0.00,86.50
09:45 - 10:00,116.29,96.11,1.92,0.00,76.89
10:00 - 10:15,76.89,119.17,1.44,0.00,67.28
10:15 - 10:30,107.64,134.55,1.92,0.00,48.06
10:30 - 10:45,137.44,134.55,1.92,0.00,86.50
10:45 - 11:00,145.13,153.77,0.96,0.00,100.92
11:00 - 11:15,269.10,166.27,0.00,0.00,101.88
11:15 - 11:30,295.06,182.61,-1.00,0.00,99.95
11:30 - 11:45,321.01,224.90,-2.00,0.00,71.12
11:45 - 12:00,323.89,226.82,-3.00,0.00,81.69
12:00 - 12:15,219.13,192.22,-1.50,0.00,62.47
12:15 - 12:30,163.39,200.86,-1.50,0.00,49.98
12:30 - 12:45,67.28,193.17,-2.00,14.42,50.94
12:45 - 13:00,74.00,204.71,-2.00,14.42,100.92
13:00 - 13:15,61.51,196.06,8.65,14.42,96.11
13:15 - 13:30,57.67,197.98,8.65,14.42,96.11
13:30 - 13:45,118.22,236.42,11.53,14.42,107.64
13:45 - 14:00,149.93,267.19,11.53,14.42,65.35
14:00 - 14:15,203.75,300.83,11.53,19.22,67.28
14:15 - 14:30,231.63,328.70,11.53,19.22,86.50
14:30 - 14:45,217.21,314.27,19.22,19.22,93.23
14:45 - 15:00,183.57,317.16,19.22,19.22,128.79
15:00 - 15:15,204.71,292.18,9.61,19.22,136.48
15:15 - 15:30,211.44,294.10,9.61,19.22,118.22
15:30 - 15:45,245.08,296.99,9.61,19.22,124.94
15:45 - 16:00,247.00,292.18,9.61,19.22,129.75
16:00 - 16:15,207.60,299.86,8.65,0.00,50.94
16:15 - 16:30,185.49,301.79,8.65,0.00,65.35
16:30 - 16:45,251.81,311.39,7.69,0.00,78.81
16:45 - 17:00,233.55,312.36,8.65,0.00,80.73
17:00 - 17:15,206.64,314.27,17.30,0.00,112.45
17:15 - 17:30,213.36,323.89,16.34,0.00,112.45
17:30 - 17:45,216.25,310.43,14.42,0.00,94.19
17:45 - 18:00,166.27,309.48,12.49,-16.00,93.23
18:00 - 18:15,333.50,197.03,10.57,-31.00,83.62
18:15 - 18:30,321.95,206.64,11.53,-34.00,57.67
18:30 - 18:45,256.62,192.22,12.49,-34.00,62.47
18:45 - 19:00,276.79,197.03,13.46,-35.00,-20.00
19:00 - 19:15,275.84,115.33,15.38,0.00,0.00
19:15 - 19:30,286.40,112.45,15.38,0.00,0.00
19:30 - 19:45,306.59,125.90,15.38,0.00,14.42
19:45 - 20:00,320.04,114.37,15.38,0.00,33.64
20:00 - 20:15,154.74,73.04,17.30,0.00,19.22
20:15 - 20:30,178.76,76.89,17.30,0.00,24.03
20:30 - 20:45,133.59,60.55,15.38,0.00,-45.00
20:45 - 21:00,149.93,67.28,15.38,0.00,-35.00
21:00 - 21:15,0.00,0.00,18.26,0.00,-25.00
21:15 - 21:30,0.00,0.00,18.26,0.00,-30.00
21:30 - 21:45,0.00,-35.00,18.26,0.00,-30.00
21:45 - 22:00,-22.00,-30.00,18.26,0.00,-30.00
22:00 - 22:15,39.41,-97.00,19.22,0.00,28.83
22:15 - 22:30,135.52,-90.00,19.22,0.00,28.83
22:30 - 22:45,61.51,-60.00,19.22,0.00,19.22
22:45 - 23:00,0.00,-47.00,19.22,0.00,14.42
23:00 - 23:15,39.40,33.64,19.22,0.00,33.64
23:15 - 23:30,64.40,43.25,19.22,0.00,28.83
23:30 - 23:45,98.99,62.47,18.26,0.00,33.64
23:45 - 24:00,108.60,58.63,18.26,0.00,33.64
