Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
15:00 - 15:15,-67.00,-64.00,-0.10,14.40,-10.00,0.00,-33.00
15:15 - 15:30,-71.00,-94.00,-0.10,14.40,-10.00,0.00,-23.00
15:30 - 15:45,-52.00,-84.00,-0.10,16.32,-10.00,0.00,-4.00
15:45 - 16:00,-18.00,-30.00,-0.10,16.31,-10.00,0.00,11.52
16:00 - 16:15,-44.00,-30.00,-0.10,16.32,-10.00,0.00,34.55
16:15 - 16:30,-78.00,-29.00,-0.10,16.32,-10.00,0.00,24.95
16:30 - 16:45,-60.00,-72.00,-0.10,16.32,-10.00,0.00,48.95
16:45 - 17:00,-52.00,-73.00,-0.10,16.32,-10.00,0.00,61.42
17:00 - 17:15,-93.00,-62.00,-0.10,16.32,0.00,0.00,22.07
17:15 - 17:30,-128.00,-61.00,-0.10,17.28,0.00,0.00,30.71
17:30 - 17:45,-129.00,-63.00,-0.10,17.28,0.00,0.00,43.19
17:45 - 18:00,-105.00,-55.00,-0.10,18.23,0.00,0.00,12.48
18:00 - 18:15,13.44,-56.00,-0.10,18.23,0.00,0.00,-19.00
18:15 - 18:30,-37.00,-22.00,-0.10,18.24,0.00,0.00,21.11
18:30 - 18:45,15.36,0.00,-0.10,18.23,0.00,0.00,-5.00
18:45 - 19:00,23.03,0.00,-0.10,19.20,0.00,2.98,0.00
19:00 - 19:15,90.09,0.00,-0.10,15.27,-8.00,1.76,7.64
19:15 - 19:30,127.87,-19.00,-0.10,13.05,-11.00,0.59,9.79
19:30 - 19:45,56.50,-27.00,-0.10,17.66,-13.00,1.94,-4.00
19:45 - 20:00,76.78,-24.00,-0.10,19.20,-15.00,3.36,0.00
20:00 - 20:15,69.11,0.00,-0.10,18.81,-19.00,5.09,26.87
20:15 - 20:30,30.71,0.00,-0.10,18.62,-23.00,5.76,19.20
20:30 - 20:45,11.52,23.03,-0.10,18.81,-26.00,1.06,4.80
20:45 - 21:00,7.68,21.11,-0.10,18.24,-29.00,0.00,8.64
21:00 - 21:15,42.23,94.06,-0.10,17.76,-11.00,0.00,9.60
21:15 - 21:30,39.35,95.98,-0.10,16.80,-13.00,0.00,7.68
21:30 - 21:45,24.00,94.05,-0.10,16.32,-16.00,0.00,4.80
21:45 - 22:00,22.08,96.94,-0.10,15.93,-18.00,0.00,3.84
22:00 - 22:15,-7.00,76.78,-0.10,15.36,-9.00,0.00,28.79
22:15 - 22:30,47.03,59.51,-0.10,14.21,-11.00,0.00,26.87
22:30 - 22:45,0.00,19.19,-0.10,13.63,-13.00,0.00,8.64
22:45 - 23:00,0.00,6.72,-0.10,12.57,-15.00,0.00,11.52
23:00 - 23:15,-25.00,0.00,-0.10,12.28,-17.00,0.00,8.64
23:15 - 23:30,20.15,11.52,-0.10,11.90,-20.00,0.00,10.56
23:30 - 23:45,18.24,0.00,-0.10,11.33,-22.00,0.00,27.83
23:45 - 24:00,15.36,0.00,-0.10,11.04,-24.00,0.00,27.83
