Generator,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
Revision No,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCGT-Bawana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Schedule,909.4752,867.9552,827.9552,787.9552,767.9552,753.9552,741.9552,735.9552,486.0000,473.0000,470.0000,470.0000,470.0004,470.0004,470.0004,470.0004,470.0004,470.0004,470.0004,470.0004,470.0004,470.0004,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0004,470.0004,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0000,470.0000,470.0000,470.0000,470.0000,470.0000,470.0000,470.0000,470.0000,470.0000,470.0000,470.0000,470.0000,470.0000,470.0000,470.0000,510.0000,510.0000,510.0000,510.0000,576.0000,628.0000,676.0000,706.4752,706.4752,706.4752,740.9552,906.9552,1054.9552,1148.1552,1064.9552,1125.9552,1160.0000,1160.0000,1160.0000,1137.6720
DC Considered for Schedule,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1180.00,1180.00,920.00,920.00,880.00,880.00,880.00,880.00,880.00,880.00,880.00,880.00,880.00,880.00,1180.00,1180.00,1180.00,1180.00,1180.00,1180.00,1180.00,1180.00,1180.00,1180.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00,1160.00
