Timeslot,revisionno,BTPS,PRAGATI,RPH,DADRI_T,GT_OC,CSGS,GT_RLNG,PRG_RLNG,DVC,GT_LF,GT_CC,PRG_G_CC,GT_RLG_C,GT_LF_CC,PG_RLG_C,REGULATE,MTPS6,JHAJJAR,NJPC,CCGT_OC,CCGT_CC,CCGT_RCC,CCGT_ROC,CLPJHAJR,MEJIA7,MAITHON,SECI,RITHL_CC,RITHL_OC,RITHL_RC,RITHL_RO,NHPC,DADRI_T2,ANTA_GF,AURY_GF,FARAKKA,RIHAND1,RIHAND2,RIHAND3,SASAN,SNGRAULI,UNCHHAR1,UNCHHAR2,UNCHHAR3,KAHLGAN1,KAHLGAN2,DADRI_GF,ANTA_RF,AURY_RF,DADRI_RF,KOLDAM,TH_HPP,KTWR_HEP,SEWA2,DMSWSL,NAPP,RAPPB,MUNDRA,RAMPUR,RAPPC,TALA,ANTA_LF,AURY_LF,DADRI_LF,URI,URI2,CHAMERA1,CHAMERA2,CHAMERA3,DHAULIGNGA,DULHASTI,PARBATI3,SALAL,TANAKPUR,BSIUL,UNCHAHAR4,PRG_CCLF,PRG_OCLF,CCGTCCSPOT,CCGTOCSPOT,SNG_HYDRO,SHEP,GIREL,RUMS_DMRC,SEIPL,THPPL,NHPPL,ANTA_CRF,AURY_CRF,DADR_CRF,ALFANR_I,ALFANR_II,ALFANR_III,ERCPL_FTG,ERPCL_FTG2,AP41PL_BHDL,ASE4PL,KUDGI,SRIJAN_M,SITAC_BRPL,SITAC_BYPL,TANDA2,KSHNGNGA,SOLAPUR,MEJA,TWEPL,GBHHPL,THAR_BYPL,THAR_BRPL,ASEJ2PL_BYPL,ASEJ2PL_TPDDL,CHANJUII,SECI_BRPL,SECI_BYPL,SECI_TPDDL,APSEPL_FTG,PARBATI2,KHURJA,GHATAMPUR
1,39IS2025/04/11,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,130.2300,0.0000,35.0000,0.0000,0.0000,0.0000,0.0000,0.0000,86.8200,347.6600,79.7800,0.0000,320.0000,0.0000,0.0000,115.0900,100.2700,272.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,598.4700,0.0000,0.0000,14.7300,52.8600,119.8600,125.8500,403.0700,144.6300,20.8200,19.5100,26.3200,43.8300,142.7400,0.0000,0.0000,0.0000,0.0000,0.0000,12.4900,10.0200,18.1700,0.0000,49.0200,0.0000,0.0000,3.1500,33.8100,0.0000,0.0000,0.0000,0.0000,46.2200,38.1400,40.5700,46.9000,22.4400,0.0000,38.1300,4.1300,68.2200,6.0200,18.8300,1.6300,0.0000,0.0000,184.0000,0.0000,0.9600,4.6600,10.6000,0.0000,0.0000,3.8300,4.7500,0.0000,0.0000,0.0000,70.9900,23.6700,23.6700,0.0000,0.0000,0.0000,0.0000,0.0000,18.3300,54.3300,54.3300,2.4900,8.2400,0.0000,7.6800,25.6000,31.2900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.0400,0.0000
2,39IS2025/04/11,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,130.2300,0.0000,34.0000,0.0000,0.0000,0.0000,0.0000,0.0000,86.8200,299.5400,43.0600,0.0000,320.0000,0.0000,0.0000,115.0900,100.2700,272.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,598.4800,0.0000,0.0000,14.7300,83.8800,119.8600,125.8500,403.0700,144.6300,20.8200,19.5100,26.3200,43.8300,142.7400,0.0000,0.0000,0.0000,0.0000,0.0000,12.4900,10.0200,18.1700,0.0000,49.0200,0.0000,0.0000,1.6900,33.8100,0.0000,0.0000,0.0000,0.0000,46.2200,38.1400,40.5700,46.9000,22.4400,0.0000,38.1300,4.1300,68.2200,6.0200,18.8300,1.6300,0.0000,0.0000,184.0000,0.0000,0.9600,4.6600,10.2000,0.0000,0.0000,3.8300,4.7500,0.0000,0.0000,0.0000,72.4900,24.1700,24.1700,0.0000,0.0000,0.0000,0.0000,0.0000,18.6700,54.6700,54.6700,2.4900,8.2400,0.0000,7.6800,25.6000,31.2900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.0400,0.0000
3,39IS2025/04/11,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,130.2300,0.0000,34.0000,0.0000,0.0000,0.0000,0.0000,0.0000,86.8200,299.5400,43.0600,0.0000,320.0000,0.0000,0.0000,115.0900,100.2700,272.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,598.4800,0.0000,0.0000,14.7300,93.3100,119.8600,125.8500,403.0700,144.6300,20.8200,19.5100,26.3200,43.8300,142.7400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0200,18.1700,0.0000,49.0200,0.0000,0.0000,1.6900,33.8100,0.0000,0.0000,0.0000,0.0000,46.2200,38.1400,40.5700,46.9000,22.4400,0.0000,38.1300,4.1300,68.2200,6.0200,18.8300,1.6300,0.0000,0.0000,184.0000,0.0000,0.9600,4.6600,9.8000,0.0000,0.0000,3.8300,4.7500,0.0000,0.0000,0.0000,73.9900,24.6700,24.6700,0.0000,0.0000,0.0000,0.0000,0.0000,24.3300,55.0000,55.0000,2.4900,8.2400,0.0000,7.6800,25.6000,31.2900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.0400,0.0000
4,39IS2025/04/11,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,130.2300,0.0000,34.0000,0.0000,0.0000,0.0000,0.0000,0.0000,86.8200,299.5400,43.0600,0.0000,320.0000,0.0000,0.0000,115.0900,100.2700,272.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,658.9800,0.0000,0.0000,14.7300,93.5400,119.8600,125.8500,403.0700,144.6300,20.8200,19.5100,26.3200,43.8300,142.7400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0200,18.1700,0.0000,49.0200,0.0000,0.0000,1.6900,33.8100,0.0000,0.0000,0.0000,0.0000,46.2200,38.1400,40.5700,46.9000,22.4400,0.0000,38.1300,4.1300,68.2200,6.0200,18.8300,1.6300,0.0000,0.0000,184.0000,0.0000,0.9600,4.6600,9.4000,0.0000,0.0000,3.8300,4.7500,0.0000,0.0000,0.0000,75.0000,25.0000,25.0000,0.0000,0.0000,0.0000,0.0000,0.0000,25.3300,55.0000,55.0000,2.4900,8.2400,0.0000,7.6800,25.6000,31.2900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.0400,0.0000
5,39IS2025/04/11,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,130.2300,0.0000,34.0000,0.0000,0.0000,0.0000,0.0000,0.0000,86.8200,299.5400,43.0600,0.0000,320.0000,0.0000,0.0000,115.0900,100.2700,272.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,658.9800,0.0000,0.0000,14.7300,44.7400,119.8600,125.8500,403.0700,144.6300,20.8200,19.5100,26.3200,43.8300,142.7400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0200,18.1700,0.0000,49.0200,0.0000,0.0000,1.6900,33.8100,0.0000,0.0000,0.0000,0.0000,46.2200,38.1400,40.5700,46.9000,22.4400,0.0000,38.1300,16.2300,68.2200,6.0200,18.8300,1.6300,0.0000,0.0000,184.0000,0.0000,0.9600,4.6600,9.2000,0.0000,0.0000,3.7300,4.7500,0.0000,0.0000,0.0000,75.0000,25.0000,25.0000,0.0000,0.0000,0.0000,0.0000,0.0000,25.6700,55.0000,55.0000,2.4900,8.2400,0.0000,7.6800,25.6000,31.2900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.0400,0.0000
6,39IS2025/04/11,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,130.2300,0.0000,34.0000,0.0000,0.0000,0.0000,0.0000,0.0000,86.8200,299.5400,43.0600,0.0000,320.0000,0.0000,0.0000,115.0900,100.2700,272.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,598.4800,0.0000,0.0000,14.7300,44.7400,119.8600,125.8500,403.0700,144.6300,20.8200,19.5100,26.3200,43.8300,142.7400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0200,18.1700,0.0000,49.0200,0.0000,0.0000,1.6900,33.8100,0.0000,0.0000,0.0000,0.0000,46.2200,38.1400,40.5700,46.9000,22.4400,0.0000,38.1300,16.2300,68.2200,6.0200,18.8300,1.6300,0.0000,0.0000,184.0000,0.0000,0.9600,4.6600,9.0000,0.0000,0.0000,3.7300,4.7500,0.0000,0.0000,0.0000,78.4900,26.1700,26.1700,0.0000,0.0000,0.0000,0.0000,0.0000,25.6700,54.6700,54.6700,2.4900,8.2400,0.0000,7.6800,25.6000,31.2900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.0400,0.0000
7,39IS2025/04/11,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,130.2300,0.0000,34.0000,0.0000,0.0000,0.0000,0.0000,0.0000,86.8200,299.5400,43.0600,0.0000,320.0000,0.0000,0.0000,115.0900,100.2700,272.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,550.3500,0.0000,0.0000,14.7300,44.7400,119.8600,125.8500,403.0700,144.6300,20.8200,19.5100,26.3200,43.8300,142.7400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0200,18.1700,0.0000,49.0200,0.0000,0.0000,1.6900,33.8100,0.0000,0.0000,0.0000,0.0000,46.2200,38.1400,40.5700,46.9000,22.4400,0.0000,38.1300,16.2300,68.2200,6.0200,18.8300,1.6300,0.0000,0.0000,184.0000,0.0000,0.9600,4.6600,7.0100,0.0000,0.0000,3.7300,4.7500,0.0000,0.0000,0.0000,74.5000,24.8400,24.8300,0.0000,0.0000,0.0000,0.0000,0.0000,25.6700,64.0000,64.0000,2.4900,8.2400,0.0000,7.6800,25.6000,31.2900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.0400,0.0000
8,39IS2025/04/11,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,130.2300,0.0000,34.0000,0.0000,0.0000,0.0000,0.0000,0.0000,86.8200,299.5400,43.0600,0.0000,320.0000,0.0000,0.0000,115.0900,100.2700,272.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,569.6000,0.0000,0.0000,14.7300,44.7400,119.8600,125.8500,403.0700,144.6300,20.8200,19.5100,26.3200,43.8300,142.7400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0200,18.1700,0.0000,49.0200,0.0000,0.0000,1.6900,33.8100,0.0000,0.0000,0.0000,0.0000,46.2200,38.1400,40.5700,46.9000,22.4400,0.0000,38.1300,16.2300,68.2200,6.0200,18.8300,1.6300,0.0000,0.0000,184.0000,0.0000,0.9600,4.6600,7.0100,0.0000,0.0000,3.7300,4.7500,0.0000,0.0000,0.0000,75.0000,25.0000,25.0000,0.0000,0.0000,0.0000,0.0000,0.0000,26.0000,65.3300,65.3300,2.4900,8.2400,0.0000,7.6800,25.6000,31.2900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.0400,0.0000
9,39IS2025/04/11,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,130.2300,0.0000,35.0000,0.0000,0.0000,0.0000,0.0000,0.0000,86.8200,293.9800,53.1900,0.0000,320.0000,0.0000,0.0000,115.0900,100.2700,272.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,658.6400,0.0000,0.0000,14.7300,44.7400,119.8600,125.8500,403.0700,144.6300,20.8200,19.5100,26.3200,43.8300,142.7400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0200,18.1700,0.0000,49.0200,0.0000,0.0000,2.1000,33.8100,0.0000,0.0000,0.0000,0.0000,46.2200,38.1400,40.5700,46.9000,22.4400,10.5300,38.1300,4.1300,68.2200,0.0000,18.8300,1.6300,0.0000,0.0000,150.0000,0.0000,0.9600,4.4300,7.0100,0.0000,0.0000,3.7300,4.6000,0.0000,0.0000,0.0000,90.0000,30.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,25.0000,73.3300,73.3300,2.4900,8.2400,0.0000,7.6800,25.6000,31.2900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.0400,0.0000
10,39IS2025/04/11,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,130.2300,0.0000,35.0000,0.0000,0.0000,0.0000,0.0000,0.0000,86.8200,293.9800,53.1900,0.0000,320.0000,0.0000,0.0000,115.0900,100.2700,272.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,658.9800,0.0000,0.0000,14.7300,44.7400,119.8600,125.8500,403.0700,144.6300,20.8200,19.5100,26.3200,43.8300,142.7400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0200,18.1700,0.0000,49.0200,0.0000,0.0000,2.1000,33.8100,0.0000,0.0000,0.0000,0.0000,46.2200,38.1400,40.5700,46.9000,22.4400,10.5300,38.1300,4.1300,68.2200,0.0000,12.5500,1.6300,0.0000,0.0000,150.0000,0.0000,0.9600,4.4300,6.8100,0.0000,0.0000,3.7300,4.6000,0.0000,0.0000,0.0000,92.5000,30.8400,30.8300,0.0000,0.0000,0.0000,0.0000,0.0000,24.6700,73.3300,73.3300,2.4900,8.2400,0.0000,7.6800,25.6000,31.2900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.0400,0.0000
