Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Pragati_CCGT_III,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,-29.00,4.81,18.96,-53.00,0.00,0.00,-84.00
00:15 - 00:30,-20.00,10.59,18.47,-54.00,0.00,0.00,-81.00
00:30 - 00:45,12.51,10.59,18.47,-55.00,0.00,0.00,-63.00
00:45 - 01:00,14.43,11.55,18.00,-56.00,0.00,0.00,-63.00
01:00 - 01:15,29.82,23.10,18.00,-56.00,0.00,0.00,-63.00
01:15 - 01:30,30.79,23.10,17.51,-56.00,0.00,0.00,-86.00
01:30 - 01:45,20.21,21.17,17.51,-57.00,0.00,0.00,-127.00
01:45 - 02:00,53.90,39.45,17.03,-55.00,0.00,0.00,-35.00
02:00 - 02:15,0.00,19.25,17.03,-57.00,0.00,0.00,-82.00
02:15 - 02:30,-22.00,18.29,16.55,-59.00,0.00,0.00,-84.00
02:30 - 02:45,-49.00,46.19,16.55,-58.00,0.00,0.00,-188.00
02:45 - 03:00,-71.00,35.61,16.07,-58.00,0.00,0.00,-102.00
03:00 - 03:15,-66.00,24.06,16.07,-58.00,0.00,0.00,-126.00
03:15 - 03:30,-66.00,21.17,16.07,-59.00,0.00,0.00,-111.00
03:30 - 03:45,-49.00,26.94,16.07,-59.00,0.00,0.00,-105.00
03:45 - 04:00,-52.00,0.00,16.07,-58.00,0.00,0.00,-105.00
04:00 - 04:15,-67.00,20.21,16.07,-59.00,0.00,0.00,-100.00
04:15 - 04:30,-63.00,19.25,16.07,-59.00,0.00,0.00,-100.00
04:30 - 04:45,-22.00,20.21,16.07,-58.00,0.00,0.00,-120.00
04:45 - 05:00,-21.00,-11.00,16.07,-59.00,0.00,0.00,-120.00
05:00 - 05:15,-18.00,-61.00,18.00,-59.00,0.00,0.00,-121.00
05:15 - 05:30,-10.00,0.00,18.96,-58.00,0.00,0.00,-127.00
05:30 - 05:45,-57.00,0.00,19.73,-58.00,0.00,0.00,-225.00
05:45 - 06:00,-73.00,0.00,20.69,-59.00,0.00,0.00,-300.00
06:00 - 06:15,-74.00,0.00,20.69,-59.00,0.00,0.00,-115.00
06:15 - 06:30,-73.00,0.00,21.65,-58.00,0.00,0.00,-120.00
06:30 - 06:45,-26.00,0.00,20.50,-53.00,0.00,0.00,-150.00
06:45 - 07:00,-52.00,28.87,20.50,-59.00,0.00,0.00,-265.00
07:00 - 07:15,0.00,35.60,20.50,-58.00,0.00,0.00,-180.00
07:15 - 07:30,-71.00,36.57,21.46,-58.00,0.00,0.00,-115.00
07:30 - 07:45,-30.00,-11.00,21.46,-56.00,0.00,0.00,-95.00
07:45 - 08:00,20.21,-9.00,21.46,-57.00,0.00,0.00,-135.00
08:00 - 08:15,63.51,-11.00,16.55,-55.00,0.00,0.00,-135.00
08:15 - 08:30,135.69,-14.00,17.51,-36.00,0.00,0.00,-107.00
08:30 - 08:45,49.07,0.00,18.48,-38.00,0.00,0.00,-120.00
