Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Pragati_CCGT_III,Tata_Power_Delhi_Distribution_Limited
08:45 - 09:00,-3.00,0.00,19.44,-34.00,0.00,0.00,-119.00
09:00 - 09:15,49.07,-10.00,17.71,-22.00,0.00,0.00,-117.00
09:15 - 09:30,60.62,-71.00,18.67,-11.00,0.00,0.00,-132.00
09:30 - 09:45,51.97,-12.00,17.51,0.00,0.00,0.00,-72.00
09:45 - 10:00,56.78,-73.00,17.51,0.00,0.00,0.00,-38.00
10:00 - 10:15,60.62,-92.00,16.65,0.00,0.00,0.00,-40.00
10:15 - 10:30,65.43,-84.00,16.65,0.00,0.00,0.00,-30.00
10:30 - 10:45,70.25,-102.00,16.65,14.43,0.00,0.00,-60.00
10:45 - 11:00,74.10,-94.00,16.65,18.28,0.00,0.00,-105.00
11:00 - 11:15,141.46,-65.00,17.03,19.25,0.00,0.00,-135.00
11:15 - 11:30,158.78,-50.00,17.03,20.21,0.00,0.00,-135.00
11:30 - 11:45,139.54,-34.00,17.32,21.17,0.00,0.00,-83.00
11:45 - 12:00,142.42,-34.00,17.32,21.17,0.00,0.00,-43.00
12:00 - 12:15,107.78,-48.00,12.99,0.00,0.00,0.00,-40.00
12:15 - 12:30,107.78,-48.00,12.99,0.00,0.00,0.00,-35.00
12:30 - 12:45,92.38,-44.00,12.99,0.00,0.00,0.00,-25.00
12:45 - 13:00,93.34,-45.00,12.99,0.00,0.00,0.00,-25.00
13:00 - 13:15,25.98,-85.00,12.51,0.00,0.00,0.00,-70.00
13:15 - 13:30,25.02,-89.00,12.51,0.00,0.00,0.00,-105.00
13:30 - 13:45,73.13,-70.00,12.03,0.00,0.00,0.00,-30.00
13:45 - 14:00,83.72,-62.00,12.03,0.00,0.00,0.00,9.62
14:00 - 14:15,105.85,-64.00,12.99,0.00,0.00,0.00,33.68
14:15 - 14:30,140.50,-66.00,12.99,0.00,0.00,0.00,38.49
14:30 - 14:45,123.18,-55.00,12.99,0.00,0.00,0.00,76.98
14:45 - 15:00,131.83,-45.00,12.99,0.00,0.00,0.00,81.80
15:00 - 15:15,171.30,17.32,13.95,0.00,0.00,0.00,101.04
15:15 - 15:30,182.84,15.40,13.95,0.00,0.00,0.00,67.36
15:30 - 15:45,224.22,19.25,13.95,0.00,0.00,0.00,38.49
15:45 - 16:00,229.99,19.25,13.95,0.00,0.00,0.00,-10.00
16:00 - 16:15,121.25,0.00,16.84,0.00,0.00,0.00,-100.00
16:15 - 16:30,88.53,0.00,15.88,0.00,0.00,0.00,-100.00
16:30 - 16:45,-9.00,0.00,15.88,0.00,0.00,0.00,-95.00
16:45 - 17:00,-46.00,0.00,15.88,0.00,0.00,0.00,-95.00
17:00 - 17:15,-76.00,0.00,18.28,-40.00,0.00,0.00,-110.00
17:15 - 17:30,-56.00,0.00,17.32,-49.00,0.00,0.00,-110.00
17:30 - 17:45,-37.00,0.00,16.36,-63.00,0.00,0.00,-110.00
17:45 - 18:00,163.59,0.00,15.40,-73.00,0.00,0.00,-190.00
18:00 - 18:15,112.59,0.00,15.40,-70.00,0.00,0.00,-130.00
18:15 - 18:30,79.87,0.00,15.40,-73.00,0.00,0.00,-110.00
18:30 - 18:45,-22.00,0.00,15.40,-104.00,0.00,0.00,-140.00
18:45 - 19:00,-17.00,-22.00,15.21,-106.00,0.00,-23.50,-110.00
19:00 - 19:15,-47.00,0.00,11.38,-95.00,1.00,-23.50,-125.00
19:15 - 19:30,-10.00,0.00,9.01,-95.00,1.12,-23.50,-125.00
19:30 - 19:45,-52.00,11.15,6.53,-98.00,0.81,-23.50,-135.00
19:45 - 20:00,-70.00,12.94,6.90,-96.00,0.90,-23.50,-150.00
20:00 - 20:15,-53.00,0.00,10.97,-97.00,0.35,-23.50,-200.00
20:15 - 20:30,-119.00,0.00,12.97,-97.00,0.00,-23.50,-210.00
20:30 - 20:45,-54.00,58.05,10.91,-97.00,0.28,-23.50,-90.00
20:45 - 21:00,-50.00,74.91,10.53,-97.00,0.13,-23.50,-85.00
21:00 - 21:15,-74.00,43.71,11.17,-96.00,0.14,-23.50,-75.00
21:15 - 21:30,-86.00,49.32,10.44,-96.00,0.00,-23.50,-80.00
21:30 - 21:45,-81.00,59.66,14.05,-96.00,0.00,-23.50,-140.00
21:45 - 22:00,-123.00,56.72,13.58,-96.00,0.00,-23.50,-185.00
22:00 - 22:15,-128.00,30.37,12.14,-99.00,0.00,-23.50,-170.00
22:15 - 22:30,-136.00,43.09,10.28,-100.00,0.15,-23.50,-150.00
22:30 - 22:45,-124.00,24.90,7.29,-97.00,0.52,-23.50,-163.00
22:45 - 23:00,-124.00,31.55,7.51,-98.00,0.65,-23.50,-160.00
23:00 - 23:15,-79.00,21.06,8.55,-96.00,1.15,-23.50,-145.00
23:15 - 23:30,-49.00,27.55,8.41,-96.00,0.65,-23.50,-140.00
23:30 - 23:45,-50.00,17.30,11.14,-96.00,0.00,-23.50,-138.00
23:45 - 24:00,-90.00,17.32,10.20,-99.00,0.00,0.00,-123.00
