Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,193.79,-25.00,0.00,0.96,0.00,0.00,-10.00
00:15 - 00:30,188.00,-39.00,0.00,0.77,0.00,0.00,-10.00
00:30 - 00:45,189.93,-34.00,0.00,0.67,-10.00,0.00,-15.00
00:45 - 01:00,188.96,-34.00,0.00,0.58,-10.00,0.00,-20.00
01:00 - 01:15,219.81,-37.00,0.00,0.58,-10.00,0.00,-20.00
01:15 - 01:30,211.14,-42.00,0.00,0.48,-10.00,0.00,-15.00
01:30 - 01:45,194.74,-52.00,-2.30,0.39,-10.00,0.00,0.00
01:45 - 02:00,147.51,-53.00,-2.30,0.29,-10.00,0.00,-15.00
02:00 - 02:15,123.40,-60.00,-2.30,0.29,-10.00,0.00,-7.00
02:15 - 02:30,121.48,-60.00,-2.30,0.29,-10.00,0.00,-15.00
02:30 - 02:45,106.05,-63.00,-2.30,0.29,-10.00,0.00,-15.00
02:45 - 03:00,104.12,-63.00,-2.30,0.29,-10.00,0.00,0.00
03:00 - 03:15,101.23,-65.00,-2.30,0.29,-10.00,0.00,-15.00
03:15 - 03:30,93.52,-71.00,-2.30,0.29,-10.00,0.00,-15.00
03:30 - 03:45,78.09,-75.00,-2.30,0.48,-10.00,0.00,-20.00
03:45 - 04:00,72.31,-81.00,-2.30,0.77,-10.00,0.00,-25.00
04:00 - 04:15,78.09,-100.00,-2.30,1.35,-10.00,0.00,-20.00
04:15 - 04:30,75.20,-106.00,-2.30,1.93,-10.00,0.00,-15.00
04:30 - 04:45,71.34,-95.00,-2.30,2.41,-10.00,0.00,-15.00
04:45 - 05:00,72.31,-91.00,-2.30,2.99,-10.00,0.00,-15.00
05:00 - 05:15,15.42,-71.00,-2.30,4.34,-10.00,0.00,-40.00
05:15 - 05:30,17.35,-69.00,-2.30,6.17,-10.00,0.00,-60.00
05:30 - 05:45,13.50,-99.00,-2.30,7.52,-10.00,0.00,-5.00
05:45 - 06:00,10.60,-93.00,-2.30,8.97,-10.00,0.00,4.82
06:00 - 06:15,8.68,-92.00,-2.30,9.93,-10.00,0.00,-20.00
