timeslot,discomcode,revisionno,BTPS,PRAGATI,RPH,DADRI_T,GT_OC,CSGS,GT_RLNG,PRG_RLNG,DVC,GT_LF,GT_CC,PRG_G_CC,GT_RLG_C,GT_LF_CC,PG_RLG_C,REGULATE,MTPS6,JHAJJAR,NJPC,CCGT_OC,CCGT_CC,CCGT_RCC,CCGT_ROC,CLPJHAJR,MEJIA7,MAITHON,SECI,RITHL_CC,RITHL_OC,RITHL_RC,RITHL_RO,NHPC,DADRI_T2,ANTA_GF,AURY_GF,FARAKKA,RIHAND1,RIHAND2,RIHAND3,SASAN,SNGRAULI,UNCHHAR1,UNCHHAR2,UNCHHAR3,KAHLGAN1,KAHLGAN2,DADRI_GF,ANTA_RF,AURY_RF,DADRI_RF,KOLDAM,TH_HPP,KTWR_HEP,SEWA2,DMSWSL,NAPP,RAPPB,MUNDRA,RAMPUR,RAPPC,TALA,ANTA_LF,AURY_LF,DADRI_LF,URI,URI2,CHAMERA1,CHAMERA2,CHAMERA3,DHAULIGNGA,DULHASTI,PARBATI3,SALAL,TANAKPUR,BSIUL,UNCHAHAR4,PRG_CCLF,PRG_OCLF,CCGTCCSPOT,CCGTOCSPOT,SNG_HYDRO,SHEP,GIREL,RUMS_DMRC,SEIPL,THPPL,NHPPL,ANTA_CRF,AURY_CRF,DADR_CRF,ALFANR_I,ALFANR_II,ALFANR_III,ERCPL_FTG,ERPCL_FTG2,AP41PL_BHDL,ASE4PL,KUDGI,SRIJAN_M,SITAC_BRPL,SITAC_BYPL,TANDA2,KSHNGNGA,SOLAPUR,MEJA,TWEPL,GBHHPL,THAR_BYPL,THAR_BRPL,ASEJ2PL_BYPL,ASEJ2PL_TPDDL,CHANJUII,Total_EXPP,OpenAccess,InterDiscomTransfer,Losses,idtexbil,Total
1,BRPL,54DSBRPL2024/01/30,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5300,0.0000,0.0000,155.0000,0.0000,0.0000,0.0000,0.0000,20.2000,3.8600,0.0000,0.0000,134.6096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,269.8500,0.0000,0.0000,5.4800,61.3400,49.9100,35.2500,59.7500,26.4600,5.7700,10.9100,6.7300,8.6600,34.6300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0500,0.0000,0.0000,16.3800,0.0000,0.0000,0.0000,23.0500,0.0000,0.0000,0.0000,0.0000,0.5600,1.9300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,109.2200,0.0000,0.0000,0.0000,20.3700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,28.1400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.3600,25.6400,0.0000,0.0000,0.0000,0.0000,0.0000,8.9698,23.0900,0.0000,0.0000,0.0000,0.0000,0.0000,1223.6994,-123.75,0.00,12.9025,0.00,1087.0469
2,BRPL,54DSBRPL2024/01/30,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5300,0.0000,0.0000,155.0000,0.0000,0.0000,0.0000,0.0000,20.2000,3.8600,0.0000,0.0000,134.6096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,269.8500,0.0000,0.0000,4.8100,61.3400,49.9100,35.2500,59.7500,26.4800,5.7700,9.7200,6.7300,8.6600,34.6300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0500,0.0000,0.0000,16.3800,0.0000,0.0000,0.0000,23.0500,0.0000,0.0000,0.0000,0.0000,0.5600,1.9300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,109.2200,0.0000,0.0000,0.0000,18.7800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,28.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.3900,25.6700,0.0000,0.0000,0.0000,0.0000,0.0000,8.9698,23.0900,0.0000,0.0000,0.0000,0.0000,0.0000,1220.1894,-170.46,0.00,12.7158,0.00,1037.0136
3,BRPL,54DSBRPL2024/01/30,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5300,0.0000,0.0000,155.0000,0.0000,0.0000,0.0000,0.0000,20.2000,3.8600,0.0000,0.0000,134.6096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,269.8500,0.0000,0.0000,4.8100,28.8600,49.9100,35.2500,59.7500,26.4800,5.7700,9.7200,6.7300,8.6600,34.6300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0500,0.0000,0.0000,16.3800,0.0000,0.0000,0.0000,23.0500,0.0000,0.0000,0.0000,0.0000,0.5600,1.9300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,109.2200,0.0000,0.0000,0.0000,17.8600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,28.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.4000,25.7500,0.0000,0.0000,0.0000,0.0000,0.0000,8.9698,23.0900,0.0000,0.0000,0.0000,0.0000,0.0000,1187.3794,-256.75,0.00,12.4378,0.00,918.1916
4,BRPL,54DSBRPL2024/01/30,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5300,0.0000,0.0000,155.0000,0.0000,0.0000,0.0000,0.0000,20.2000,3.8600,0.0000,0.0000,134.6096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,269.8500,0.0000,0.0000,4.8100,38.4800,49.9100,35.2500,59.7500,26.4800,5.7700,9.7200,6.7300,8.6600,35.1100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0500,0.0000,0.0000,16.3800,0.0000,0.0000,0.0000,23.0500,0.0000,0.0000,0.0000,0.0000,0.5600,1.9300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,109.2200,0.0000,0.0000,0.0000,17.2600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,42.3400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.5500,30.1100,0.0000,0.0000,0.0000,0.0000,0.0000,8.9698,23.0900,0.0000,0.0000,0.0000,0.0000,0.0000,1217.2294,-305.03,0.00,12.7870,0.00,899.4124
5,BRPL,54DSBRPL2024/01/30,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5300,0.0000,0.0000,155.0000,0.0000,0.0000,0.0000,0.0000,20.2000,3.8600,0.0000,0.0000,134.6096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,269.8500,0.0000,0.0000,4.8100,61.3400,49.9100,35.2500,59.7500,26.4800,5.7700,9.7200,6.7300,8.6600,35.1100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0500,0.0000,0.0000,16.3800,0.0000,0.0000,0.0000,23.0500,0.0000,0.0000,0.0000,0.0000,0.5600,1.9300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,109.2200,0.0000,0.0000,0.0000,16.4300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,43.8900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.2100,29.8000,0.0000,0.0000,0.0000,0.0000,0.0000,8.9698,23.0900,0.0000,0.0000,0.0000,0.0000,0.0000,1241.1594,-350.03,0.00,13.3660,0.00,877.7634
6,BRPL,54DSBRPL2024/01/30,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5300,0.0000,0.0000,155.0000,0.0000,0.0000,0.0000,0.0000,20.2000,3.8600,0.0000,0.0000,134.6096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,269.8500,0.0000,0.0000,4.8100,61.3400,49.9100,35.2500,59.7500,26.4800,5.7700,9.7200,6.7300,8.6600,35.1100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0500,0.0000,0.0000,16.3800,0.0000,0.0000,0.0000,23.0500,0.0000,0.0000,0.0000,0.0000,0.5600,1.9300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,109.2200,0.0000,0.0000,0.0000,14.6900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,44.3000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.8800,29.1900,0.0000,0.0000,0.0000,0.0000,0.0000,8.9698,23.0900,0.0000,0.0000,0.0000,0.0000,0.0000,1239.8894,-375.03,0.00,13.5653,0.00,851.2941
7,BRPL,54DSBRPL2024/01/30,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5300,0.0000,0.0000,155.0000,0.0000,0.0000,0.0000,0.0000,20.2000,3.8600,0.0000,0.0000,134.6096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,269.8500,0.0000,0.0000,4.8100,61.3400,49.9100,35.2500,59.7500,26.4800,5.7700,9.7200,6.7300,8.6600,35.1100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0500,0.0000,0.0000,16.3800,0.0000,0.0000,0.0000,23.0500,0.0000,0.0000,0.0000,0.0000,0.7900,1.9300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,109.2200,0.0000,0.0000,0.0000,13.4600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.5600,28.6500,0.0000,0.0000,0.0000,0.0000,0.0000,8.9698,23.0900,0.0000,0.0000,0.0000,0.0000,0.0000,1239.7394,-418.03,0.00,13.9253,0.00,807.7841
8,BRPL,54DSBRPL2024/01/30,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5300,0.0000,0.0000,155.0000,0.0000,0.0000,0.0000,0.0000,20.2000,3.8600,0.0000,0.0000,134.6096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,269.8500,0.0000,0.0000,4.8100,61.3400,49.9100,35.2500,59.7500,26.4800,5.7700,9.7200,6.7300,8.6600,35.1100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0500,0.0000,0.0000,16.3800,0.0000,0.0000,0.0000,23.0500,0.0000,0.0000,0.0000,0.0000,0.7900,1.9300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,109.2200,0.0000,0.0000,0.0000,13.0700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,47.4600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.2200,27.9800,0.0000,0.0000,0.0000,0.0000,0.0000,8.9698,23.0900,0.0000,0.0000,0.0000,0.0000,0.0000,1241.7894,-441.03,0.00,14.1357,0.00,786.6237
9,BRPL,54DSBRPL2024/01/30,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5300,0.0000,0.0000,155.0000,0.0000,0.0000,0.0000,0.0000,20.2000,3.8600,0.0000,0.0000,134.6096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,269.8500,0.0000,0.0000,4.8100,33.6700,28.8600,35.2500,59.7500,13.4700,5.7700,9.7200,6.7300,8.6600,35.1100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0500,0.0000,0.0000,16.3800,0.0000,0.0000,0.0000,23.0500,0.0000,0.0000,0.0000,0.0000,0.7900,1.9300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,109.2200,0.0000,0.0000,0.0000,11.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,39.4000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8500,23.5100,0.0000,0.0000,0.0000,0.0000,0.0000,8.9698,23.0900,0.0000,0.0000,0.0000,0.0000,0.0000,1166.2894,-399.03,0.00,13.1487,0.00,754.1107
10,BRPL,54DSBRPL2024/01/30,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.5300,0.0000,0.0000,155.0000,0.0000,0.0000,0.0000,0.0000,20.2000,3.8600,0.0000,0.0000,134.6096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,269.8500,0.0000,0.0000,4.8100,33.6700,28.8600,35.2500,59.7500,13.4700,5.7700,9.7200,6.7300,8.6600,35.1100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0500,0.0000,0.0000,16.3800,0.0000,0.0000,0.0000,23.0500,0.0000,0.0000,0.0000,0.0000,0.7900,1.9300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,109.2200,0.0000,0.0000,0.0000,11.1200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.3200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.5100,23.4400,0.0000,0.0000,0.0000,0.0000,0.0000,8.9698,23.0900,0.0000,0.0000,0.0000,0.0000,0.0000,1167.7194,-413.03,0.00,13.2783,0.00,741.4111
