Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
11:30 - 11:45,115.15,0.00,-0.50,1.92,0.00,57.58
11:45 - 12:00,109.39,0.00,-0.50,0.96,0.00,47.98
12:00 - 12:15,80.61,0.00,-0.50,0.48,0.00,43.18
12:15 - 12:30,77.72,0.00,-0.50,0.00,0.00,33.59
12:30 - 12:45,38.38,0.00,-0.50,0.00,0.00,23.99
12:45 - 13:00,28.79,0.00,-0.50,0.00,0.00,23.99
13:00 - 13:15,-17.00,-5.00,-0.50,0.00,0.00,0.00
13:15 - 13:30,-24.00,-5.00,-0.50,0.00,0.00,0.00
13:30 - 13:45,-32.00,0.00,-0.50,0.00,0.00,38.38
13:45 - 14:00,-25.00,0.00,-0.50,0.00,0.00,28.79
14:00 - 14:15,17.27,0.00,-0.50,0.00,0.00,43.18
14:15 - 14:30,25.91,0.00,-0.50,0.00,0.00,33.59
14:30 - 14:45,10.56,0.00,-0.50,0.00,0.00,47.98
14:45 - 15:00,15.35,0.00,-0.50,0.29,0.00,57.58
15:00 - 15:15,52.78,0.00,-0.50,0.00,0.00,95.96
15:15 - 15:30,38.38,0.00,-0.50,0.96,0.00,52.78
15:30 - 15:45,40.30,0.00,-0.50,1.54,0.00,47.98
15:45 - 16:00,71.01,0.00,-0.50,2.88,0.00,62.37
16:00 - 16:15,60.45,0.00,-0.50,5.28,0.00,86.37
16:15 - 16:30,99.79,0.00,-0.50,6.24,0.00,33.59
16:30 - 16:45,93.08,0.00,-0.50,5.28,0.00,0.00
16:45 - 17:00,116.11,0.00,-0.50,5.76,0.00,-50.00
17:00 - 17:15,110.35,0.00,-0.50,6.24,0.00,0.00
17:15 - 17:30,131.37,0.00,-0.50,6.75,0.00,89.98
17:30 - 17:45,104.07,0.00,-0.50,5.31,0.00,84.95
17:45 - 18:00,110.67,0.00,-0.50,5.94,0.00,103.99
18:00 - 18:15,181.16,65.65,-0.50,5.58,3.68,98.46
18:15 - 18:30,130.17,74.38,-0.50,6.70,1.78,96.70
18:30 - 18:45,135.88,57.89,-0.50,7.64,1.53,104.53
18:45 - 19:00,50.86,57.58,-0.50,9.12,0.19,105.55
19:00 - 19:15,65.25,28.79,-0.50,9.12,0.00,177.52
19:15 - 19:30,91.16,27.83,-0.50,8.64,0.00,19.19
19:30 - 19:45,89.24,15.35,-0.50,8.64,0.00,33.59
19:45 - 20:00,85.41,12.47,-0.50,8.16,0.00,-45.00
20:00 - 20:15,80.61,60.45,-0.50,7.68,0.00,-25.00
20:15 - 20:30,70.05,46.06,-0.50,7.68,0.00,19.19
20:30 - 20:45,142.98,29.75,-0.50,7.20,0.00,47.98
20:45 - 21:00,147.77,20.15,-0.50,6.72,0.00,33.59
21:00 - 21:15,182.32,7.68,-0.50,6.24,0.00,19.19
21:15 - 21:30,173.69,4.80,-0.50,5.28,0.00,19.19
21:30 - 21:45,145.86,-20.00,-0.50,4.99,0.00,4.80
21:45 - 22:00,189.05,-26.00,-0.50,4.03,0.00,14.39
22:00 - 22:15,200.55,39.34,-1.50,3.36,0.00,9.60
22:15 - 22:30,222.63,39.34,-1.50,3.17,0.00,14.39
22:30 - 22:45,204.40,20.15,-1.50,2.59,0.00,27.83
22:45 - 23:00,201.52,14.39,-1.50,2.21,0.00,38.38
23:00 - 23:15,196.71,9.60,-1.50,1.92,0.00,25.91
23:15 - 23:30,198.63,4.80,-1.50,1.44,0.00,28.79
23:30 - 23:45,200.55,-5.00,-1.50,1.25,0.00,8.64
23:45 - 24:00,184.24,-11.00,-1.50,0.96,0.00,-1.00
