Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,81.57,0.00,-1.50,0.96,0.00,-5.00
00:15 - 00:30,77.73,0.00,-1.50,0.77,0.00,22.07
00:30 - 00:45,69.09,0.00,-1.50,0.67,0.00,9.60
00:45 - 01:00,67.17,0.00,-1.50,0.58,0.00,1.92
01:00 - 01:15,71.00,0.00,-1.50,0.58,0.00,2.88
01:15 - 01:30,68.13,0.00,-1.50,0.48,0.00,30.71
01:30 - 01:45,54.70,0.00,-1.50,0.38,0.00,65.25
01:45 - 02:00,52.78,0.00,-1.50,0.29,0.00,59.49
02:00 - 02:15,41.26,0.00,-1.50,0.29,0.00,45.10
02:15 - 02:30,45.10,0.00,-1.50,0.29,0.00,38.38
02:30 - 02:45,47.98,0.00,-1.50,0.19,0.00,65.25
02:45 - 03:00,47.02,0.00,-1.50,0.00,0.00,56.62
03:00 - 03:15,53.74,0.00,-1.50,0.00,0.00,63.33
03:15 - 03:30,49.90,0.00,-1.50,0.00,0.00,54.70
03:30 - 03:45,51.82,0.00,-1.50,0.00,0.00,56.61
03:45 - 04:00,59.49,0.00,-1.50,0.00,0.00,55.66
04:00 - 04:15,55.66,0.00,-1.50,0.00,0.00,59.49
04:15 - 04:30,53.74,0.00,-1.50,0.96,0.00,64.29
04:30 - 04:45,71.97,0.00,-1.50,0.96,0.00,41.26
04:45 - 05:00,67.17,0.00,-1.50,1.54,0.00,40.30
05:00 - 05:15,33.59,0.00,-1.50,1.92,0.00,48.93
05:15 - 05:30,47.98,0.00,-1.50,2.40,0.00,85.40
05:30 - 05:45,77.73,0.00,-1.50,2.88,0.00,50.86
05:45 - 06:00,71.96,0.00,-1.50,3.36,0.00,10.56
06:00 - 06:15,78.68,0.00,-1.50,4.32,0.00,1.92
06:15 - 06:30,77.73,0.00,-1.50,4.80,0.00,-11.00
06:30 - 06:45,16.31,0.00,-1.50,5.57,0.00,-29.00
06:45 - 07:00,19.19,0.00,-1.50,6.62,0.00,-32.00
07:00 - 07:15,18.24,0.00,-1.50,6.81,0.00,-30.00
07:15 - 07:30,11.51,0.00,-1.50,6.72,0.00,-30.00
07:30 - 07:45,-14.00,-20.00,-1.50,6.33,0.00,-40.00
07:45 - 08:00,-16.00,-25.00,-1.50,5.85,0.00,-28.00
08:00 - 08:15,-20.00,0.00,-1.50,5.57,0.00,-58.00
08:15 - 08:30,15.35,0.00,-1.50,5.09,0.00,-5.00
08:30 - 08:45,84.44,0.00,-1.50,4.89,0.00,35.51
08:45 - 09:00,65.25,0.00,-1.50,4.61,0.00,65.25
09:00 - 09:15,60.45,0.00,-0.50,4.32,0.00,47.02
09:15 - 09:30,46.07,0.00,-0.50,4.03,0.00,37.42
09:30 - 09:45,64.29,0.00,-0.50,3.55,0.00,72.93
09:45 - 10:00,51.82,0.00,-0.50,3.17,0.00,96.91
10:00 - 10:15,77.73,0.00,-0.50,2.88,0.00,26.87
10:15 - 10:30,80.61,0.00,-0.50,2.49,0.00,83.49
10:30 - 10:45,83.48,0.00,-0.50,3.26,0.00,57.58
10:45 - 11:00,68.13,0.00,-0.50,1.92,0.00,67.17
11:00 - 11:15,69.08,11.52,-0.50,1.54,0.00,67.17
11:15 - 11:30,60.45,9.60,-0.50,1.44,0.00,62.37
