Generator,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
Revision No,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCGT-Bawana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Schedule,470.0001,423.2161,423.2161,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,590.0000,590.0000,590.0000,590.0000,540.0000,540.0000,590.0000,640.0000,540.0000,540.0000,590.0000,640.0000,640.0000,640.0000,640.0000,640.0000,640.0000,640.0000,640.0000,640.0000,640.0000,640.0000,320.0000,320.0000,350.0000,350.0000,380.0000,610.0000,610.0000,569.0000,528.0000,500.0000,470.0000,470.0000,476.0000,478.0000,320.0000,320.0000,320.0000,320.0000,320.0000,320.0000,320.0000,320.0000,320.0000,320.0000,350.0000,350.0000,350.0000,350.0000,350.0000,380.0001,320.0000,320.0000,514.5120,514.5120,514.5120,514.5120,514.5120,514.5120,500.0000,500.0000,470.0000,470.0000,470.0000,470.0000,470.0000,470.0000,470.0000,470.0000,470.0000,470.0000
DC Considered for Schedule,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1450.00,1450.00,1450.00,1450.00,1310.00,1310.00,1310.00,1310.00,1310.00,1310.00,1310.00,1310.00,1310.00,1080.00,1050.00,1050.00,1020.00,1020.00,1330.00,1330.00,1330.00,1330.00,1330.00,1330.00,1330.00,1330.00,1330.00,1330.00,1330.00,1330.00,1330.00,1330.00,1330.00,1330.00,1330.00,1330.00,1330.00,1330.00,1330.00,1330.00,1330.00,1330.00,1330.00,1330.00,1330.00,1330.00,1330.00,1330.00,1330.00,1330.00,1330.00,1330.00,1330.00,1330.00,1330.00,1330.00,1330.00,1330.00,1330.00,1330.00,1330.00,1330.00,1330.00,1330.00
