Generator,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
Revision No,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCGT-Bawana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Schedule,620.0000,610.0000,610.0000,610.0000,610.0000,610.0000,610.0000,610.0000,610.0000,610.0000,610.0000,610.0000,540.0000,520.0000,470.0002,470.0002,470.0002,470.0002,470.0002,470.0002,470.0002,470.0002,470.0002,470.0002,470.0002,470.0002,470.0002,470.0002,470.0002,470.0002,470.0002,470.0002,470.0002,470.0002,470.0002,470.0002,470.0004,470.0004,470.0004,470.0004,470.0004,470.0004,470.0004,470.0004,470.0004,470.0004,470.0004,470.0004,470.0004,470.0004,470.0004,470.0005,470.0005,470.0005,470.0004,470.0004,470.0004,470.0004,470.0004,470.0004,470.0004,470.0005,540.0001,600.0001,600.0000,600.0000,540.0000,470.0004,470.0004,470.0004,470.0004,470.0004,470.0000,470.0000,470.0000,470.0000,470.0000,470.0000,470.0000,470.0000,470.0000,470.0000,470.0000,476.0000,531.0000,585.0000,605.0000,605.0000,605.0000,605.0000,605.0000,597.0392,597.0392,597.0392,597.0392,597.0392
DC Considered for Schedule,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00
