Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,84.81,199.48,-1.50,10.60,0.00,0.00,-35.00
00:15 - 00:30,81.91,205.27,-1.50,10.60,-9.00,0.00,-30.00
00:30 - 00:45,14.46,201.41,-1.50,10.60,-11.00,0.00,-5.00
00:45 - 01:00,48.19,202.37,-1.50,10.12,-11.00,0.00,-10.00
01:00 - 01:15,49.15,176.35,-1.50,10.12,-11.00,0.00,-20.00
01:15 - 01:30,45.29,169.61,-1.50,9.64,-10.00,0.00,-20.00
01:30 - 01:45,79.02,160.93,-1.50,9.64,-11.00,0.00,14.46
01:45 - 02:00,40.48,161.89,-1.50,9.64,-11.00,0.00,-55.00
02:00 - 02:15,40.48,63.60,-1.50,9.64,-11.00,0.00,19.27
02:15 - 02:30,38.55,65.53,-1.50,9.64,-11.00,0.00,19.27
02:30 - 02:45,28.91,10.60,-1.50,9.64,-11.00,0.00,24.09
02:45 - 03:00,84.81,5.78,-1.50,9.64,-10.00,0.00,19.27
03:00 - 03:15,12.52,0.00,-1.50,9.64,-11.00,0.00,9.64
03:15 - 03:30,-37.00,0.00,-1.50,9.64,-11.00,0.00,0.00
03:30 - 03:45,41.44,0.00,-1.50,9.64,-11.00,0.00,0.00
03:45 - 04:00,61.67,0.00,-1.50,9.64,-11.00,0.00,4.82
04:00 - 04:15,62.63,9.64,-1.50,9.64,-11.00,0.00,-20.00
04:15 - 04:30,-58.00,4.82,-1.50,9.83,-10.00,0.00,-20.00
04:30 - 04:45,83.84,-8.00,-1.50,10.60,-11.00,0.00,-20.00
04:45 - 05:00,-87.00,-8.00,-1.50,10.99,-11.00,0.00,-25.00
05:00 - 05:15,10.60,64.56,-1.50,12.05,-11.00,0.00,-25.00
05:15 - 05:30,38.55,64.56,-1.50,13.11,-11.00,0.00,-55.00
05:30 - 05:45,31.36,138.35,-1.50,13.66,-10.00,0.00,-65.00
05:45 - 06:00,29.80,131.47,-1.50,13.85,-11.00,0.00,-55.00
06:00 - 06:15,-57.00,141.66,-1.50,15.42,-11.00,0.00,-110.00
06:15 - 06:30,-81.00,120.01,-1.50,13.26,-20.00,0.00,-105.00
06:30 - 06:45,-91.00,148.41,-1.50,17.15,-18.00,0.00,-135.00
06:45 - 07:00,-82.00,147.45,-1.50,17.92,-14.00,0.00,-35.00
07:00 - 07:15,-123.00,42.40,-1.50,18.41,-24.00,0.00,-165.00
07:15 - 07:30,-94.00,43.37,-1.50,18.98,-19.00,0.00,-80.00
07:30 - 07:45,-51.00,26.02,-1.50,20.24,-14.00,0.00,-40.00
07:45 - 08:00,29.87,-13.00,-1.50,20.72,-8.00,0.00,-50.00
08:00 - 08:15,-152.00,67.46,-1.50,21.20,-10.00,0.00,-60.00
08:15 - 08:30,-91.00,53.97,-1.50,21.68,-2.00,0.00,-80.00
08:30 - 08:45,-63.00,53.00,-1.50,22.17,0.00,0.00,-80.00
08:45 - 09:00,-54.00,54.93,-1.50,22.65,0.00,0.00,-65.00
09:00 - 09:15,-62.00,55.89,-1.50,23.13,-31.00,0.00,-40.00
09:15 - 09:30,-55.00,57.82,-1.50,23.61,-26.00,0.00,-50.00
09:30 - 09:45,-25.00,86.73,-1.50,23.61,-20.00,0.00,-75.00
09:45 - 10:00,-28.00,86.73,-1.50,23.61,-14.00,0.00,-60.00
10:00 - 10:15,-16.00,89.62,-1.00,23.13,-9.00,0.00,-35.00
10:15 - 10:30,-10.00,95.40,-1.00,22.65,-5.00,0.00,-20.00
10:30 - 10:45,0.00,97.34,-1.00,22.45,0.00,0.00,-48.00
10:45 - 11:00,8.67,97.33,-1.00,22.65,0.00,0.00,-55.00
11:00 - 11:15,0.00,113.71,-1.00,22.17,-15.00,0.00,-42.00
11:15 - 11:30,0.00,115.64,-1.00,22.17,-13.00,0.00,-47.00
11:30 - 11:45,0.00,89.62,-1.00,22.65,-12.00,0.00,-1.00
