Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
11:45 - 12:00,0.00,87.70,-1.00,22.65,-11.00,0.00,34.69
12:00 - 12:15,-7.00,81.91,-1.00,22.65,-10.00,0.00,69.39
12:15 - 12:30,-9.00,86.73,-1.00,22.65,-10.00,0.00,67.46
12:30 - 12:45,12.53,87.69,-1.00,22.17,-8.00,0.00,75.17
12:45 - 13:00,43.37,88.65,-1.00,22.17,-8.00,0.00,43.37
13:00 - 13:15,68.42,80.95,-1.00,22.17,0.00,0.00,-53.00
13:15 - 13:30,69.39,72.27,-1.00,22.17,-8.00,0.00,-55.00
13:30 - 13:45,74.20,75.17,-1.00,21.20,-9.00,0.00,-46.00
13:45 - 14:00,85.77,85.77,-1.00,21.20,-11.00,0.00,9.64
14:00 - 14:15,86.74,86.73,-1.00,21.20,-11.00,0.00,41.44
14:15 - 14:30,75.17,81.92,-1.00,21.20,-9.00,0.00,55.89
14:30 - 14:45,34.69,79.99,-1.00,20.24,-8.00,0.00,82.88
14:45 - 15:00,29.87,74.20,-1.00,20.24,-6.00,0.00,99.27
15:00 - 15:15,66.49,49.15,-1.00,21.20,-7.00,0.00,56.86
15:15 - 15:30,90.59,43.37,-1.00,21.20,0.00,0.00,33.73
15:30 - 15:45,115.65,55.89,-1.00,21.20,0.00,0.00,0.00
15:45 - 16:00,129.14,53.00,-1.00,21.20,-7.00,0.00,0.00
16:00 - 16:15,78.06,25.06,-1.00,21.20,-7.00,0.00,-23.00
16:15 - 16:30,62.64,75.17,-1.00,21.20,-9.00,0.00,-12.00
16:30 - 16:45,37.58,53.01,-1.00,21.20,-11.00,0.00,-27.00
16:45 - 17:00,10.60,-16.00,-1.00,21.20,-15.00,0.00,-29.00
17:00 - 17:15,-9.00,33.73,-1.00,21.20,0.00,0.00,99.26
17:15 - 17:30,-54.00,86.73,-1.00,21.20,0.00,0.00,-15.00
17:30 - 17:45,121.43,151.30,-1.00,21.20,0.00,0.00,-82.00
17:45 - 18:00,85.77,159.01,-1.00,21.20,0.00,0.00,-145.00
18:00 - 18:15,27.95,164.79,-1.00,22.17,0.00,0.00,-170.00
18:15 - 18:30,0.00,157.08,-1.00,22.17,0.00,0.00,-195.00
18:30 - 18:45,0.00,109.26,-1.00,16.54,0.00,0.36,-185.00
18:45 - 19:00,55.33,150.87,-1.00,9.64,0.00,0.67,-172.00
19:00 - 19:15,32.08,85.01,-1.00,5.83,0.00,0.35,-170.00
19:15 - 19:30,13.76,78.54,-1.00,6.22,0.00,0.00,-175.00
19:30 - 19:45,0.00,96.08,-1.00,10.17,-7.00,1.83,-169.00
19:45 - 20:00,-42.00,99.51,-1.00,13.25,-10.00,2.44,-176.00
20:00 - 20:15,-71.00,57.64,-1.00,15.32,-14.00,4.15,-151.00
20:15 - 20:30,-57.00,50.02,-1.00,16.43,-18.00,1.91,-135.00
20:30 - 20:45,0.00,54.10,-1.00,16.32,-15.00,2.47,-122.00
20:45 - 21:00,0.00,63.54,-1.00,16.94,-15.00,1.27,-120.00
21:00 - 21:15,-11.00,108.01,-1.00,15.55,-14.00,0.61,-114.00
21:15 - 21:30,-19.00,90.05,-1.00,12.65,-15.00,3.20,-108.00
21:30 - 21:45,2.71,100.99,-1.00,11.53,-14.00,1.90,-108.00
21:45 - 22:00,-16.00,135.48,-1.00,11.47,-14.00,1.29,-96.00
22:00 - 22:15,195.32,123.91,-1.00,9.44,-15.00,0.00,-98.00
22:15 - 22:30,130.11,116.78,-1.00,8.53,-14.00,1.22,-98.00
22:30 - 22:45,44.48,70.68,-1.00,7.41,-15.00,1.19,-75.00
22:45 - 23:00,38.21,66.99,-1.00,7.44,-14.00,0.94,-70.00
23:00 - 23:15,36.89,107.64,-1.00,7.07,-14.00,0.70,-75.00
23:15 - 23:30,44.31,96.35,-1.00,7.22,-15.00,0.41,-75.00
23:30 - 23:45,37.19,188.81,-1.00,7.44,-15.00,0.00,-80.00
23:45 - 24:00,50.00,208.83,-1.00,8.23,-15.00,0.00,-75.00
