Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,188.58,19.24,10.58,-10.00,-30.00
00:15 - 00:30,158.75,14.43,10.58,-10.00,9.62
00:30 - 00:45,234.75,65.42,9.62,-10.00,3.85
00:45 - 01:00,283.83,46.18,9.62,-10.00,25.01
01:00 - 01:15,133.73,67.35,9.62,-10.00,43.29
01:15 - 01:30,141.43,74.08,9.62,-10.00,48.11
01:30 - 01:45,154.90,73.12,9.62,-10.00,43.29
01:45 - 02:00,151.05,56.76,8.66,-10.00,48.11
02:00 - 02:15,152.01,79.85,8.66,-10.00,50.03
02:15 - 02:30,163.55,77.93,8.66,-10.00,44.26
02:30 - 02:45,144.31,64.46,8.66,-10.00,16.36
02:45 - 03:00,187.61,67.35,8.66,-10.00,15.39
03:00 - 03:15,185.69,105.83,7.70,-10.00,38.48
03:15 - 03:30,186.65,91.40,7.70,-25.00,38.48
03:30 - 03:45,154.90,86.59,7.70,-25.00,33.67
03:45 - 04:00,135.66,84.66,7.70,-26.00,33.67
04:00 - 04:15,156.82,93.32,7.70,-14.00,26.94
04:15 - 04:30,143.34,94.29,7.70,-15.00,22.13
04:30 - 04:45,115.45,91.40,7.70,-14.00,20.20
04:45 - 05:00,99.09,96.21,7.70,-14.00,11.55
05:00 - 05:15,161.63,134.69,7.70,-15.00,18.28
05:15 - 05:30,160.67,134.69,7.70,-24.00,18.28
05:30 - 05:45,159.70,119.30,7.70,-26.00,7.70
05:45 - 06:00,143.35,109.68,7.70,-24.00,-5.00
06:00 - 06:15,207.82,43.29,16.36,-24.00,33.67
06:15 - 06:30,185.68,46.18,16.36,-26.00,8.66
06:30 - 06:45,162.60,52.92,15.87,-25.00,64.46
06:45 - 07:00,139.51,54.84,15.39,-25.00,35.60
07:00 - 07:15,139.51,42.33,15.39,0.00,15.39
07:15 - 07:30,151.06,25.01,15.39,0.00,17.32
07:30 - 07:45,204.92,7.70,14.43,-25.00,35.60
07:45 - 08:00,180.87,12.51,12.51,0.00,44.26
08:00 - 08:15,169.33,120.26,11.55,-2.30,76.97
08:15 - 08:30,151.05,104.87,9.62,-18.37,76.97
