Generator,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
Revision No,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCGT-Bawana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Schedule,1213.5360,1153.5360,1093.5360,1043.5360,1043.5360,1043.5360,1043.5360,1013.5360,973.5360,940.0000,893.5360,893.5360,893.5360,893.5360,843.5360,803.5360,803.5360,803.5360,853.5360,893.5360,893.5360,893.5360,893.5360,893.5360,893.5360,843.5360,803.5360,803.5360,803.5360,803.5360,750.0000,750.0000,750.0000,750.0000,750.0000,750.0000,744.8160,744.8160,420.0000,420.0000,740.0003,740.0003,740.0003,740.0003,740.0003,740.0003,740.0003,740.0003,740.0003,740.0003,760.0000,780.0000,780.0000,780.0000,780.0000,780.0000,751.0000,785.0000,792.0000,795.7540,940.0000,940.0000,940.0000,940.0000,894.3140,842.0000,915.7540,925.7540,885.7500,885.7540,811.5600,796.5600,760.0000,771.6300,823.6300,764.6300,740.0000,740.0000,740.0000,739.9999,775.6300,745.0000,745.0000,740.0000,740.0000,806.6300,862.6300,834.6300,940.0001,940.0000,940.0000,940.0000,940.0001,940.0000,940.0000,940.0000
DC Considered for Schedule,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1260.00,1260.00,1260.00,1260.00,1260.00,1260.00,1260.00,1260.00,1260.00,1260.00,1260.00,1260.00,1340.00,1260.00,1260.00,1260.00,1260.00,1260.00,1260.00,1260.00,1260.00,1260.00,1260.00,1260.00,1260.00,1260.00,1260.00,1260.00,1260.00,1260.00,1260.00,1260.00,960.00,960.00,960.00,960.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00
