Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,-39.00,-7.00,-1.00,15.90,0.00,-30.00
00:15 - 00:30,-44.00,-7.00,-1.00,13.99,0.00,-65.00
00:30 - 00:45,-55.00,0.00,-1.00,11.59,0.00,-100.00
00:45 - 01:00,-56.00,0.00,-1.00,11.59,0.00,-125.00
01:00 - 01:15,-47.00,0.00,-1.00,11.30,0.00,-150.00
01:15 - 01:30,-48.00,0.00,-1.00,10.92,0.00,-165.00
01:30 - 01:45,-62.00,0.00,-1.00,10.92,0.00,-140.00
01:45 - 02:00,-64.00,0.00,-1.00,10.83,0.00,-155.00
02:00 - 02:15,-74.00,0.00,-1.00,10.63,0.00,-150.00
02:15 - 02:30,-76.00,0.00,-1.00,10.63,0.00,-150.00
02:30 - 02:45,-65.00,0.00,-1.00,10.63,0.00,-150.00
02:45 - 03:00,-64.00,0.00,-1.00,10.63,0.00,-150.00
03:00 - 03:15,-60.00,0.00,-1.00,10.73,0.00,-140.00
03:15 - 03:30,-61.00,0.00,-1.00,10.73,0.00,-140.00
03:30 - 03:45,-52.00,0.00,-1.00,10.73,0.00,-140.00
03:45 - 04:00,-51.00,0.00,-1.00,11.02,0.00,-140.00
04:00 - 04:15,-38.00,0.00,-1.00,11.30,0.00,-130.00
04:15 - 04:30,-56.00,0.00,-1.00,11.98,0.00,-130.00
04:30 - 04:45,-27.00,-5.00,-1.00,12.55,0.00,-130.00
04:45 - 05:00,-22.00,-7.00,-1.00,12.55,0.00,-130.00
05:00 - 05:15,13.41,-5.00,-1.00,7.95,0.00,-145.00
05:15 - 05:30,21.08,-5.00,-1.00,10.73,0.00,-100.00
05:30 - 05:45,0.00,0.00,-1.00,11.78,0.00,-100.00
05:45 - 06:00,14.37,0.00,-1.00,13.99,0.00,-90.00
06:00 - 06:15,-197.00,-5.00,-1.00,16.96,0.00,-80.00
06:15 - 06:30,-172.00,-10.00,-1.00,20.41,0.00,-60.00
06:30 - 06:45,-146.00,-62.00,-1.00,23.18,0.00,-85.00
06:45 - 07:00,-134.00,-49.00,-1.00,23.66,0.00,-125.00
07:00 - 07:15,-87.00,-30.00,-1.00,25.58,0.00,-375.00
07:15 - 07:30,6.71,-6.00,-1.00,27.97,0.00,-425.00
07:30 - 07:45,16.29,-44.00,-1.00,26.82,0.67,-360.00
07:45 - 08:00,21.08,-19.00,-1.00,27.59,1.53,-285.00
08:00 - 08:15,-37.00,-11.00,-1.00,27.97,0.53,-190.00
08:15 - 08:30,13.59,-28.00,-1.00,22.03,0.68,-160.00
08:30 - 08:45,-67.00,-45.00,-1.00,22.66,1.17,-60.00
08:45 - 09:00,-61.00,-70.00,-1.00,22.59,0.34,60.49
09:00 - 09:15,-105.00,-73.00,-1.00,24.00,0.00,20.14
09:15 - 09:30,-168.00,-85.00,-1.00,26.57,0.00,0.00
09:30 - 09:45,-288.00,-118.00,-1.00,28.55,0.00,-70.00
09:45 - 10:00,-317.00,-107.00,-1.00,28.26,0.00,-150.00
10:00 - 10:15,-241.00,-125.00,0.00,27.11,0.00,-190.00
10:15 - 10:30,-272.00,-120.00,0.00,26.63,0.00,-190.00
10:30 - 10:45,-187.00,-170.00,0.00,25.20,3.54,-145.00
10:45 - 11:00,-158.00,-180.00,0.00,25.49,3.54,-140.00
11:00 - 11:15,-256.00,-207.00,0.00,22.32,0.00,-90.00
11:15 - 11:30,-187.00,-209.00,0.00,20.60,0.00,-90.00
11:30 - 11:45,-102.00,-205.00,0.00,23.95,0.00,-64.00
11:45 - 12:00,-108.00,-192.00,0.00,23.95,0.00,-70.00
12:00 - 12:15,0.00,-172.00,0.00,27.78,0.00,-130.00
12:15 - 12:30,0.00,-160.00,0.00,27.78,0.00,-110.00
