Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,64.32,-75.00,-1.50,9.79,-19.00,0.00,-45.00
00:15 - 00:30,70.08,-65.00,-1.50,9.60,-21.00,0.00,-10.00
00:30 - 00:45,22.08,-46.00,-1.50,9.60,-22.00,0.00,24.00
00:45 - 01:00,21.12,-56.00,-1.50,9.41,-23.00,0.00,33.60
01:00 - 01:15,6.72,-59.00,-1.50,9.31,-24.00,0.00,38.40
01:15 - 01:30,44.16,-73.00,-1.50,9.12,-25.00,0.00,38.40
01:30 - 01:45,6.72,-143.00,-1.50,8.93,-26.00,0.00,33.60
01:45 - 02:00,8.64,-147.00,-1.50,8.93,-26.00,0.00,33.60
02:00 - 02:15,-7.00,0.00,-1.50,8.93,-27.00,0.00,33.60
02:15 - 02:30,-11.00,0.00,-1.50,8.93,-29.00,0.00,33.60
02:30 - 02:45,-34.00,0.00,-1.50,8.93,-29.00,0.00,43.20
02:45 - 03:00,-34.00,0.00,-1.50,8.83,-29.00,0.00,45.12
03:00 - 03:15,0.00,29.76,-1.50,8.83,-29.00,0.00,18.24
03:15 - 03:30,0.00,32.64,-1.50,8.93,-28.00,0.00,17.28
03:30 - 03:45,-11.00,33.60,-1.50,8.93,-29.00,0.00,14.40
03:45 - 04:00,-11.00,35.52,-1.50,9.22,-28.00,0.00,14.40
04:00 - 04:15,-22.00,39.36,-1.50,9.60,-28.00,0.00,10.56
04:15 - 04:30,-24.00,-56.00,-1.50,9.79,-27.00,0.00,12.48
04:30 - 04:45,-24.00,-80.00,-1.50,10.56,-28.00,0.00,1.92
04:45 - 05:00,-72.00,-78.00,-1.50,11.42,-28.00,0.00,13.44
05:00 - 05:15,-18.00,-109.00,-1.50,12.38,-26.00,0.00,-45.00
05:15 - 05:30,14.40,-121.00,-1.50,15.07,-24.00,0.00,32.64
05:30 - 05:45,26.88,-88.00,-1.50,16.22,-24.00,0.00,-112.00
05:45 - 06:00,32.64,-89.00,-1.50,18.24,-22.00,0.00,-107.00
06:00 - 06:15,-112.00,-17.00,-1.50,19.68,-54.00,0.00,43.20
06:15 - 06:30,-81.00,-23.00,-1.50,19.64,-50.00,0.00,22.52
06:30 - 06:45,-127.00,-32.00,-1.50,22.40,-46.00,1.12,32.66
06:45 - 07:00,-82.00,-32.00,-1.50,18.16,-42.00,0.54,20.26
07:00 - 07:15,-50.00,-45.00,-1.50,24.83,-36.00,0.27,6.25
07:15 - 07:30,-73.00,-49.00,-1.50,25.62,-31.00,0.46,0.00
07:30 - 07:45,-126.00,-64.00,-1.50,27.65,-26.00,0.38,-15.00
07:45 - 08:00,-113.00,-64.00,-1.50,27.17,-20.00,0.00,-15.00
08:00 - 08:15,-223.00,-225.00,-1.50,25.54,0.00,0.00,-90.00
08:15 - 08:30,-168.00,-216.00,-1.50,24.77,0.00,0.00,-40.00
08:30 - 08:45,-51.00,-165.00,-1.50,24.48,0.00,0.00,-85.00
08:45 - 09:00,-43.00,-199.00,-1.50,23.33,0.00,0.00,-70.00
09:00 - 09:15,63.36,-134.00,-1.50,22.94,0.00,0.00,-50.00
09:15 - 09:30,0.00,-43.00,-1.50,22.46,0.00,0.00,-45.00
09:30 - 09:45,-19.00,-98.00,-1.50,21.70,0.00,0.00,-35.00
09:45 - 10:00,-59.00,-108.00,-1.50,21.41,0.00,0.00,-55.00
10:00 - 10:15,-59.00,-49.00,-1.00,21.12,0.00,0.00,-55.00
10:15 - 10:30,-63.00,-43.00,-1.00,20.93,0.00,0.00,-20.00
10:30 - 10:45,-58.00,-23.00,-1.00,20.64,0.00,0.00,-10.00
10:45 - 11:00,-61.00,-16.00,-1.00,20.35,0.00,0.00,5.76
11:00 - 11:15,-90.00,-23.00,-1.00,19.97,0.00,0.00,-17.00
11:15 - 11:30,-92.00,-28.00,-1.00,19.58,0.00,0.00,-23.00
11:30 - 11:45,-66.00,-9.00,-1.00,18.91,0.00,0.00,-8.00
11:45 - 12:00,-67.00,-21.00,-1.00,18.82,0.00,0.00,-18.00
12:00 - 12:15,-57.00,-8.00,-1.00,18.62,0.00,0.00,-13.00
12:15 - 12:30,-69.00,-7.00,-1.00,18.05,0.00,0.00,-6.00
12:30 - 12:45,16.32,0.00,-1.00,15.65,0.00,0.00,-12.00
12:45 - 13:00,-8.00,-20.00,-1.00,15.36,0.00,0.00,-21.00
13:00 - 13:15,0.00,14.40,-1.00,16.61,0.00,0.00,-2.00
13:15 - 13:30,0.00,14.40,-1.00,16.32,0.00,0.00,-128.00
13:30 - 13:45,-34.00,24.00,-1.00,15.65,0.00,0.00,-48.00
13:45 - 14:00,-32.00,7.68,-1.00,15.07,0.00,0.00,-8.00
14:00 - 14:15,60.48,52.80,-1.00,14.69,0.00,0.00,57.60
14:15 - 14:30,60.48,52.80,-1.00,14.40,0.00,0.00,57.60
14:30 - 14:45,61.44,59.52,-1.00,14.11,0.00,0.00,57.60
14:45 - 15:00,69.12,56.64,-1.00,12.48,0.00,0.00,57.60
15:00 - 15:15,0.00,39.36,-1.00,17.76,0.00,0.00,24.00
15:15 - 15:30,0.00,52.80,-1.00,18.72,0.00,0.00,21.12
15:30 - 15:45,0.00,76.80,-1.00,19.10,0.00,0.00,48.96
15:45 - 16:00,0.00,80.64,-1.00,19.20,0.00,0.00,66.24
16:00 - 16:15,1.92,9.60,-1.00,19.68,0.00,0.00,27.84
16:15 - 16:30,44.16,0.00,-1.00,19.68,0.00,0.10,-9.00
16:30 - 16:45,46.07,38.40,-1.00,19.97,0.00,0.10,-35.00
16:45 - 17:00,72.96,0.00,-1.00,20.16,0.00,0.00,48.00
17:00 - 17:15,52.80,-32.00,-1.00,20.64,0.00,0.00,21.12
17:15 - 17:30,57.60,-120.00,-1.00,20.64,0.00,0.00,-105.00
17:30 - 17:45,15.36,-50.00,-1.00,21.12,0.00,0.10,-108.00
17:45 - 18:00,-12.00,0.00,-1.00,21.12,0.00,0.00,-94.00
18:00 - 18:15,-23.00,0.00,-1.00,16.42,0.00,0.00,9.60
18:15 - 18:30,16.32,-12.00,-1.00,16.80,0.00,0.00,31.68
18:30 - 18:45,27.34,64.33,-1.00,14.87,0.00,2.09,24.12
18:45 - 19:00,37.44,43.60,-1.00,10.51,0.00,1.38,15.39
19:00 - 19:15,78.03,37.52,-1.00,7.69,0.00,0.86,37.52
19:15 - 19:30,76.61,36.84,-1.00,7.56,0.00,1.18,36.84
19:30 - 19:45,107.55,97.77,-1.00,14.31,0.00,2.24,38.41
19:45 - 20:00,121.92,110.40,-1.00,18.72,-14.00,3.65,52.80
20:00 - 20:15,151.68,59.52,-1.00,18.72,-19.00,0.00,52.80
20:15 - 20:30,119.04,31.68,-1.00,18.53,-23.00,0.00,57.60
20:30 - 20:45,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20:45 - 21:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
21:00 - 21:15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
21:15 - 21:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
