Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
15:00 - 15:15,71.21,-42.00,16.36,-17.00,0.00,30.79
15:15 - 15:30,101.04,-20.00,16.36,-17.00,0.00,47.15
15:30 - 15:45,95.26,19.25,16.36,-18.00,0.00,37.53
15:45 - 16:00,97.19,9.62,16.36,-21.00,0.00,46.19
16:00 - 16:15,42.35,0.00,18.28,-27.00,0.00,29.83
16:15 - 16:30,16.36,-10.00,18.28,-34.00,0.00,40.42
16:30 - 16:45,74.10,0.00,18.28,-43.00,0.00,24.06
16:45 - 17:00,85.65,0.00,18.28,-53.00,0.00,24.06
17:00 - 17:15,103.92,19.25,20.21,-65.00,0.00,-30.00
17:15 - 17:30,91.41,19.25,20.21,-75.00,0.00,-20.00
17:30 - 17:45,-24.00,0.00,20.21,-85.00,0.00,-5.00
17:45 - 18:00,-112.00,0.00,20.21,-71.00,0.00,33.68
18:00 - 18:15,27.91,0.00,21.17,-80.00,0.00,28.87
18:15 - 18:30,16.36,0.00,21.17,-78.00,0.00,9.62
18:30 - 18:45,-42.00,-11.00,22.13,-85.00,0.00,24.06
18:45 - 19:00,-15.00,-33.00,17.48,-84.00,0.31,18.99
19:00 - 19:15,-23.00,-17.00,7.79,-85.00,1.40,16.21
19:15 - 19:30,-12.00,0.00,5.70,-85.00,0.86,5.93
19:30 - 19:45,0.00,0.00,2.81,-85.00,0.63,8.78
19:45 - 20:00,0.00,0.00,2.94,-85.00,0.63,18.35
20:00 - 20:15,-65.00,-28.00,4.77,-85.00,0.81,51.84
20:15 - 20:30,-56.00,-35.00,6.27,-84.00,0.98,122.72
20:30 - 20:45,4.80,-23.00,8.31,-85.00,0.83,32.00
20:45 - 21:00,13.11,-25.00,9.74,-87.00,1.13,22.46
21:00 - 21:15,0.00,-32.00,14.24,-91.00,0.90,-5.00
21:15 - 21:30,0.00,-25.00,15.91,-93.00,1.39,-7.00
21:30 - 21:45,37.53,-30.00,24.06,-97.00,1.44,-5.00
21:45 - 22:00,62.55,-20.00,24.06,-97.00,0.96,-5.00
22:00 - 22:15,62.55,0.00,23.38,-99.00,1.35,0.00
22:15 - 22:30,76.02,0.00,23.38,-99.00,2.12,-10.00
22:30 - 22:45,53.31,14.81,18.00,-98.00,2.07,-15.00
22:45 - 23:00,50.28,11.65,16.97,-99.00,2.77,-25.00
23:00 - 23:15,34.20,11.01,13.50,-101.00,2.38,-14.00
23:15 - 23:30,33.13,13.25,13.43,-104.00,1.87,-9.00
23:30 - 23:45,44.24,18.97,14.10,-104.00,1.26,-11.00
23:45 - 24:00,35.76,19.86,14.77,-107.00,0.99,-8.00
