Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,119.33,19.25,10.10,-110.00,0.00,-72.00
00:15 - 00:30,116.44,-7.00,9.62,-111.00,0.00,-73.00
00:30 - 00:45,76.02,-15.00,9.62,-111.00,0.00,-86.00
00:45 - 01:00,47.15,-13.00,8.95,-111.00,0.00,-83.00
01:00 - 01:15,-46.00,19.25,8.95,-111.00,0.00,-27.00
01:15 - 01:30,-75.00,10.58,8.95,-111.00,0.00,-27.00
01:30 - 01:45,-86.00,14.43,8.95,-111.00,0.00,-9.00
01:45 - 02:00,-107.00,16.36,8.95,-120.00,0.00,-14.00
02:00 - 02:15,-124.00,-17.00,8.66,-118.00,0.00,9.62
02:15 - 02:30,-145.00,-22.00,8.66,-118.00,0.00,14.44
02:30 - 02:45,-180.00,0.00,8.66,-118.00,0.00,0.00
02:45 - 03:00,-202.00,0.00,8.66,-118.00,0.00,0.00
03:00 - 03:15,-159.00,0.00,8.66,-128.00,0.00,-8.00
03:15 - 03:30,-136.00,0.00,8.66,-129.00,0.00,-7.00
03:30 - 03:45,-135.00,0.00,8.66,-129.00,0.00,-12.00
03:45 - 04:00,12.51,0.00,8.66,-129.00,0.00,-4.00
04:00 - 04:15,0.00,0.00,7.70,-131.00,0.00,0.00
04:15 - 04:30,0.00,0.00,7.70,-132.00,0.00,0.00
04:30 - 04:45,-16.00,0.00,7.70,-131.00,0.00,9.62
04:45 - 05:00,-24.00,0.00,7.70,-132.00,0.00,9.62
05:00 - 05:15,-34.00,-10.00,8.66,-133.00,0.00,14.44
05:15 - 05:30,-43.00,-10.00,9.62,-135.00,0.00,14.44
05:30 - 05:45,-29.00,-12.00,11.64,-138.00,0.00,-18.00
05:45 - 06:00,-39.00,-5.00,12.60,-137.00,0.10,-11.00
06:00 - 06:15,-21.00,-5.00,12.61,-138.00,0.00,-20.00
06:15 - 06:30,-12.00,-5.00,13.57,-138.00,4.81,-20.00
06:30 - 06:45,-22.00,-18.00,13.57,-139.00,0.00,-23.00
06:45 - 07:00,-55.00,-22.00,13.57,-138.00,4.52,-15.00
07:00 - 07:15,-64.00,-25.00,13.57,-136.00,0.00,-138.00
07:15 - 07:30,-102.00,-60.00,14.53,-94.91,0.00,-100.00
07:30 - 07:45,-97.00,-32.00,14.53,-135.00,0.00,4.81
07:45 - 08:00,-101.00,-61.00,14.53,0.00,0.00,-85.00
08:00 - 08:15,-114.00,0.00,11.07,-131.00,0.00,-5.00
08:15 - 08:30,-147.00,20.21,12.03,-121.00,0.00,-13.00
08:30 - 08:45,-176.00,15.40,12.51,-118.00,0.00,-10.00
08:45 - 09:00,-204.00,13.47,13.47,-102.00,0.00,-10.00
09:00 - 09:15,-157.00,0.00,11.55,-88.00,0.00,-18.00
09:15 - 09:30,-164.00,11.55,11.55,-75.00,0.00,-18.00
09:30 - 09:45,-177.00,-6.00,11.93,-62.00,0.00,-5.00
09:45 - 10:00,-175.00,-72.00,13.47,-52.00,0.00,24.06
10:00 - 10:15,-157.00,-89.00,12.41,-43.00,0.00,21.17
10:15 - 10:30,-136.00,-95.00,12.41,-37.00,0.00,48.12
10:30 - 10:45,-103.00,-106.00,12.41,-34.00,0.00,17.33
10:45 - 11:00,-89.00,-107.00,12.41,-32.00,0.00,25.99
11:00 - 11:15,-103.00,-42.00,12.99,-29.00,0.00,54.85
11:15 - 11:30,-117.00,-88.00,12.99,-29.00,0.00,51.97
11:30 - 11:45,-55.00,-85.00,12.99,-29.00,0.00,12.51
11:45 - 12:00,-53.00,-76.00,12.51,-29.00,0.00,-6.00
12:00 - 12:15,-81.00,-72.00,15.40,-25.00,0.00,83.72
12:15 - 12:30,-90.00,-70.00,15.40,-22.00,0.00,83.72
12:30 - 12:45,-92.00,-70.00,15.40,-22.00,0.00,94.30
12:45 - 13:00,-102.00,-70.00,15.40,-23.00,0.00,67.36
13:00 - 13:15,-111.00,-84.00,15.40,-22.00,0.00,-4.00
13:15 - 13:30,-114.00,-91.00,15.40,-23.00,0.00,-1.00
13:30 - 13:45,-85.00,-89.00,15.40,-23.00,0.00,-15.00
13:45 - 14:00,-93.00,-68.00,15.40,-25.00,0.00,4.81
14:00 - 14:15,-90.00,-65.00,16.36,-24.00,0.00,1.92
14:15 - 14:30,-95.00,-56.00,16.36,-22.00,0.00,-27.00
14:30 - 14:45,-47.00,-28.00,16.36,-19.00,0.00,3.85
14:45 - 15:00,-11.00,-30.00,16.36,-17.00,0.00,13.47
