Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Pragati_CCGT_III,Tata_Power_Delhi_Distribution_Limited
15:45 - 16:00,149.98,163.44,0.00,0.00,0.00,0.00,14.42
16:00 - 16:15,74.03,137.48,0.00,-16.00,0.00,0.00,-37.00
16:15 - 16:30,64.41,127.87,0.00,-24.00,0.00,0.00,-65.00
16:30 - 16:45,26.92,144.21,0.00,-27.00,0.00,0.00,-65.00
16:45 - 17:00,0.00,149.02,0.00,-29.00,0.00,0.00,-13.00
17:00 - 17:15,10.58,154.78,9.61,-34.00,0.00,0.00,-70.00
17:15 - 17:30,0.00,157.67,9.61,-29.00,0.00,0.00,-30.00
17:30 - 17:45,52.88,128.82,5.77,-26.00,0.00,0.00,-32.00
17:45 - 18:00,-25.00,91.33,5.77,-28.00,0.00,0.00,-33.00
18:00 - 18:15,12.50,94.22,4.81,-12.00,0.00,0.00,2.88
18:15 - 18:30,0.00,96.14,7.69,-9.00,0.00,0.00,-65.00
18:30 - 18:45,7.69,78.84,9.61,-15.00,0.00,0.00,-20.00
18:45 - 19:00,-49.00,48.07,10.58,-14.00,0.00,0.00,-30.00
19:00 - 19:15,-86.00,70.70,12.53,-16.00,0.00,-19.00,-55.00
19:15 - 19:30,-93.00,40.65,9.48,-22.00,0.00,-19.00,-69.00
19:30 - 19:45,-135.00,20.26,5.79,-22.00,0.00,-19.00,-90.00
19:45 - 20:00,-97.00,14.86,5.48,-22.00,0.00,-19.00,-90.00
20:00 - 20:15,-64.00,-24.00,5.60,-22.00,5.61,-7.20,-110.00
20:15 - 20:30,-28.00,-40.00,4.83,-23.00,3.22,-7.20,-120.00
20:30 - 20:45,0.98,-34.00,7.38,-23.00,7.39,0.00,-142.00
20:45 - 21:00,5.17,-39.00,7.06,-24.00,4.70,0.00,-142.00
21:00 - 21:15,5.20,-47.00,5.57,-23.00,5.56,0.00,-134.00
21:15 - 21:30,45.39,-42.00,4.93,-20.00,4.93,0.00,-119.00
21:30 - 21:45,83.56,-32.00,4.38,-19.00,3.51,0.00,-115.00
21:45 - 22:00,111.53,-29.00,4.81,-24.00,3.85,0.00,-115.00
22:00 - 22:15,66.46,-33.00,3.45,-23.00,2.76,0.00,-108.00
22:15 - 22:30,70.14,-27.00,3.27,-24.00,2.81,0.00,-100.00
22:30 - 22:45,20.11,-18.00,3.10,-24.00,2.21,-11.80,-90.00
22:45 - 23:00,21.47,0.00,2.86,0.00,2.05,-11.80,-90.00
23:00 - 23:15,163.47,-18.00,3.83,0.00,2.94,0.00,-130.00
23:15 - 23:30,154.84,-12.00,4.15,0.00,3.19,0.00,-130.00
23:30 - 23:45,79.13,-8.00,4.46,0.00,3.71,0.00,-145.00
23:45 - 24:00,86.91,-18.00,4.89,0.00,4.08,0.00,-145.00
