Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Pragati_CCGT_III,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,-58.00,33.65,9.61,-29.00,0.00,0.00,-126.00
00:15 - 00:30,-114.00,38.46,9.61,-29.00,0.00,0.00,-44.00
00:30 - 00:45,-179.00,28.85,9.61,-29.00,0.00,0.00,-48.00
00:45 - 01:00,-193.00,45.19,8.65,-28.00,0.00,0.00,13.46
01:00 - 01:15,-199.00,-52.00,8.65,-28.00,0.00,0.00,4.81
01:15 - 01:30,-192.00,-50.00,7.69,-28.00,0.00,0.00,-30.00
01:30 - 01:45,-219.00,-20.00,7.69,-38.00,0.00,0.00,18.27
01:45 - 02:00,-157.00,0.00,6.73,-38.00,0.00,0.00,-36.00
02:00 - 02:15,-114.00,0.00,6.73,-39.00,0.00,0.00,-55.00
02:15 - 02:30,-67.00,0.00,6.73,-39.00,0.00,0.00,-55.00
02:30 - 02:45,-66.00,0.00,6.73,-39.00,0.00,0.00,-50.00
02:45 - 03:00,-18.00,0.00,5.77,-40.00,0.00,0.00,-50.00
03:00 - 03:15,80.75,19.23,5.77,-39.00,0.00,0.00,-55.00
03:15 - 03:30,54.80,25.96,5.77,-39.00,0.00,0.00,-46.00
03:30 - 03:45,0.00,9.61,5.77,-39.00,0.00,0.00,-48.00
03:45 - 04:00,0.00,9.61,5.77,-39.00,0.00,0.00,-50.00
04:00 - 04:15,-50.00,0.00,5.77,-39.00,0.00,0.00,-30.00
04:15 - 04:30,-50.00,0.00,5.77,-39.00,0.00,0.00,-40.00
04:30 - 04:45,-68.00,-20.00,5.77,-39.00,0.00,0.00,-55.00
04:45 - 05:00,-48.00,-20.00,5.77,-39.00,0.00,0.00,-65.00
05:00 - 05:15,31.72,-40.00,5.77,-39.00,0.00,0.00,-30.00
05:15 - 05:30,9.61,-45.00,5.77,-39.00,0.00,0.00,-30.00
05:30 - 05:45,66.34,-60.00,7.69,-39.00,0.00,0.00,-30.00
05:45 - 06:00,12.50,-60.00,7.69,-39.00,0.00,0.00,-30.00
06:00 - 06:15,181.71,-30.00,7.69,-39.00,0.00,0.00,-27.00
06:15 - 06:30,176.90,-50.00,7.69,-39.00,0.00,0.00,-16.00
06:30 - 06:45,53.84,-110.00,7.69,-39.00,0.00,0.00,0.00
06:45 - 07:00,15.38,-107.00,7.69,-38.00,0.00,0.00,0.00
07:00 - 07:15,-278.00,-108.00,7.69,-38.00,0.00,0.00,13.46
07:15 - 07:30,-194.00,-68.00,7.69,-38.00,0.00,0.00,10.58
07:30 - 07:45,-59.00,-16.00,7.69,-38.00,0.00,0.00,19.23
07:45 - 08:00,-45.00,-13.00,7.69,-37.00,0.00,0.00,-60.00
08:00 - 08:15,-38.00,-26.00,0.00,-29.00,0.00,0.00,-48.00
08:15 - 08:30,-24.00,-26.00,-3.00,-28.00,0.00,0.00,-58.00
08:30 - 08:45,10.58,-58.00,-2.00,-27.00,0.00,0.00,-60.00
08:45 - 09:00,5.77,14.42,-1.00,-25.00,0.00,0.00,-65.00
09:00 - 09:15,-25.00,36.53,-2.00,-24.00,0.00,0.00,-77.00
09:15 - 09:30,0.00,52.88,-3.00,-23.00,0.00,0.00,-75.00
09:30 - 09:45,80.75,4.81,-1.00,-14.00,0.00,0.00,-60.00
09:45 - 10:00,111.53,9.61,-1.00,0.00,0.00,0.00,-60.00
10:00 - 10:15,91.33,52.88,-1.00,0.00,0.00,0.00,-65.00
10:15 - 10:30,121.14,81.72,0.00,0.00,0.00,0.00,-65.00
10:30 - 10:45,132.67,100.95,-4.00,0.00,0.00,0.00,-40.00
10:45 - 11:00,149.01,120.18,-6.00,0.00,0.00,0.00,-30.00
11:00 - 11:15,119.21,149.02,-7.00,0.00,0.00,0.00,-49.00
11:15 - 11:30,152.86,163.44,-8.00,0.00,0.00,0.00,-38.00
11:30 - 11:45,208.62,197.09,-9.00,0.00,0.00,0.00,-12.00
11:45 - 12:00,213.43,206.70,-9.00,0.00,0.00,0.00,-7.00
12:00 - 12:15,204.78,245.15,-12.00,0.00,0.00,0.00,4.81
12:15 - 12:30,146.13,259.58,-12.50,0.00,0.00,0.00,9.61
12:30 - 12:45,138.44,240.35,-13.00,0.00,0.00,0.00,14.42
12:45 - 13:00,128.83,240.35,-13.50,0.00,0.00,0.00,9.61
13:00 - 13:15,74.99,228.81,-2.00,0.00,0.00,0.00,-56.00
13:15 - 13:30,73.07,225.93,-2.00,0.00,0.00,0.00,-63.00
13:30 - 13:45,110.56,240.35,-3.00,0.00,0.00,0.00,5.77
13:45 - 14:00,110.56,253.81,-3.00,0.00,0.00,0.00,57.68
14:00 - 14:15,91.33,274.01,2.88,0.00,0.00,0.00,-32.00
14:15 - 14:30,134.60,301.88,2.88,0.00,0.00,0.00,2.88
14:30 - 14:45,117.29,286.50,1.92,0.00,0.00,0.00,33.65
14:45 - 15:00,145.17,282.65,1.92,0.00,0.00,0.00,52.88
15:00 - 15:15,174.97,281.70,0.00,0.00,0.00,0.00,43.26
15:15 - 15:30,157.67,284.57,0.00,0.00,0.00,0.00,47.11
15:30 - 15:45,164.40,204.78,0.00,0.00,0.00,0.00,9.61
