Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Pragati_CCGT_III,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,-20.00,-39.00,7.87,0.00,0.00,-14.30,-182.00
00:15 - 00:30,43.24,-50.00,7.82,0.00,0.00,-14.30,-79.00
00:30 - 00:45,36.25,-26.00,7.78,-55.00,0.00,-14.30,-73.00
00:45 - 01:00,27.40,-25.00,7.83,-56.00,0.00,-14.30,-67.00
01:00 - 01:15,0.00,-96.00,9.61,-56.00,0.00,0.00,-156.00
01:15 - 01:30,-266.00,-114.00,9.61,-56.00,0.00,0.00,-214.00
01:30 - 01:45,-133.00,-105.00,8.65,-57.00,0.00,0.00,-155.00
01:45 - 02:00,-245.00,-72.00,8.65,-56.00,0.00,0.00,-151.00
02:00 - 02:15,-218.00,-30.00,8.17,-58.00,0.00,0.00,-164.00
02:15 - 02:30,-189.00,-28.00,8.17,-58.00,0.00,0.00,-164.00
02:30 - 02:45,-142.00,0.00,7.98,-59.00,0.00,0.00,-158.00
02:45 - 03:00,-175.00,0.00,7.69,-61.00,0.00,0.00,-147.00
03:00 - 03:15,103.80,38.44,7.69,-63.00,0.00,0.00,-93.00
03:15 - 03:30,66.32,26.91,7.40,-63.00,0.00,0.00,-87.00
03:30 - 03:45,59.59,-47.00,7.21,-62.00,0.00,0.00,-57.00
03:45 - 04:00,60.55,-51.00,7.02,-62.00,0.00,0.00,-49.00
04:00 - 04:15,17.30,-21.00,6.63,-62.00,0.00,0.00,-70.00
04:15 - 04:30,0.00,-30.00,6.34,-62.00,0.00,0.00,-62.00
04:30 - 04:45,54.79,-25.00,6.34,-62.00,0.00,0.00,-68.00
04:45 - 05:00,43.25,-21.00,6.34,-62.00,0.00,0.00,-62.00
05:00 - 05:15,79.77,-56.00,7.02,-47.00,0.00,0.00,-62.00
05:15 - 05:30,68.23,-89.00,7.40,-46.00,0.10,0.00,-58.00
05:30 - 05:45,31.71,-110.00,7.69,-46.00,0.10,0.00,-73.00
05:45 - 06:00,0.00,-100.00,7.40,-46.00,0.00,0.00,-66.00
06:00 - 06:15,13.45,-72.00,8.46,-46.00,0.00,0.00,-67.00
06:15 - 06:30,-31.00,-97.00,9.13,-44.00,0.00,0.00,-40.00
06:30 - 06:45,74.01,-100.00,9.61,-44.00,0.00,0.00,-32.00
06:45 - 07:00,90.34,-60.00,10.09,-44.00,0.00,0.00,-20.00
07:00 - 07:15,31.72,-7.00,10.57,-43.00,0.00,0.00,-4.00
07:15 - 07:30,0.00,-7.00,10.57,-44.00,0.00,0.00,-12.00
07:30 - 07:45,0.00,9.61,10.57,-42.00,0.00,0.00,-20.00
07:45 - 08:00,0.00,4.81,10.57,-37.00,0.00,0.00,-83.00
08:00 - 08:15,48.05,14.42,1.44,-34.00,0.00,0.00,-81.00
08:15 - 08:30,41.33,19.22,0.00,-18.00,0.00,0.00,-31.00
08:30 - 08:45,84.58,19.22,3.84,0.00,0.00,0.00,14.42
08:45 - 09:00,70.17,19.22,4.32,0.00,0.00,0.00,21.14
09:00 - 09:15,142.24,86.50,5.48,0.00,0.00,0.00,19.22
09:15 - 09:30,121.10,57.67,5.48,0.00,0.00,0.00,29.79
09:30 - 09:45,192.22,71.12,6.34,0.00,0.00,0.00,77.85
09:45 - 10:00,222.02,74.00,6.44,0.00,0.00,0.00,75.93
10:00 - 10:15,192.21,97.07,6.54,0.00,0.00,0.00,68.24
10:15 - 10:30,200.87,108.60,6.63,0.00,0.00,0.00,74.97
10:30 - 10:45,149.93,113.41,2.88,0.00,0.00,0.00,100.92
10:45 - 11:00,151.85,120.14,1.92,0.00,0.00,0.00,96.11
11:00 - 11:15,199.91,83.62,0.48,0.00,0.00,0.00,96.11
11:15 - 11:30,188.37,102.84,-1.00,0.00,0.00,0.00,67.28
11:30 - 11:45,-114.00,112.45,-1.00,0.00,0.00,0.00,76.89
11:45 - 12:00,-116.00,122.06,-2.50,0.00,0.00,0.00,76.89
12:00 - 12:15,106.68,94.19,-3.80,0.00,0.00,0.00,96.11
12:15 - 12:30,151.86,102.84,-4.00,0.00,0.00,0.00,91.30
12:30 - 12:45,105.71,100.92,-4.40,0.00,0.00,0.00,76.89
12:45 - 13:00,100.92,102.83,-4.20,0.00,0.00,0.00,76.89
13:00 - 13:15,90.34,103.80,5.77,0.00,0.00,0.00,43.25
13:15 - 13:30,96.11,111.48,5.77,0.00,0.00,0.00,43.25
13:30 - 13:45,26.91,75.93,5.48,0.00,0.00,0.00,-10.00
13:45 - 14:00,46.13,89.39,5.57,0.00,0.00,0.00,-25.00
14:00 - 14:15,46.13,117.25,4.81,0.00,0.00,0.00,-90.00
14:15 - 14:30,61.51,136.47,4.81,0.00,0.00,0.00,-90.00
14:30 - 14:45,88.42,139.36,4.81,0.00,0.00,0.00,-90.00
14:45 - 15:00,123.98,150.89,4.81,0.00,0.00,0.00,-100.00
15:00 - 15:15,153.77,109.57,-1.00,0.00,0.00,0.00,-75.00
15:15 - 15:30,137.44,117.25,-1.00,0.00,0.00,0.00,-75.00
15:30 - 15:45,116.29,97.07,-1.00,0.00,0.00,0.00,-80.00
15:45 - 16:00,134.55,95.15,-1.00,0.00,0.00,0.00,-85.00
16:00 - 16:15,78.81,44.21,-1.50,0.00,0.00,0.00,-50.00
16:15 - 16:30,60.55,18.26,-2.00,0.00,0.00,0.00,-55.00
16:30 - 16:45,84.58,-23.00,-2.00,0.00,0.00,0.00,-60.00
16:45 - 17:00,100.92,-18.00,-2.50,0.00,0.00,0.00,-60.00
17:00 - 17:15,105.72,0.00,7.69,-18.00,0.00,0.00,-70.00
17:15 - 17:30,110.52,0.00,6.73,-18.00,0.00,0.00,-65.00
17:30 - 17:45,146.08,0.00,5.77,-18.00,0.00,0.00,-45.00
17:45 - 18:00,87.46,0.00,4.81,-28.00,0.00,0.00,-40.00
18:00 - 18:15,60.56,19.22,2.59,-36.00,0.00,0.00,-15.00
18:15 - 18:30,71.12,19.22,4.81,-47.00,0.00,0.00,-15.00
18:30 - 18:45,74.00,43.25,6.73,-58.00,0.00,0.00,19.22
18:45 - 19:00,48.06,48.06,8.65,-67.00,0.00,0.00,96.10
19:00 - 19:15,79.77,19.22,11.53,-63.00,0.00,0.00,124.95
19:15 - 19:30,113.41,10.57,11.53,-72.00,0.00,0.00,67.28
19:30 - 19:45,75.52,19.59,11.19,-76.00,0.28,-7.80,65.28
19:45 - 20:00,62.78,15.69,9.72,-82.00,0.08,0.00,52.31
20:00 - 20:15,90.82,3.95,7.33,-81.00,0.34,0.00,45.12
20:15 - 20:30,95.52,5.06,6.57,-79.00,0.00,0.00,45.49
20:30 - 20:45,135.39,0.00,5.10,-83.00,0.08,0.00,54.55
20:45 - 21:00,154.97,0.00,5.00,-83.00,0.08,0.00,50.77
21:00 - 21:15,121.06,0.00,4.08,-81.00,0.07,0.00,25.08
21:15 - 21:30,153.28,0.00,3.95,-82.00,0.21,0.00,13.66
21:30 - 21:45,238.91,-5.00,3.77,-81.00,0.00,0.00,14.54
21:45 - 22:00,254.25,-15.00,3.70,-82.00,0.00,0.00,21.12
22:00 - 22:15,234.94,-15.00,2.96,-80.00,0.00,0.00,3.17
22:15 - 22:30,219.94,-15.00,2.74,-81.00,0.08,0.00,2.93
22:30 - 22:45,292.99,-10.00,2.59,-79.00,0.00,0.00,-20.00
22:45 - 23:00,231.32,0.00,2.79,-71.00,0.02,0.00,-30.00
23:00 - 23:15,146.02,18.39,2.84,-77.00,0.00,0.00,-5.00
23:15 - 23:30,204.72,20.16,3.09,-72.00,0.00,0.00,-5.00
23:30 - 23:45,247.59,11.51,3.45,-58.00,0.00,0.00,-50.00
23:45 - 24:00,201.15,7.79,3.74,-58.00,0.00,0.00,-50.00
