Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,72.03,9.60,-2.20,7.78,0.00,-14.00
00:15 - 00:30,54.75,9.60,-2.20,7.49,0.00,-2.00
00:30 - 00:45,79.71,4.80,-2.20,7.40,0.00,-20.00
00:45 - 01:00,77.80,4.80,-2.20,7.20,0.00,-27.00
01:00 - 01:15,67.23,0.00,-2.20,7.01,0.00,-18.00
01:15 - 01:30,54.74,0.00,-2.20,7.01,0.00,-26.00
01:30 - 01:45,31.69,0.00,-2.20,7.01,0.00,-14.00
01:45 - 02:00,58.59,0.00,-2.20,7.01,0.00,-18.00
02:00 - 02:15,58.59,0.00,-2.20,7.01,0.00,-10.00
02:15 - 02:30,60.51,0.00,-2.20,6.91,0.00,-17.00
02:30 - 02:45,67.23,0.00,-2.20,6.91,0.00,-18.00
02:45 - 03:00,29.78,0.00,-2.20,6.91,0.00,-25.00
03:00 - 03:15,15.37,0.00,-2.20,6.91,0.00,-11.00
03:15 - 03:30,13.45,0.00,-2.20,6.91,0.00,-14.00
03:30 - 03:45,14.41,0.00,-2.20,6.91,0.00,-15.00
03:45 - 04:00,17.29,0.00,-2.20,6.91,0.00,-18.00
04:00 - 04:15,29.78,0.00,-2.20,7.20,0.00,-19.00
04:15 - 04:30,46.10,0.00,-2.20,7.78,0.00,-30.00
04:30 - 04:45,57.62,0.00,-2.20,8.07,0.00,0.00
04:45 - 05:00,68.19,0.00,-2.20,9.03,0.00,3.84
05:00 - 05:15,9.60,-9.00,-2.20,10.38,0.00,-8.00
05:15 - 05:30,29.77,-9.00,-2.20,12.97,0.00,-17.00
05:30 - 05:45,62.42,-27.00,-2.20,14.89,0.00,-3.00
05:45 - 06:00,54.74,-28.00,-2.20,15.37,0.00,10.56
06:00 - 06:15,-24.00,0.00,-2.20,17.29,0.00,-3.00
06:15 - 06:30,-24.00,0.00,-2.20,17.96,0.00,19.21
06:30 - 06:45,30.73,-51.00,-2.20,18.73,0.00,-3.00
06:45 - 07:00,48.02,-45.00,-2.20,19.88,0.00,-52.00
07:00 - 07:15,50.90,-103.00,-2.20,20.94,0.00,-116.00
07:15 - 07:30,72.03,-155.00,-2.20,21.90,0.00,-119.00
07:30 - 07:45,9.60,-202.00,-2.20,22.57,0.00,-100.00
07:45 - 08:00,9.60,-205.00,-2.20,23.34,0.00,-76.00
08:00 - 08:15,29.77,-250.00,-2.20,23.82,0.00,-59.00
08:15 - 08:30,34.57,-195.00,-2.20,24.11,0.00,-45.00
08:30 - 08:45,71.07,-162.00,-2.20,24.01,0.00,-37.00
08:45 - 09:00,81.63,-107.00,-2.20,23.82,0.00,-19.00
09:00 - 09:15,119.09,-44.00,-1.20,19.88,0.00,24.01
09:15 - 09:30,112.36,-32.00,-1.20,19.69,0.00,16.33
09:30 - 09:45,84.52,29.77,-1.20,19.40,0.00,-38.00
09:45 - 10:00,51.86,4.80,-1.20,19.40,0.00,-47.00
10:00 - 10:15,41.29,-49.00,-1.20,18.25,0.00,-56.00
10:15 - 10:30,55.71,-38.00,-1.20,17.86,0.00,-43.00
10:30 - 10:45,41.30,-26.00,-1.20,17.67,0.00,-60.00
10:45 - 11:00,35.53,0.00,-1.20,17.10,0.00,-60.00
11:00 - 11:15,32.66,-31.00,-1.20,14.69,0.00,-15.00
11:15 - 11:30,35.53,-37.00,-1.20,14.31,0.00,0.00
11:30 - 11:45,79.71,-13.00,-1.20,13.93,0.00,-10.00
11:45 - 12:00,86.43,-30.00,-1.20,13.64,0.00,-15.00
12:00 - 12:15,57.63,0.00,-0.30,10.56,0.00,43.22
12:15 - 12:30,60.51,-9.00,-0.30,9.60,0.00,52.82
12:30 - 12:45,43.22,-12.00,-0.30,9.60,0.00,43.22
12:45 - 13:00,33.61,-12.00,-0.30,9.12,0.00,43.23
13:00 - 13:15,0.00,-40.00,-0.30,9.60,0.00,33.62
13:15 - 13:30,-34.00,-50.00,-0.30,9.60,0.00,28.82
13:30 - 13:45,-34.00,-52.00,-0.30,4.80,0.00,38.42
13:45 - 14:00,-27.00,-68.00,-0.30,4.80,0.00,43.22
14:00 - 14:15,-17.00,-87.00,-0.30,4.80,0.00,43.22
14:15 - 14:30,-22.00,-85.00,-0.30,4.80,0.00,52.82
14:30 - 14:45,-45.00,-25.00,-0.30,4.80,0.00,52.82
14:45 - 15:00,-30.00,-26.00,-0.30,4.80,0.00,52.82
15:00 - 15:15,-36.00,-102.00,-0.30,4.80,0.00,48.02
15:15 - 15:30,-37.00,-119.00,-0.30,4.80,0.00,48.02
15:30 - 15:45,-32.00,-141.00,-0.30,5.76,0.00,19.21
15:45 - 16:00,-20.00,-70.00,-0.30,5.76,0.00,0.00
16:00 - 16:15,0.00,-94.00,-0.30,8.64,0.00,-20.00
16:15 - 16:30,0.00,-145.00,-0.30,8.64,0.00,19.21
16:30 - 16:45,0.00,-153.00,-0.30,7.43,0.00,16.53
16:45 - 17:00,0.00,-154.00,-0.30,4.82,0.00,101.83
17:00 - 17:15,13.74,-140.00,-0.30,3.36,0.21,220.48
17:15 - 17:30,28.65,-139.00,-0.30,2.89,0.80,240.75
17:30 - 17:45,6.80,-146.00,-0.30,2.21,0.85,170.11
17:45 - 18:00,20.61,-157.00,-0.30,2.24,0.52,171.78
18:00 - 18:15,5.00,-33.00,-0.30,2.24,0.93,172.48
18:15 - 18:30,7.81,-47.00,-0.30,2.30,0.53,177.48
18:30 - 18:45,44.38,-47.00,-0.30,5.71,0.70,439.41
18:45 - 19:00,-45.00,-57.00,-0.30,9.13,0.00,544.51
19:00 - 19:15,42.27,-79.00,-0.30,11.52,0.00,30.73
19:15 - 19:30,41.30,-58.00,-0.30,11.52,0.00,38.42
19:30 - 19:45,35.53,-30.00,-0.30,14.41,0.00,54.74
19:45 - 20:00,33.61,0.00,-0.30,14.31,0.00,63.39
20:00 - 20:15,34.57,52.82,-0.30,13.83,0.00,76.84
20:15 - 20:30,31.69,68.19,-0.30,13.54,0.00,80.68
20:30 - 20:45,6.72,56.66,-0.30,13.83,0.00,70.12
20:45 - 21:00,-29.00,46.10,-0.30,13.35,0.00,19.21
21:00 - 21:15,-12.00,52.82,-0.30,12.97,0.00,55.70
21:15 - 21:30,5.76,49.94,-0.30,12.29,0.00,58.59
21:30 - 21:45,-13.00,38.42,-0.30,11.62,0.00,48.98
21:45 - 22:00,31.69,32.65,-0.30,11.24,0.00,48.02
22:00 - 22:15,54.74,75.87,-2.20,10.56,0.00,38.42
22:15 - 22:30,61.46,60.51,-2.20,9.80,0.00,45.14
22:30 - 22:45,110.45,48.02,-2.20,9.60,0.00,42.26
22:45 - 23:00,106.61,46.10,-2.20,8.93,0.00,48.98
23:00 - 23:15,97.95,52.82,-2.20,8.36,0.00,38.42
23:15 - 23:30,96.99,44.18,-2.20,8.07,0.00,38.42
23:30 - 23:45,69.16,32.65,-2.20,7.78,0.00,33.61
23:45 - 24:00,64.35,18.25,-2.20,7.49,0.00,33.61
