Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
17:45 - 18:00,-53.00,-55.00,0.00,10.53,0.00,1.37,-145.00
18:00 - 18:15,-38.00,32.42,0.00,1.55,0.00,0.76,-110.00
18:15 - 18:30,2.41,31.37,0.00,1.44,0.00,0.43,-102.00
18:30 - 18:45,0.92,71.33,0.00,1.33,0.00,0.36,-85.00
18:45 - 19:00,-18.00,59.48,0.00,1.11,0.00,0.27,-66.00
19:00 - 19:15,-38.00,63.53,0.00,1.27,0.00,0.45,-92.00
19:15 - 19:30,-47.00,50.06,0.00,1.30,0.00,0.25,-102.00
19:30 - 19:45,-15.00,65.19,0.00,5.22,0.00,1.78,-126.00
19:45 - 20:00,-47.00,57.35,0.00,11.47,0.00,4.40,-168.00
20:00 - 20:15,26.77,10.51,0.00,11.47,0.00,0.00,-156.00
20:15 - 20:30,61.18,20.07,0.00,11.47,0.00,0.00,-151.00
20:30 - 20:45,85.07,30.59,-0.50,21.99,0.00,0.00,-4.00
20:45 - 21:00,86.98,35.37,-0.50,21.99,0.00,0.00,45.88
21:00 - 21:15,69.78,38.24,-0.50,21.03,0.00,0.00,52.57
21:15 - 21:30,88.89,0.00,-0.50,21.03,0.00,0.00,43.02
21:30 - 21:45,124.27,0.00,-0.50,20.07,0.00,0.00,-60.00
21:45 - 22:00,53.53,0.00,-0.50,20.07,0.00,0.00,-69.00
22:00 - 22:15,9.56,0.00,-0.50,17.78,0.00,0.00,-48.00
22:15 - 22:30,18.16,0.00,-0.50,15.39,0.00,0.00,-49.00
22:30 - 22:45,52.57,71.70,-0.50,13.00,0.00,0.00,-113.00
22:45 - 23:00,44.93,65.00,-0.50,11.95,0.00,0.00,-127.00
23:00 - 23:15,44.93,0.00,-0.50,11.18,0.00,0.00,-81.00
23:15 - 23:30,87.94,0.00,-0.50,9.75,0.00,0.00,-83.00
23:30 - 23:45,85.06,0.00,-0.50,8.51,0.00,0.00,-109.00
23:45 - 24:00,76.47,0.00,-0.50,7.46,0.00,0.00,-109.00
