timeslot,revisionno,discomcode,BTPS,PRAGATI,RPH,DADRI_T,GT_OC,CSGS,GT_RLNG,PRG_RLNG,DVC,GT_LF,GT_CC,PRG_G_CC,GT_RLG_C,GT_LF_CC,PG_RLG_C,REGULATE,MTPS6,JHAJJAR,NJPC,CCGT_OC,CCGT_CC,CCGT_RCC,CCGT_ROC,CLPJHAJR,MEJIA7,MAITHON,SECI,RITHL_CC,RITHL_OC,RITHL_RC,RITHL_RO,NHPC,DADRI_T2,ANTA_GF,AURY_GF,FARAKKA,RIHAND1,RIHAND2,RIHAND3,SASAN,SNGRAULI,UNCHHAR1,UNCHHAR2,UNCHHAR3,KAHLGAN1,KAHLGAN2,DADRI_GF,ANTA_RF,AURY_RF,DADRI_RF,KOLDAM,TH_HPP,KTWR_HEP,SEWA2,DMSWSL,NAPP,RAPPB,MUNDRA,RAMPUR,RAPPC,TALA,ANTA_LF,AURY_LF,DADRI_LF,URI,URI2,CHAMERA1,CHAMERA2,CHAMERA3,DHAULIGNGA,DULHASTI,PARBATI3,SALAL,TANAKPUR,BSIUL,UNCHAHAR4,PRG_CCLF,PRG_OCLF,CCGTCCSPOT,CCGTOCSPOT,SNG_HYDRO,SHEP,GIREL,RUMS_DMRC,SEIPL,THPPL,NHPPL,ANTA_CRF,AURY_CRF,DADR_CRF,ALFANR_I,ALFANR_II,ALFANR_III,ERCPL_FTG,ERPCL_FTG2,AP41PL_BHDL,ASE4PL,KUDGI,SRIJAN_M,SITAC_BRPL,SITAC_BYPL,TANDA2,KSHNGNGA,SOLAPUR,MEJA,TWEPL,GBHHPL,THAR_BYPL,THAR_BRPL,ASEJ2PL_BYPL,ASEJ2PL_TPDDL,CHANJUII,SECI_BRPL,SECI_BYPL,SECI_TPDDL,APSEPL_FTG,PARBATI2,KHURJA,GHATAMPUR,RAPPD,TEHRIPSP
1,72EnBRPL2025/06/06,BRPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,61.1150,0.0000,32.3934,82.0410,0.0000,0.0000,0.0000,0.0000,39.6158,20.0584,66.5087,0.0000,93.3900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,174.1658,0.0000,0.0000,9.1354,33.9119,27.0535,38.8778,62.1036,34.8655,9.6947,20.1596,12.4667,20.1285,65.1334,0.0000,23.2567,37.6116,35.6869,5.5369,18.8294,7.0480,5.8153,0.0000,16.9392,0.0000,0.0000,3.3141,32.5415,3.1622,0.0000,0.0000,0.0000,22.7901,17.5803,18.5123,15.1394,5.3973,0.0000,27.1375,7.8027,38.1430,1.0716,2.8636,2.0000,0.0000,0.0000,295.7350,0.0000,0.0777,0.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,46.5000,0.0000,0.0000,300.0000,0.0000,100.0000,0.0000,0.0000,13.0000,36.6700,0.0000,3.9255,5.0055,0.0000,9.2853,5.0898,23.2100,0.0000,300.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,5.2761,6.2511,4.3255,12.3128,0.0000
2,72EnBRPL2025/06/06,BRPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,61.1150,0.0000,32.3934,82.0410,0.0000,0.0000,0.0000,0.0000,39.6158,20.0584,46.4012,0.0000,93.3900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,185.9959,0.0000,0.0000,9.1354,33.9119,27.0535,38.8778,62.1036,34.8655,9.6947,20.1596,12.4667,20.1285,65.1334,0.0000,23.2567,37.6116,35.6869,5.5369,18.8294,7.0480,2.9076,0.0000,16.9392,0.0000,0.0000,2.3085,32.5415,3.1622,0.0000,0.0000,0.0000,22.7901,17.5803,18.5123,15.1394,5.3973,0.0000,27.1375,7.8027,38.1430,1.0716,2.8636,2.0000,0.0000,0.0000,295.7350,0.0000,0.0777,0.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,46.0100,0.0000,0.0000,300.0000,0.0000,100.0000,0.0000,0.0000,12.0000,36.3300,0.0000,3.9255,5.0055,0.0000,9.2853,5.0898,23.7200,0.0000,300.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,5.2761,6.2511,4.3255,12.3128,0.0000
3,72EnBRPL2025/06/06,BRPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,61.1150,0.0000,32.3934,82.0410,0.0000,0.0000,0.0000,0.0000,39.6158,20.0584,36.0924,0.0000,93.3900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,185.9959,0.0000,0.0000,7.9934,33.9119,27.0535,38.8778,62.1036,34.8655,9.6947,20.1596,12.4667,20.1285,65.1334,0.0000,23.2567,37.6116,35.6869,4.1484,18.8294,7.0480,2.9076,0.0000,16.9392,0.0000,0.0000,1.7942,32.5415,3.4214,0.0000,0.0000,0.0000,22.7901,17.5803,12.3415,15.1394,5.3973,0.0000,27.1375,7.8027,38.1430,1.0716,2.8636,2.0000,0.0000,0.0000,295.7350,0.0000,0.0777,0.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.4900,0.0000,0.0000,300.0000,0.0000,100.0000,0.0000,0.0000,11.6700,35.6700,0.0000,3.9255,5.0055,0.0000,9.2853,5.0898,23.7200,0.0000,300.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,5.2761,6.2511,4.3255,12.3128,0.0000
4,72EnBRPL2025/06/06,BRPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,61.1150,0.0000,32.3934,82.0410,0.0000,0.0000,0.0000,0.0000,39.6158,20.0584,36.0924,0.0000,93.3900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,185.9959,0.0000,0.0000,7.9934,33.9119,27.0535,38.8778,62.1036,34.8655,9.6947,20.1596,12.4667,20.1285,65.1334,0.0000,23.2567,37.6116,35.6869,4.1484,18.8294,7.0480,2.9076,0.0000,16.9392,0.0000,0.0000,1.7942,32.5415,3.4214,0.0000,0.0000,0.0000,22.7901,17.5803,12.3415,15.1394,5.3973,0.0000,27.1375,7.8027,38.1430,1.0716,2.8636,2.0000,0.0000,0.0000,295.7350,0.0000,0.0777,0.0000,7.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,44.5100,0.0000,0.0000,300.0000,0.0000,100.0000,0.0000,0.0000,11.0000,35.0000,0.0000,3.9255,5.0055,0.0000,9.2853,5.0898,23.7200,0.0000,300.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,5.2761,6.2511,4.3255,12.3128,0.0000
5,72EnBRPL2025/06/06,BRPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,61.1150,0.0000,32.3934,82.0410,0.0000,0.0000,0.0000,0.0000,39.6158,20.0584,36.0924,0.0000,93.3900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,200.1762,0.0000,0.0000,7.9934,33.9119,27.0535,21.2244,62.1036,34.8655,9.6947,20.1596,12.4667,20.1285,65.1334,0.0000,23.8713,37.6116,35.6869,4.1484,18.8294,7.0480,2.9076,0.0000,16.9392,0.0000,0.0000,1.7942,32.5415,3.4214,0.0000,0.0000,0.0000,23.0316,17.5803,12.3415,15.1394,5.3973,0.0000,27.1375,7.8027,38.1430,0.6193,2.8636,2.0000,0.0000,0.0000,295.7350,0.0000,0.0777,0.0000,11.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,43.0100,0.0000,0.0000,300.0000,0.0000,100.0000,0.0000,0.0000,11.0000,34.3300,0.0000,3.9255,5.0055,0.0000,9.2853,5.0898,23.7200,0.0000,300.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,5.2761,6.2511,4.3255,12.3128,0.0000
6,72EnBRPL2025/06/06,BRPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,61.1150,0.0000,32.3934,82.0410,0.0000,0.0000,0.0000,0.0000,39.6158,20.0584,36.0924,0.0000,93.3900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,200.1762,0.0000,0.0000,7.9934,33.9119,27.0535,21.2244,62.1036,34.8655,9.6947,20.1596,12.4667,20.1285,65.1334,0.0000,23.8713,37.6116,35.6869,4.1484,18.8294,7.0480,2.9076,0.0000,16.9392,0.0000,0.0000,1.7942,32.5415,3.4214,0.0000,0.0000,0.0000,23.0316,17.5803,12.3415,7.5697,5.3973,0.0000,27.1375,7.8027,38.1430,0.6193,2.8636,2.0000,0.0000,0.0000,295.7350,0.0000,0.0777,0.0000,11.4100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,42.0000,0.0000,0.0000,300.0000,0.0000,100.0000,0.0000,0.0000,11.0000,34.0000,0.0000,3.9255,5.0055,0.0000,9.2853,5.0898,23.7200,0.0000,300.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,5.2761,6.2511,4.3255,12.3128,0.0000
7,72EnBRPL2025/06/06,BRPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,61.1150,0.0000,32.3934,82.0410,0.0000,0.0000,0.0000,0.0000,39.6158,20.0584,36.0924,0.0000,93.3900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,200.1762,0.0000,0.0000,7.9934,33.9119,27.0535,21.2244,62.1036,34.8655,9.6947,20.1596,12.4667,20.1285,65.1334,0.0000,23.8713,37.6116,35.6869,4.1484,18.8294,7.0480,2.9076,0.0000,16.9392,0.0000,0.0000,1.7942,32.5415,3.4214,0.0000,0.0000,0.0000,23.0316,17.5803,12.3415,7.5697,5.3973,0.0000,27.1375,7.8027,38.1430,0.6193,2.8636,2.0000,0.0000,0.0000,295.7350,0.0000,0.0777,0.0000,11.8100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.9900,0.0000,0.0000,300.0000,0.0000,100.0000,0.0000,0.0000,11.0000,33.3300,0.0000,3.9255,5.0055,0.0000,9.2853,5.0898,23.7200,0.0000,300.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,5.2761,6.2511,4.3255,12.3128,0.0000
8,72EnBRPL2025/06/06,BRPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,61.1150,0.0000,32.3934,82.0410,0.0000,0.0000,0.0000,0.0000,39.6158,20.0584,36.0924,0.0000,93.3900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,200.1762,0.0000,0.0000,7.9934,33.9119,27.0535,21.2244,62.1036,34.8655,9.6947,20.1596,12.4667,20.1285,65.1334,0.0000,23.8713,37.6116,35.6869,4.1484,18.8294,7.0480,2.5759,0.0000,16.9392,0.0000,0.0000,1.7942,32.5415,3.4214,0.0000,0.0000,0.0000,23.0316,17.5803,12.3415,7.5697,5.3973,0.0000,27.1375,7.8027,38.1430,0.6193,2.8636,2.0000,0.0000,0.0000,295.7350,0.0000,0.0777,0.0000,12.2100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0100,0.0000,0.0000,300.0000,0.0000,100.0000,0.0000,0.0000,11.0000,33.3300,0.0000,3.9255,5.0055,0.0000,9.2853,5.0898,23.7200,0.0000,300.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,5.2761,6.2511,4.3255,12.3128,0.0000
9,72EnBRPL2025/06/06,BRPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,61.1150,0.0000,32.3934,82.0410,0.0000,0.0000,0.0000,0.0000,39.6158,20.0584,36.0924,0.0000,93.3900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,457.3488,0.0000,0.0000,7.9934,33.9119,27.0535,21.2244,62.1036,34.8655,9.6947,20.1551,12.4667,20.1285,65.1334,0.0000,24.1786,37.6116,35.6869,4.1484,18.8294,7.0480,2.4054,0.0000,16.9392,0.0000,0.0000,1.7942,32.5415,3.9352,0.0000,0.0000,0.0000,23.0316,17.5803,11.7574,7.5697,5.3973,0.0000,27.1375,7.8027,38.1430,0.6193,2.8636,2.0000,0.0000,0.0000,295.7350,0.0000,0.0777,0.0000,18.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,34.5000,0.0000,0.0000,300.0000,0.0000,100.0000,0.0000,0.0000,8.4700,33.3300,0.0000,3.9255,5.0055,0.0000,9.2853,5.0898,23.2100,0.0000,300.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,5.2761,6.2511,4.3255,12.3128,0.0000
10,72EnBRPL2025/06/06,BRPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,61.1150,0.0000,32.3934,82.0410,0.0000,0.0000,0.0000,0.0000,39.6158,20.0584,36.0924,0.0000,93.3900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,457.3488,0.0000,0.0000,7.9934,33.9119,27.0535,21.2244,62.1036,34.8655,9.6947,20.1551,12.4667,20.1285,65.1334,0.0000,24.1786,37.6116,35.6869,4.1484,18.8294,7.0480,0.0000,0.0000,16.9392,0.0000,0.0000,1.7942,32.5415,3.9352,0.0000,0.0000,0.0000,23.0316,17.5803,11.7266,7.5697,5.3973,0.0000,27.1375,7.8027,38.1430,0.6193,2.8636,2.0000,0.0000,0.0000,295.7350,0.0000,0.0777,0.0000,18.2100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,33.4900,0.0000,0.0000,300.0000,0.0000,100.0000,0.0000,0.0000,8.0700,33.3300,0.0000,3.9255,5.0055,0.0000,9.2853,5.0898,23.2100,0.0000,300.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,5.2761,6.2511,4.3255,12.3128,0.0000
