Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
12:15 - 12:30,202.92,219.36,25.12,-18.00,0.00,67.64
12:30 - 12:45,129.48,201.96,25.12,-20.00,0.00,48.32
12:45 - 13:00,115.96,203.89,25.12,-17.00,0.00,62.81
13:00 - 13:15,217.42,170.07,25.12,-6.00,0.00,19.33
13:15 - 13:30,234.81,170.07,25.12,-6.00,0.58,19.33
13:30 - 13:45,197.13,203.88,23.19,-16.00,0.00,48.32
13:45 - 14:00,124.65,206.80,23.19,0.00,0.00,43.48
14:00 - 14:15,180.69,170.07,23.19,0.00,0.00,19.33
14:15 - 14:30,188.43,151.71,23.19,0.00,0.00,14.49
14:30 - 14:45,199.05,128.52,20.78,0.00,0.00,-5.00
14:45 - 15:00,229.01,128.52,20.78,0.00,0.00,-30.00
15:00 - 15:15,235.78,109.19,23.67,0.00,0.00,-40.00
15:15 - 15:30,223.22,114.99,23.67,0.00,0.00,-65.00
15:30 - 15:45,188.43,125.62,24.64,0.00,0.00,-20.00
15:45 - 16:00,183.60,125.62,24.64,0.00,0.00,-25.00
16:00 - 16:15,116.92,0.00,17.88,0.00,0.00,-45.00
16:15 - 16:30,46.39,-13.00,17.39,0.00,0.00,-65.00
16:30 - 16:45,-59.00,-43.00,16.43,-17.00,0.00,-73.00
16:45 - 17:00,-100.00,-17.00,16.43,-24.00,0.00,-84.00
17:00 - 17:15,-234.00,-133.00,20.29,-14.00,0.00,-28.00
17:15 - 17:30,-220.00,-139.00,18.36,-14.00,0.00,-119.00
17:30 - 17:45,-227.00,-75.00,16.43,-29.00,0.00,-51.00
17:45 - 18:00,-193.00,-75.00,14.49,-45.00,0.10,0.00
18:00 - 18:15,-125.00,-60.00,13.53,-61.00,0.00,-63.00
18:15 - 18:30,-24.00,-170.00,13.53,-58.00,0.00,-161.00
18:30 - 18:45,-45.00,-43.00,12.56,-68.00,0.00,-44.00
18:45 - 19:00,-27.00,-67.00,11.60,-72.00,0.00,-121.00
19:00 - 19:15,-355.00,-68.00,11.60,-78.00,0.48,-140.00
19:15 - 19:30,-368.00,-63.00,8.52,-82.00,0.72,-130.00
19:30 - 19:45,-349.00,-82.00,5.20,-82.00,1.78,-80.00
19:45 - 20:00,-297.00,-100.00,4.49,-82.00,1.42,-73.00
20:00 - 20:15,-443.00,-270.00,4.92,-82.00,2.17,-210.00
20:15 - 20:30,-421.00,-265.00,4.58,-82.00,1.33,-220.00
20:30 - 20:45,-395.00,-265.00,6.70,-84.00,3.56,-218.00
20:45 - 21:00,-365.00,-250.00,6.17,-84.00,4.14,-242.00
21:00 - 21:15,-358.00,-274.00,9.74,-84.00,2.24,-255.00
21:15 - 21:30,-325.00,-284.00,8.25,-81.00,3.90,-229.00
21:30 - 21:45,-290.00,-240.00,8.85,-81.00,0.59,-240.00
21:45 - 22:00,-229.00,-215.00,8.31,-84.00,0.13,-225.00
22:00 - 22:15,-324.00,-184.00,6.04,-85.00,0.05,-174.00
22:15 - 22:30,-262.00,-153.00,5.25,-86.00,0.35,-126.00
22:30 - 22:45,-192.00,-128.00,3.18,-85.00,0.00,-120.00
22:45 - 23:00,-131.00,-105.00,3.30,-85.00,0.46,-63.00
23:00 - 23:15,-74.00,-124.00,1.75,-89.00,0.44,-40.00
23:15 - 23:30,-76.00,-116.00,1.94,-93.00,0.13,-25.00
23:30 - 23:45,-89.00,-124.00,2.73,-100.00,0.26,-30.00
23:45 - 24:00,-116.00,-130.00,3.10,-104.00,0.00,-30.00
