timeslot,discomcode,revisionno,BTPS,PRAGATI,RPH,DADRI_T,GT_OC,CSGS,GT_RLNG,PRG_RLNG,DVC,GT_LF,GT_CC,PRG_G_CC,GT_RLG_C,GT_LF_CC,PG_RLG_C,REGULATE,MTPS6,JHAJJAR,NJPC,CCGT_OC,CCGT_CC,CCGT_RCC,CCGT_ROC,CLPJHAJR,MEJIA7,MAITHON,SECI,RITHL_CC,RITHL_OC,RITHL_RC,RITHL_RO,NHPC,DADRI_T2,ANTA_GF,AURY_GF,FARAKKA,RIHAND1,RIHAND2,RIHAND3,SASAN,SNGRAULI,UNCHHAR1,UNCHHAR2,UNCHHAR3,KAHLGAN1,KAHLGAN2,DADRI_GF,ANTA_RF,AURY_RF,DADRI_RF,KOLDAM,TH_HPP,KTWR_HEP,SEWA2,DMSWSL,NAPP,RAPPB,MUNDRA,RAMPUR,RAPPC,TALA,ANTA_LF,AURY_LF,DADRI_LF,URI,URI2,CHAMERA1,CHAMERA2,CHAMERA3,DHAULIGNGA,DULHASTI,PARBATI3,SALAL,TANAKPUR,BSIUL,UNCHAHAR4,PRG_CCLF,PRG_OCLF,CCGTCCSPOT,CCGTOCSPOT,SNG_HYDRO,SHEP,GIREL,RUMS_DMRC,SEIPL,THPPL,NHPPL,ANTA_CRF,AURY_CRF,DADR_CRF,ALFANR_I,ALFANR_II,ALFANR_III,ERCPL_FTG,ERPCL_FTG2,AP41PL_BHDL,ASE4PL,SBSRBYPL,SBSRTPDDL,RSTOSU7,RSTPS1TO6,TALST2,SIMHST2,KUDGI,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,NTPL,MAPS,KGSU1AND2,KGSU3AND4,KKNP,VALLURNTECL,SRIJAN_M,SITAC_BRPL,SITAC_BYPL,TANDA2,KSHNGNGA,VSTPS_I,VSTPS_II,VSTPS_III,VSTPS_IV,VSTPS_V,LARA_I,SIPAT_I,SIPAT_II,KSTPS_I_II,MOUDA,MOUDA_II,SOLAPUR,GAN_NAPM,KAWASCMGAS,GAN_COMGAS,GAN_RLNG,KHARGONE_I,KSTPS7,KAWAS_RLNG,GADARWAR_I,KAWAS_ZLIQ,TAPS_II,KAWAS_APM,GAN_APM,KAPS,MEJA,TWEPL,GBHHPL,THAR_BYPL,THAR_BRPL,Total_EXPP,OpenAccess,InterDiscomTransfer,Losses,idtexbil,Total
1,BRPL,43DSBRPL2023/10/15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,102.3100,0.0000,15.6742,44.2519,0.0000,0.0000,0.0000,0.0000,32.6000,9.1200,8.8600,0.0000,104.7936,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,493.2600,0.0000,0.0000,8.8100,61.7300,24.9000,70.9400,49.7400,19.5700,7.0300,10.7000,9.2800,18.0600,41.8000,0.0000,0.0000,0.0000,34.4800,0.0000,0.0000,5.9500,0.0000,0.0000,27.1600,0.0000,0.0000,0.0000,11.0100,4.6200,0.0000,0.0000,0.0000,20.6500,10.5200,0.0000,0.0000,0.0000,3.8700,14.0100,0.0000,1.6800,4.3600,0.0000,0.0000,0.0000,0.0000,500.2546,0.0000,0.0000,0.0000,7.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,24.0900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.4500,26.6800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.7561,30.9700,0.0000,0.0000,1874.9504,-22.28,105.81,19.2612,0.00,1939.2192
2,BRPL,43DSBRPL2023/10/15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,102.3100,0.0000,15.6742,44.2519,0.0000,0.0000,0.0000,0.0000,32.6000,9.1200,8.8600,0.0000,104.7936,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,493.2600,0.0000,0.0000,8.8100,61.7300,24.9000,70.9400,49.7400,19.7900,8.4500,10.7000,11.0700,18.0600,41.8000,0.0000,0.0000,0.0000,34.4800,0.0000,0.0000,5.9500,0.0000,0.0000,27.1600,0.0000,0.0000,0.0000,11.0100,4.6200,0.0000,0.0000,0.0000,20.6500,10.5200,0.0000,0.0000,0.0000,3.8700,14.0100,0.0000,1.6800,4.3600,0.0000,0.0000,0.0000,0.0000,500.2546,0.0000,0.0000,0.0000,7.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,24.6300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.4600,26.7300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.7561,30.9700,0.0000,0.0000,1878.9804,-124.62,147.85,18.3961,0.00,1883.8143
3,BRPL,43DSBRPL2023/10/15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,102.3100,0.0000,15.6742,44.2519,0.0000,0.0000,0.0000,0.0000,32.6000,9.1200,8.8600,0.0000,104.7936,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,493.2600,0.0000,0.0000,8.8100,61.7300,24.9000,70.9400,49.7400,19.7900,5.3400,10.7000,8.2200,18.0600,41.8000,0.0000,0.0000,0.0000,34.4800,0.0000,0.0000,5.9500,0.0000,0.0000,27.1600,0.0000,0.0000,0.0000,11.0100,4.6200,0.0000,0.0000,0.0000,3.7600,10.5200,0.0000,0.0000,0.0000,3.8700,14.0100,0.0000,1.6800,4.3600,0.0000,0.0000,0.0000,0.0000,500.2546,0.0000,0.0000,0.0000,7.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,24.8400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.4200,26.7900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.7561,30.9700,0.0000,0.0000,1856.3604,-130.31,120.00,18.1469,0.00,1827.9035
4,BRPL,43DSBRPL2023/10/15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,102.3100,0.0000,15.6742,44.2519,0.0000,0.0000,0.0000,0.0000,32.6000,9.1200,8.8600,0.0000,104.7936,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,493.2600,0.0000,0.0000,8.8100,61.7300,24.9000,70.9400,49.7400,19.7900,5.3400,10.7000,8.2200,18.0600,41.8000,0.0000,0.0000,0.0000,34.4800,0.0000,0.0000,5.9500,0.0000,0.0000,27.1600,0.0000,0.0000,0.0000,11.0100,4.6200,0.0000,0.0000,0.0000,3.7600,10.5200,0.0000,0.0000,0.0000,3.8700,14.0100,0.0000,1.6800,4.3600,0.0000,0.0000,0.0000,0.0000,500.2546,0.0000,0.0000,0.0000,7.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,25.1200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0000,26.8400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.7561,30.9700,0.0000,0.0000,1854.2704,-119.52,86.00,18.2235,0.00,1802.5269
5,BRPL,43DSBRPL2023/10/15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,102.3100,0.0000,15.6742,44.2519,0.0000,0.0000,0.0000,0.0000,32.6000,9.1200,8.8600,0.0000,104.7936,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,493.2600,0.0000,0.0000,8.8100,61.7300,24.9000,70.9400,49.7400,19.7900,5.3400,10.7000,8.2200,18.0600,41.8000,0.0000,0.0000,0.0000,34.4800,0.0000,0.0000,5.9500,0.0000,0.0000,27.1600,0.0000,0.0000,0.0000,11.0100,4.6200,0.0000,0.0000,0.0000,3.7600,4.5800,0.0000,0.0000,0.0000,3.8700,14.0100,0.0000,26.0100,4.3600,0.0000,0.0000,0.0000,0.0000,500.2546,0.0000,0.0000,0.0000,7.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,25.7500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0000,26.9000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.7561,30.0000,0.0000,0.0000,1872.3804,-126.77,57.00,18.3191,0.00,1784.2913
6,BRPL,43DSBRPL2023/10/15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,102.3100,0.0000,15.6742,44.2519,0.0000,0.0000,0.0000,0.0000,32.6000,9.1200,8.8600,0.0000,104.7936,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,493.2600,0.0000,0.0000,8.8100,61.7300,24.9000,70.9400,49.7400,19.7900,5.3400,10.7000,8.2200,18.0600,41.8000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.9500,0.0000,0.0000,27.1600,0.0000,0.0000,0.0000,11.0100,4.6200,0.0000,0.0000,0.0000,3.7600,4.2900,0.0000,0.0000,0.0000,3.8700,14.0100,0.0000,59.2200,4.3600,2.7700,0.0000,0.0000,0.0000,500.2546,0.0000,0.0000,0.0000,7.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,26.1400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0000,26.9500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.7561,30.0000,0.0000,0.0000,1874.0304,-124.60,79.00,18.3527,0.00,1810.0777
7,BRPL,43DSBRPL2023/10/15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,102.3100,0.0000,15.6742,44.2519,0.0000,0.0000,0.0000,0.0000,32.6000,9.1200,8.8600,0.0000,104.7936,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,493.2600,0.0000,0.0000,8.8100,61.7300,24.9000,70.9400,49.7400,19.7900,5.3400,10.7000,8.2200,18.0600,41.8000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.9500,0.0000,0.0000,27.1600,0.0000,0.0000,0.0000,11.0100,4.6200,0.0000,0.0000,0.0000,3.7600,4.2900,0.0000,0.0000,0.0000,3.8700,14.0100,0.0000,59.2200,4.3600,2.7700,0.0000,0.0000,0.0000,500.2546,0.0000,0.0000,0.0000,7.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,27.4800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0000,37.1800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.7561,30.0000,0.0000,0.0000,1885.6004,-165.21,55.00,18.0971,0.00,1757.2933
8,BRPL,43DSBRPL2023/10/15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,102.3100,0.0000,15.6742,44.2519,0.0000,0.0000,0.0000,0.0000,32.6000,9.1200,8.8600,0.0000,104.7936,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,493.2600,0.0000,0.0000,8.8100,61.7300,24.9000,70.9400,49.7400,19.7900,5.3400,10.7000,8.2200,18.0600,41.8000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.9500,0.0000,0.0000,27.1600,0.0000,0.0000,0.0000,11.0100,4.6200,0.0000,0.0000,0.0000,3.7600,4.2900,0.0000,0.0000,0.0000,3.8700,14.0100,0.0000,59.2200,4.3600,2.7700,0.0000,0.0000,0.0000,500.2546,0.0000,0.0000,0.0000,7.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,27.9600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0000,36.7400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.7561,30.0000,0.0000,0.0000,1885.6404,-165.21,33.00,18.0975,0.00,1735.3329
9,BRPL,43DSBRPL2023/10/15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,102.3100,0.0000,15.1560,44.8192,0.0000,0.0000,0.0000,0.0000,32.6000,9.1200,8.8600,0.0000,134.6096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,493.2600,0.0000,0.0000,8.8100,61.7300,24.9000,70.9400,49.7400,19.7900,5.3400,10.7000,8.2200,18.0600,41.8000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.9500,0.0000,0.0000,27.1600,0.0000,0.0000,0.0000,11.0100,4.6200,0.0000,0.0000,0.0000,3.7600,4.2900,0.0000,0.0000,0.0000,3.8700,14.0100,0.0000,59.2200,4.0800,2.7700,0.0000,0.0000,0.0000,500.0000,0.0000,0.0000,0.0000,7.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,29.6200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0000,36.3600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.7561,29.0400,0.0000,0.0000,1915.2909,-217.21,12.00,18.8160,0.00,1691.2649
10,BRPL,43DSBRPL2023/10/15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,102.3100,0.0000,15.1560,44.8192,0.0000,0.0000,0.0000,0.0000,32.6000,9.1200,8.8600,0.0000,134.6096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,493.2600,0.0000,0.0000,8.8100,61.7300,24.9000,70.9400,49.7400,19.7900,5.3400,10.7000,8.2200,18.0600,41.8000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.9500,0.0000,0.0000,27.1600,0.0000,0.0000,0.0000,11.0100,4.6200,0.0000,0.0000,0.0000,3.7600,4.2900,0.0000,0.0000,0.0000,3.8700,14.0100,0.0000,9.6500,4.0800,2.7700,0.0000,0.0000,0.0000,500.0000,0.0000,0.0000,0.0000,7.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,31.7000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4700,35.9300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.7561,29.0400,0.0000,0.0000,1867.8409,-183.21,0.00,18.0992,0.00,1666.5317
