Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,88.04,17.41,6.38,-58.00,-32.00
00:15 - 00:30,61.91,18.38,6.00,-58.00,-32.00
00:30 - 00:45,34.83,-17.00,5.80,-58.00,-40.00
00:45 - 01:00,5.81,-11.00,5.32,-58.00,-39.00
01:00 - 01:15,20.31,-60.00,5.13,-58.00,-133.00
01:15 - 01:30,-23.00,-7.00,4.84,-58.00,-80.00
01:30 - 01:45,-43.00,46.43,4.84,-58.00,-43.00
01:45 - 02:00,-76.00,62.88,4.64,-58.00,-16.00
02:00 - 02:15,-79.00,79.33,4.35,-58.00,-2.00
02:15 - 02:30,-30.00,82.23,4.06,-58.00,3.87
02:30 - 02:45,-22.00,78.36,3.87,-58.00,0.00
02:45 - 03:00,-36.00,76.42,3.68,-58.00,0.00
03:00 - 03:15,0.00,15.47,3.39,-58.00,-7.00
03:15 - 03:30,14.51,0.00,3.19,-59.00,-63.00
03:30 - 03:45,-39.00,118.99,2.90,-57.00,-74.00
03:45 - 04:00,-22.00,117.05,2.71,-57.00,-66.00
04:00 - 04:15,-30.00,108.35,2.42,-57.00,-41.00
04:15 - 04:30,-16.00,109.32,1.93,-58.00,30.96
04:30 - 04:45,-28.00,93.84,1.45,-57.00,29.99
04:45 - 05:00,-80.00,93.84,0.97,-58.00,35.79
05:00 - 05:15,-53.00,74.49,0.48,-58.00,42.57
05:15 - 05:30,-65.00,89.97,0.97,-58.00,113.18
05:30 - 05:45,-88.00,99.65,1.45,-59.00,65.78
05:45 - 06:00,-76.00,99.65,1.93,-59.00,48.37
06:00 - 06:15,-76.00,157.69,2.42,-59.00,43.53
06:15 - 06:30,-91.00,115.12,3.39,-59.00,-7.00
06:30 - 06:45,-83.00,164.46,4.35,-59.00,-18.00
06:45 - 07:00,-94.00,147.04,4.84,-58.00,-13.00
07:00 - 07:15,-76.00,144.15,5.80,-81.00,25.15
07:15 - 07:30,-74.00,145.12,6.38,-80.00,25.15
07:30 - 07:45,-109.00,149.95,6.77,-81.00,19.35
07:45 - 08:00,-96.00,144.14,7.06,-69.00,24.19
08:00 - 08:15,-44.00,135.43,4.84,-94.00,38.70
08:15 - 08:30,-47.00,135.43,4.84,-92.00,48.37
08:30 - 08:45,-81.00,189.60,4.84,-70.00,53.21
08:45 - 09:00,-73.00,185.74,5.32,-52.00,49.34
09:00 - 09:15,78.36,208.96,13.25,-70.00,63.85
09:15 - 09:30,77.39,205.09,13.93,-69.00,82.23
09:30 - 09:45,68.69,185.73,13.93,0.00,105.45
09:45 - 10:00,61.91,174.13,13.93,0.00,94.81
10:00 - 10:15,-6.00,179.94,15.48,0.00,88.03
10:15 - 10:30,-17.00,170.26,15.48,0.00,58.04
10:30 - 10:45,-25.00,203.15,16.45,0.00,-10.00
10:45 - 11:00,-47.00,189.61,16.45,0.00,-15.00
11:00 - 11:15,110.28,299.90,17.41,0.00,0.00
11:15 - 11:30,109.32,309.57,17.41,0.00,0.00
11:30 - 11:45,96.74,309.57,17.41,-23.00,87.07
11:45 - 12:00,88.03,305.71,17.41,-19.00,111.25
12:00 - 12:15,126.73,321.18,17.41,0.00,145.11
12:15 - 12:30,114.15,304.74,17.41,0.00,125.76
12:30 - 12:45,78.36,353.09,16.45,-17.00,131.57
12:45 - 13:00,84.16,338.59,16.45,-14.00,121.89
13:00 - 13:15,171.23,299.89,16.45,0.00,38.70
13:15 - 13:30,203.15,285.38,16.45,0.00,38.70
13:30 - 13:45,369.55,406.30,16.45,0.00,125.76
13:45 - 14:00,487.56,406.31,16.45,0.00,178.97
14:00 - 14:15,299.89,308.60,16.45,-12.00,29.02
14:15 - 14:30,324.07,298.93,16.45,-14.00,53.21
14:30 - 14:45,215.73,311.51,14.51,-14.00,29.02
14:45 - 15:00,179.94,314.40,14.51,-11.00,38.70
15:00 - 15:15,49.34,241.84,19.35,-14.00,67.72
15:15 - 15:30,58.04,232.18,19.35,-14.00,82.23
15:30 - 15:45,-415.00,234.11,19.35,-14.00,-100.00
15:45 - 16:00,-437.00,289.25,19.35,-14.00,-100.00
16:00 - 16:15,-167.00,-55.00,4.84,-14.00,-150.00
16:15 - 16:30,-129.00,-15.00,4.84,-14.00,-140.00
16:30 - 16:45,-237.00,-10.00,0.00,-18.00,-150.00
16:45 - 17:00,-237.00,-55.00,0.00,-25.00,-150.00
17:00 - 17:15,-281.00,14.51,0.97,-10.00,-100.00
17:15 - 17:30,-265.00,29.02,0.00,-10.00,-80.00
17:30 - 17:45,-360.00,125.76,0.00,-24.00,-5.00
17:45 - 18:00,-370.00,140.27,0.00,-39.00,48.37
18:00 - 18:15,-288.00,67.72,0.00,-55.00,106.41
18:15 - 18:30,-287.00,72.56,0.00,-72.00,120.92
18:30 - 18:45,-140.00,87.07,0.00,-87.00,73.52
18:45 - 19:00,-151.00,91.91,0.00,-91.00,9.67
19:00 - 19:15,-118.00,139.31,0.00,-70.00,207.99
19:15 - 19:30,-135.00,143.18,2.90,-75.00,183.80
19:30 - 19:45,-246.00,143.18,2.90,-75.00,125.76
19:45 - 20:00,-233.00,151.88,2.90,-75.00,38.70
20:00 - 20:15,-100.00,115.12,2.90,-75.00,33.86
20:15 - 20:30,-100.00,111.25,2.90,-75.00,33.86
20:30 - 20:45,-244.00,48.37,2.90,-75.00,-100.00
20:45 - 21:00,-232.00,35.80,2.90,-76.00,-120.00
21:00 - 21:15,-205.00,19.35,2.90,-76.00,-135.00
21:15 - 21:30,-146.00,0.00,2.90,-74.00,-135.00
21:30 - 21:45,-154.00,-20.00,2.90,-74.00,-160.00
21:45 - 22:00,-140.00,-25.00,1.93,-76.00,-160.00
22:00 - 22:15,-171.00,-20.00,1.93,-76.00,-213.00
22:15 - 22:30,-129.00,-30.00,1.93,-76.00,-221.00
22:30 - 22:45,-110.00,-27.00,1.93,-76.00,-250.00
22:45 - 23:00,-95.00,-29.00,1.93,-74.00,-270.00
23:00 - 23:15,-79.00,-15.00,1.93,-74.00,-240.00
23:15 - 23:30,-61.00,-11.00,0.97,-73.00,-230.00
23:30 - 23:45,-89.00,-15.00,0.97,-74.00,-250.00
23:45 - 24:00,-82.00,-15.00,0.97,-74.00,-250.00
