Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,5.76,26.87,-1.30,3.55,3.26,-15.00
00:15 - 00:30,39.35,28.79,-1.30,2.88,2.97,-10.00
00:30 - 00:45,74.84,26.87,-1.30,2.88,0.58,-15.00
00:45 - 01:00,59.49,29.75,-1.30,2.88,1.15,-15.00
01:00 - 01:15,56.61,20.15,-1.30,1.92,1.06,-30.00
01:15 - 01:30,57.58,21.11,-1.30,1.92,0.00,-20.00
01:30 - 01:45,57.57,7.68,-1.30,1.92,0.00,-10.00
01:45 - 02:00,52.78,12.47,-1.30,1.92,0.00,-10.00
02:00 - 02:15,50.86,0.00,-1.30,1.92,0.00,-10.00
02:15 - 02:30,56.62,0.00,-1.30,1.92,0.00,-10.00
02:30 - 02:45,88.28,0.00,-1.30,1.92,0.10,-10.00
02:45 - 03:00,87.32,0.00,-1.30,1.92,1.54,-10.00
03:00 - 03:15,92.13,0.00,-1.30,1.92,3.93,-10.00
03:15 - 03:30,91.16,0.00,-1.30,2.11,2.40,-10.00
03:30 - 03:45,76.77,18.23,-1.30,2.11,1.25,-15.00
03:45 - 04:00,76.77,17.27,-1.30,2.11,3.84,-15.00
04:00 - 04:15,77.73,16.31,-1.30,2.11,4.80,-20.00
04:15 - 04:30,70.05,19.19,-1.30,2.11,4.80,-15.00
04:30 - 04:45,87.32,0.00,-1.30,2.88,4.80,-15.00
04:45 - 05:00,77.72,0.00,-1.30,2.88,4.80,-15.00
05:00 - 05:15,43.18,0.00,-1.30,3.84,4.80,-25.00
05:15 - 05:30,36.46,0.00,-1.30,3.84,4.80,-25.00
05:30 - 05:45,30.70,0.00,-1.30,4.80,4.80,-20.00
05:45 - 06:00,41.26,0.00,-1.30,5.76,4.80,-25.00
06:00 - 06:15,7.67,0.00,-1.30,6.72,4.80,-30.00
06:15 - 06:30,9.59,0.00,-1.30,6.72,4.80,-35.00
06:30 - 06:45,51.81,0.00,-1.30,6.72,4.80,-60.00
06:45 - 07:00,49.89,0.00,-1.30,6.72,4.80,-50.00
07:00 - 07:15,115.15,0.00,-1.30,7.68,4.80,-55.00
07:15 - 07:30,107.47,0.00,-1.30,8.64,4.80,0.00
07:30 - 07:45,18.23,0.00,-1.30,8.64,4.80,28.78
07:45 - 08:00,11.52,0.00,-1.30,8.64,4.80,28.78
08:00 - 08:15,-39.00,0.00,-1.30,8.64,4.80,38.38
08:15 - 08:30,-35.00,0.00,-1.30,8.64,4.80,38.38
08:30 - 08:45,68.13,0.00,-1.30,8.64,4.89,28.79
08:45 - 09:00,94.03,0.00,-1.30,7.68,4.80,33.59
09:00 - 09:15,91.15,-31.00,-0.30,7.68,4.80,28.79
09:15 - 09:30,82.52,-23.00,-0.30,7.68,4.80,38.38
09:30 - 09:45,56.62,-60.00,-0.30,7.68,4.80,67.16
09:45 - 10:00,54.70,-70.00,-0.30,8.64,4.80,67.16
10:00 - 10:15,46.06,-70.00,-0.30,9.60,4.80,47.97
10:15 - 10:30,30.71,-75.00,-0.30,9.60,4.80,47.97
10:30 - 10:45,0.00,-21.00,-0.30,8.64,2.59,57.57
10:45 - 11:00,0.00,-35.00,-0.30,8.64,4.41,57.58
11:00 - 11:15,0.00,-38.00,-0.30,7.68,4.80,67.17
11:15 - 11:30,0.00,-38.00,-0.30,7.68,4.03,67.17
11:30 - 11:45,15.35,-15.00,-0.30,4.80,4.80,86.36
11:45 - 12:00,14.39,-5.00,-0.30,4.32,4.80,95.96
12:00 - 12:15,34.55,0.00,-0.30,3.36,4.80,119.94
12:15 - 12:30,85.40,-5.00,-0.30,2.88,4.80,110.36
12:30 - 12:45,64.29,-2.00,-0.30,2.88,4.80,110.35
12:45 - 13:00,48.94,-13.00,-0.30,2.40,4.80,110.35
13:00 - 13:15,0.00,-6.00,-0.30,2.40,4.80,86.36
13:15 - 13:30,0.00,-15.00,-0.30,2.88,4.80,81.56
13:30 - 13:45,17.27,0.00,-0.30,2.88,4.80,100.76
13:45 - 14:00,27.83,0.00,-0.30,2.88,3.55,100.76
14:00 - 14:15,65.25,0.00,-0.30,3.36,4.80,100.76
14:15 - 14:30,95.96,0.00,-0.30,3.84,4.80,105.55
14:30 - 14:45,46.06,0.00,-0.30,3.07,4.80,91.16
14:45 - 15:00,76.77,0.00,-0.30,3.55,4.89,91.16
15:00 - 15:15,114.19,7.68,-0.30,3.93,4.80,95.96
15:15 - 15:30,122.83,4.80,-0.30,4.22,4.80,95.96
15:30 - 15:45,107.48,19.19,-0.30,4.89,4.80,100.76
15:45 - 16:00,83.49,16.31,-0.30,5.66,4.80,105.55
16:00 - 16:15,83.49,0.00,-0.30,6.24,4.80,119.94
16:15 - 16:30,75.81,0.00,-0.30,6.81,10.84,129.55
16:30 - 16:45,66.21,0.00,-0.30,7.01,4.80,76.76
16:45 - 17:00,66.21,0.00,-0.30,7.20,4.80,67.17
17:00 - 17:15,66.21,0.00,-0.30,7.77,4.80,55.66
17:15 - 17:30,71.01,19.19,-0.30,7.87,4.80,41.26
17:30 - 17:45,47.01,6.72,-0.30,8.16,12.67,27.83
17:45 - 18:00,43.17,6.72,-0.30,9.60,11.04,-46.00
18:00 - 18:15,96.91,0.00,-0.30,9.60,12.67,-25.00
18:15 - 18:30,84.44,0.00,-0.30,9.60,11.52,-35.00
18:30 - 18:45,78.69,0.00,-0.30,9.60,10.84,-21.00
18:45 - 19:00,50.85,0.00,-0.30,9.60,6.72,-37.00
19:00 - 19:15,67.17,0.00,-0.30,8.64,6.62,-38.00
19:15 - 19:30,66.21,0.00,-0.30,8.64,9.12,-66.00
19:30 - 19:45,46.05,0.00,-0.30,7.68,11.71,-4.00
19:45 - 20:00,51.81,0.00,-0.30,7.68,12.19,17.27
20:00 - 20:15,33.59,0.00,-0.30,7.68,4.80,71.96
20:15 - 20:30,35.51,0.00,-0.30,7.68,4.80,70.04
20:30 - 20:45,29.75,0.00,-0.30,6.72,4.80,104.59
20:45 - 21:00,27.83,0.00,-0.30,6.72,4.80,90.20
21:00 - 21:15,86.36,0.00,-0.30,6.72,4.80,72.93
21:15 - 21:30,92.11,0.00,-0.30,6.72,4.80,57.58
