Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,10.58,4.81,-1.00,6.54,0.00,26.93
00:15 - 00:30,10.58,10.58,-1.00,6.25,0.00,-11.00
00:30 - 00:45,40.40,6.73,-1.00,5.58,0.00,-24.00
00:45 - 01:00,23.08,6.73,-1.00,5.10,0.00,-34.00
01:00 - 01:15,0.00,0.00,-1.00,5.10,0.00,-55.00
01:15 - 01:30,0.00,0.00,-1.00,5.10,0.00,-44.00
01:30 - 01:45,-19.00,0.00,-1.00,4.62,0.00,0.00
01:45 - 02:00,-20.00,0.00,-1.00,4.62,0.00,-8.00
02:00 - 02:15,23.08,-10.00,-1.00,4.62,0.00,-23.00
02:15 - 02:30,22.12,-6.00,-1.00,4.33,0.00,-24.00
02:30 - 02:45,9.61,0.00,-1.00,4.14,0.00,-37.00
02:45 - 03:00,-17.00,0.00,-1.00,4.14,0.00,-43.00
03:00 - 03:15,13.46,4.81,-1.00,4.14,0.00,-52.00
03:15 - 03:30,15.38,4.81,-1.00,4.14,0.00,-54.00
03:30 - 03:45,0.00,9.61,-1.00,4.14,0.00,-54.00
03:45 - 04:00,0.00,5.77,-1.00,4.14,0.00,-54.00
04:00 - 04:15,-21.00,8.65,-1.00,4.33,0.00,-42.00
04:15 - 04:30,-17.00,6.73,-1.00,5.10,0.00,-30.00
04:30 - 04:45,-34.00,0.00,-1.00,6.25,0.00,-17.00
04:45 - 05:00,-36.00,0.00,-1.00,7.50,0.00,-64.00
05:00 - 05:15,-21.00,11.54,-1.00,6.25,0.00,-29.00
05:15 - 05:30,-10.00,4.81,-1.00,8.46,0.00,-7.00
05:30 - 05:45,10.58,15.39,-1.00,1.92,0.00,11.54
05:45 - 06:00,12.51,11.54,-1.00,6.73,0.00,9.62
06:00 - 06:15,-14.00,-3.00,-1.00,10.58,0.00,-32.00
