Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
06:15 - 06:30,0.00,-12.00,-1.00,12.50,0.00,56.75
06:30 - 06:45,-74.00,-36.00,-1.00,13.46,0.00,3.85
06:45 - 07:00,-49.00,-40.00,-1.00,10.25,0.62,-27.00
07:00 - 07:15,0.00,-38.00,-1.00,5.18,0.40,4.01
07:15 - 07:30,26.41,-7.00,-1.00,4.69,0.64,12.91
07:30 - 07:45,17.33,-20.00,-1.00,3.63,0.33,12.70
07:45 - 08:00,35.59,-15.00,-1.00,3.56,0.22,13.65
08:00 - 08:15,62.00,-18.00,-1.00,4.09,0.05,9.54
08:15 - 08:30,22.85,-13.00,-1.00,4.52,0.30,11.05
08:30 - 08:45,-37.00,-35.00,-1.00,12.68,0.66,13.24
08:45 - 09:00,7.35,-50.00,-1.00,17.36,0.93,8.01
09:00 - 09:15,-89.00,-70.00,-0.30,19.62,0.00,-58.00
09:15 - 09:30,-61.00,-60.00,-0.30,19.43,0.00,-36.00
09:30 - 09:45,-17.00,-73.00,-0.30,20.01,0.00,-57.00
09:45 - 10:00,-19.00,-79.00,-0.30,19.52,0.00,-18.00
10:00 - 10:15,19.24,-28.00,-0.30,18.56,0.00,-12.00
10:15 - 10:30,1.92,-23.00,-0.30,18.09,0.00,-37.00
10:30 - 10:45,-24.00,-41.00,-0.30,16.83,0.00,-35.00
10:45 - 11:00,-15.00,-39.00,-0.30,15.20,0.00,-40.00
11:00 - 11:15,29.82,0.00,-0.30,16.16,0.00,33.66
11:15 - 11:30,42.32,0.00,-0.30,15.87,0.00,-35.00
11:30 - 11:45,74.06,0.00,-0.30,18.27,0.00,4.81
11:45 - 12:00,122.15,0.00,-0.30,18.27,0.00,4.81
12:00 - 12:15,-52.00,0.00,-0.30,16.35,0.00,9.62
12:15 - 12:30,9.62,-7.00,-0.30,15.87,0.00,9.62
12:30 - 12:45,8.66,-13.00,-0.30,15.39,0.00,-5.00
12:45 - 13:00,16.35,-34.00,-0.30,14.43,0.00,-5.00
13:00 - 13:15,56.75,-10.00,-0.30,15.39,0.00,0.00
13:15 - 13:30,66.36,0.00,-0.30,14.91,0.00,0.00
13:30 - 13:45,77.90,0.00,-0.30,13.95,0.00,14.43
13:45 - 14:00,69.25,0.00,-0.30,12.98,0.00,24.05
14:00 - 14:15,74.05,-12.00,-0.30,13.47,0.00,9.62
14:15 - 14:30,77.90,-14.00,-0.30,13.47,0.00,9.62
14:30 - 14:45,-12.00,-26.00,-0.30,13.47,0.00,-10.00
14:45 - 15:00,-32.00,-28.00,-0.30,12.98,0.00,-10.00
15:00 - 15:15,12.51,-20.00,-0.30,11.54,0.00,-70.00
15:15 - 15:30,-13.00,-53.00,-0.30,11.54,0.00,-110.00
15:30 - 15:45,5.77,-57.00,-0.30,11.54,0.00,62.52
15:45 - 16:00,-15.00,-57.00,-0.30,11.06,0.00,38.47
16:00 - 16:15,6.73,-76.00,-0.30,12.50,0.00,24.05
16:15 - 16:30,-74.00,-82.00,-0.30,12.50,0.00,4.81
16:30 - 16:45,-70.00,-128.00,-0.30,8.41,0.00,-65.00
16:45 - 17:00,-46.00,-128.00,-0.30,6.41,0.46,-60.00
17:00 - 17:15,-72.00,-89.00,-0.30,1.88,0.58,0.00
17:15 - 17:30,-56.00,-60.00,-0.30,1.41,0.78,30.36
17:30 - 17:45,0.00,-48.00,-0.30,1.23,0.67,3.08
17:45 - 18:00,0.00,-40.00,-0.30,1.96,0.60,-55.00
18:00 - 18:15,-12.00,-14.00,-0.30,2.05,0.72,-110.00
18:15 - 18:30,1.40,-10.00,-0.30,2.45,0.59,-110.00
18:30 - 18:45,-3.00,-17.00,-0.30,2.84,0.77,-125.00
18:45 - 19:00,7.60,-26.00,-0.30,3.28,0.74,-135.00
19:00 - 19:15,27.86,-66.00,-0.30,6.39,0.63,-190.00
19:15 - 19:30,8.95,-85.00,-0.30,8.56,0.55,-245.00
19:30 - 19:45,0.00,-89.00,-0.30,21.16,0.96,-298.00
19:45 - 20:00,0.00,-91.00,-0.30,20.20,0.00,-291.00
20:00 - 20:15,-21.00,-42.00,-0.30,20.20,0.00,-275.00
20:15 - 20:30,-43.00,-46.00,-0.30,20.20,0.00,-263.00
20:30 - 20:45,-40.00,-20.00,-0.30,20.20,0.00,-263.00
20:45 - 21:00,0.00,-8.00,-0.30,19.24,0.00,-304.00
21:00 - 21:15,25.97,28.85,-0.30,19.24,0.00,-320.00
21:15 - 21:30,15.39,26.93,-0.30,18.27,0.00,-232.00
21:30 - 21:45,-7.00,16.35,-0.30,17.31,0.00,-211.00
21:45 - 22:00,-29.00,14.43,-0.30,15.39,0.00,-211.00
22:00 - 22:15,25.97,24.05,-1.00,17.31,0.00,-161.00
22:15 - 22:30,34.62,20.20,-1.00,16.35,0.00,-160.00
22:30 - 22:45,41.35,31.74,-1.00,14.43,0.00,-160.00
22:45 - 23:00,35.59,29.82,-1.00,12.50,0.00,-160.00
23:00 - 23:15,67.33,33.66,-1.00,9.62,0.00,-170.00
23:15 - 23:30,63.49,39.43,-1.00,8.94,0.00,-170.00
23:30 - 23:45,62.51,20.20,-1.00,10.58,0.00,-170.00
23:45 - 24:00,64.44,0.00,-1.00,9.62,0.00,-175.00
