Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Pragati_CCGT_III,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,-39.00,-86.00,0.00,-22.00,0.00,-150.00
00:15 - 00:30,-37.00,-77.00,0.00,-22.00,0.00,-50.00
00:30 - 00:45,22.11,-37.00,10.58,-22.00,0.00,24.03
00:45 - 01:00,33.65,-25.00,9.61,-22.00,0.00,14.42
01:00 - 01:15,-218.00,-110.00,9.61,-22.00,0.00,24.04
01:15 - 01:30,-174.00,-128.00,8.65,-22.00,0.00,4.81
01:30 - 01:45,-137.00,-88.00,8.65,-22.00,0.00,4.81
01:45 - 02:00,-185.00,-70.00,7.69,-52.00,0.00,19.23
02:00 - 02:15,-80.00,-30.00,6.73,-55.00,0.00,19.23
02:15 - 02:30,-83.00,-27.00,6.73,-54.00,0.00,19.23
02:30 - 02:45,-99.00,-25.00,6.73,-54.00,0.00,14.42
02:45 - 03:00,-93.00,-20.00,6.73,-55.00,0.00,14.42
03:00 - 03:15,16.34,39.42,5.77,-54.00,0.00,9.61
03:15 - 03:30,57.68,51.92,5.77,-54.00,0.00,9.61
03:30 - 03:45,52.88,14.42,5.77,-54.00,0.00,0.00
03:45 - 04:00,36.53,15.38,5.77,-54.00,0.00,6.73
04:00 - 04:15,49.03,49.03,5.77,-54.00,0.00,14.42
04:15 - 04:30,58.65,57.68,5.77,-54.00,0.00,14.42
04:30 - 04:45,77.88,62.49,0.00,-54.00,0.00,14.42
04:45 - 05:00,28.84,65.38,0.00,-54.00,0.00,14.42
05:00 - 05:15,35.58,0.00,0.00,-53.00,0.00,9.61
05:15 - 05:30,30.76,0.00,0.00,-54.00,0.00,19.23
05:30 - 05:45,42.30,24.04,0.00,-53.00,0.00,28.84
05:45 - 06:00,42.30,24.04,0.00,-53.00,0.00,33.65
06:00 - 06:15,200.94,0.00,0.00,-53.00,0.00,9.61
06:15 - 06:30,221.12,-40.00,0.00,-52.00,-30.00,76.91
06:30 - 06:45,146.13,-48.00,0.00,-53.00,0.00,28.84
06:45 - 07:00,128.83,-48.00,0.00,-53.00,0.00,-80.00
07:00 - 07:15,-54.00,-53.00,0.00,-53.00,0.00,-15.00
07:15 - 07:30,-58.00,42.30,0.96,-52.00,0.00,33.65
07:30 - 07:45,-113.00,28.84,3.85,-52.00,0.00,57.68
07:45 - 08:00,-124.00,96.13,4.81,-52.00,0.00,38.46
08:00 - 08:15,-116.00,63.46,-3.00,-51.00,0.00,57.68
08:15 - 08:30,-109.00,49.99,-3.00,-52.00,0.00,72.11
08:30 - 08:45,-53.00,33.65,-2.00,-31.00,0.00,62.49
08:45 - 09:00,-24.00,38.46,0.00,-11.00,0.00,67.29
09:00 - 09:15,87.49,61.53,3.85,-39.00,0.00,91.33
09:15 - 09:30,190.35,45.19,4.81,-24.00,0.00,120.18
09:30 - 09:45,175.94,20.19,8.65,-11.00,0.00,57.68
09:45 - 10:00,148.05,19.23,9.61,0.00,0.00,38.46
10:00 - 10:15,149.98,23.07,12.50,0.00,0.00,72.11
10:15 - 10:30,168.24,14.42,12.50,0.00,0.00,100.95
10:30 - 10:45,99.99,8.65,13.46,0.00,0.00,129.79
10:45 - 11:00,64.41,12.50,13.46,0.00,0.00,81.72
11:00 - 11:15,31.73,110.55,14.42,0.00,0.00,86.53
11:15 - 11:30,34.61,118.25,14.42,0.00,0.00,86.53
11:30 - 11:45,22.11,166.32,14.42,0.00,0.00,134.60
11:45 - 12:00,15.38,174.98,14.42,0.00,0.00,124.98
12:00 - 12:15,145.17,177.86,6.73,0.00,0.00,100.95
12:15 - 12:30,154.79,184.59,6.73,0.00,0.00,105.75
12:30 - 12:45,81.72,241.31,6.73,0.00,0.00,144.21
12:45 - 13:00,83.64,244.19,6.73,0.00,0.00,94.22
13:00 - 13:15,174.01,261.50,-5.00,0.00,0.00,73.07
13:15 - 13:30,174.01,260.55,-5.00,0.00,0.00,64.41
13:30 - 13:45,65.38,219.20,0.00,0.00,0.00,119.21
13:45 - 14:00,66.34,232.66,0.00,0.00,0.00,97.10
14:00 - 14:15,91.33,226.89,0.00,0.00,0.00,-2.00
14:15 - 14:30,110.56,226.89,0.00,0.00,0.00,43.26
14:30 - 14:45,47.11,230.73,0.00,0.00,0.00,67.30
14:45 - 15:00,43.26,241.32,0.00,0.00,0.00,91.33
15:00 - 15:15,-14.00,243.23,0.00,0.00,0.00,100.95
15:15 - 15:30,-35.00,254.77,0.00,0.00,0.00,100.95
15:30 - 15:45,-164.00,225.93,0.00,0.00,0.00,99.02
15:45 - 16:00,-183.00,227.85,0.00,0.00,0.00,98.06
16:00 - 16:15,-118.00,48.07,0.00,0.00,0.00,48.07
16:15 - 16:30,-107.00,52.88,0.00,0.00,0.00,28.84
16:30 - 16:45,-105.00,112.48,0.00,0.00,0.00,25.96
16:45 - 17:00,-45.00,113.44,0.00,-8.00,0.00,19.23
17:00 - 17:15,-28.00,90.37,7.69,-14.00,0.00,120.18
17:15 - 17:30,-46.00,57.68,6.73,-22.00,0.00,105.76
17:30 - 17:45,-137.00,26.92,5.77,-32.00,0.00,105.75
17:45 - 18:00,-170.00,25.96,4.81,-43.00,0.00,86.52
18:00 - 18:15,-128.00,0.00,9.61,-17.00,0.00,108.64
18:15 - 18:30,-52.00,0.00,11.54,-34.00,0.00,153.82
18:30 - 18:45,-28.00,33.65,10.58,-30.00,0.00,173.05
18:45 - 19:00,-79.00,9.40,12.22,-31.00,-25.00,169.23
19:00 - 19:15,-36.00,16.71,10.29,-32.00,-19.00,83.54
19:15 - 19:30,-57.00,20.28,8.54,-34.00,-19.00,34.67
19:30 - 19:45,-113.00,-15.00,3.31,-34.00,-19.00,24.79
19:45 - 20:00,-83.00,-19.00,3.01,-34.00,-19.00,22.60
20:00 - 20:15,-76.00,-41.00,3.10,-34.00,0.00,16.67
20:15 - 20:30,-55.00,-38.00,2.72,-34.00,0.00,17.52
20:30 - 20:45,-68.00,-49.00,2.57,-34.00,0.00,25.63
20:45 - 21:00,-44.00,-54.00,2.39,-35.00,0.00,23.89
21:00 - 21:15,-35.00,-42.00,2.32,-35.00,0.00,49.70
21:15 - 21:30,-30.00,-33.00,2.03,-32.00,0.00,43.43
21:30 - 21:45,-72.00,-52.00,1.97,-32.00,0.00,23.01
21:45 - 22:00,-85.00,-43.00,2.55,-28.00,0.00,25.47
