Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,34.41,-40.00,13.00,0.00,-67.00
00:15 - 00:30,-15.00,-46.00,12.71,0.00,-71.00
00:30 - 00:45,-58.00,-46.00,12.04,0.00,-62.00
00:45 - 01:00,-64.00,-50.00,11.85,0.00,-62.00
01:00 - 01:15,-80.00,-39.00,11.85,0.00,-61.00
01:15 - 01:30,-78.00,-39.00,11.47,0.00,-62.00
01:30 - 01:45,-76.00,-27.00,10.90,0.00,-76.00
01:45 - 02:00,-73.00,-28.00,10.32,0.00,-74.00
02:00 - 02:15,-45.00,-22.00,9.85,0.00,-70.00
02:15 - 02:30,-42.00,-21.00,9.85,0.00,-70.00
02:30 - 02:45,-48.00,-25.00,9.85,0.00,-71.00
02:45 - 03:00,-46.00,-18.00,9.85,0.00,-70.00
03:00 - 03:15,-55.00,-13.00,10.71,0.00,-83.00
03:15 - 03:30,-57.00,-16.00,10.80,0.00,-85.00
03:30 - 03:45,-56.00,-25.00,10.80,0.00,-84.00
03:45 - 04:00,-34.00,-18.00,10.80,0.00,-84.00
04:00 - 04:15,-30.00,-27.00,10.51,0.00,-77.00
04:15 - 04:30,-28.00,-29.00,10.51,0.00,-68.00
04:30 - 04:45,-23.00,-39.00,10.51,0.00,-70.00
04:45 - 05:00,-21.00,-30.00,10.51,0.00,-61.00
05:00 - 05:15,0.00,-30.00,4.78,0.00,-59.00
05:15 - 05:30,-18.00,-35.00,5.26,0.00,-58.00
05:30 - 05:45,-47.00,-57.00,5.74,0.00,-60.00
05:45 - 06:00,-46.00,-56.00,7.65,0.00,-79.00
06:00 - 06:15,-29.00,-14.00,8.60,0.00,-31.00
06:15 - 06:30,-12.00,-22.00,10.51,0.00,-70.00
06:30 - 06:45,-123.00,-9.00,11.47,0.00,-84.00
06:45 - 07:00,-159.00,-10.00,14.34,0.00,-175.00
07:00 - 07:15,-169.00,-14.00,14.34,0.00,-7.00
07:15 - 07:30,-147.00,-88.00,15.29,0.00,-90.00
07:30 - 07:45,-60.00,-90.00,16.25,0.00,-111.00
07:45 - 08:00,12.43,-92.00,17.20,0.00,-100.00
08:00 - 08:15,86.98,-85.00,19.12,0.00,-80.00
08:15 - 08:30,104.19,-66.00,21.03,0.00,-55.00
08:30 - 08:45,120.44,-41.00,21.03,0.00,-30.00
08:45 - 09:00,142.43,-33.00,21.03,0.00,-9.00
09:00 - 09:15,196.48,-75.00,17.61,0.00,0.00
09:15 - 09:30,154.10,-40.00,17.82,0.00,-6.00
09:30 - 09:45,224.58,-20.00,15.72,0.00,26.95
09:45 - 10:00,271.09,-10.00,17.04,0.00,38.72
10:00 - 10:15,299.20,0.00,20.07,0.00,48.75
10:15 - 10:30,311.63,0.00,20.07,0.00,84.12
10:30 - 10:45,243.76,0.00,20.07,1.24,93.68
10:45 - 11:00,249.49,0.00,19.12,3.82,90.81
11:00 - 11:15,-14.00,0.00,15.29,0.00,114.71
11:15 - 11:30,-35.00,0.00,14.34,0.00,129.05
11:30 - 11:45,-8.00,0.00,13.38,0.00,119.49
11:45 - 12:00,-14.00,0.00,12.43,0.00,28.67
12:00 - 12:15,103.24,0.00,11.47,0.00,216.99
12:15 - 12:30,139.56,0.00,10.51,0.00,246.63
12:30 - 12:45,201.69,-20.00,9.56,0.00,260.01
12:45 - 13:00,222.72,-12.00,8.60,0.00,251.41
13:00 - 13:15,271.48,-10.00,7.65,0.00,260.00
13:15 - 13:30,260.95,-5.00,7.65,0.00,245.67
13:30 - 13:45,277.22,-10.00,6.69,0.00,248.53
13:45 - 14:00,234.19,-10.00,5.74,0.00,231.33
14:00 - 14:15,243.75,0.00,6.31,0.00,218.90
14:15 - 14:30,201.69,0.00,5.74,0.00,216.03
14:30 - 14:45,183.53,0.00,5.74,0.00,200.74
14:45 - 15:00,102.28,0.00,5.74,0.00,162.50
