Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,-63.00,-72.00,-1.00,5.77,-11.00,0.00,-30.00
00:15 - 00:30,-62.00,-81.00,-1.00,5.77,-14.00,0.00,-30.00
00:30 - 00:45,-77.00,-86.00,-1.00,5.58,-17.00,0.00,-30.00
00:45 - 01:00,-72.00,-86.00,-1.00,5.29,-17.00,0.00,-25.00
01:00 - 01:15,-75.00,-96.00,-1.00,4.81,-19.00,0.00,-30.00
01:15 - 01:30,-71.00,-102.00,-1.00,4.81,-22.00,0.00,-30.00
01:30 - 01:45,-90.00,-105.00,-1.00,4.81,-22.00,0.00,-35.00
01:45 - 02:00,-89.00,-108.00,-1.00,4.81,-23.00,0.00,-35.00
02:00 - 02:15,-91.00,-104.00,-1.00,4.81,-23.00,0.00,-40.00
02:15 - 02:30,-91.00,-104.00,-1.00,4.81,-24.00,0.00,-40.00
02:30 - 02:45,-113.00,-113.00,-1.00,4.71,-25.00,0.00,-45.00
02:45 - 03:00,-115.00,-113.00,-1.00,4.71,-26.00,0.00,-45.00
03:00 - 03:15,-76.00,-97.00,-1.00,4.71,-26.00,0.00,-115.00
03:15 - 03:30,-81.00,-98.00,-1.00,4.71,-25.00,0.00,14.43
03:30 - 03:45,-68.00,-88.00,-1.00,4.71,-25.00,0.00,9.62
03:45 - 04:00,-72.00,-90.00,-1.00,4.81,-25.00,0.00,9.62
04:00 - 04:15,-62.00,-86.00,-1.00,5.19,0.00,0.00,9.62
04:15 - 04:30,-61.00,-83.00,-0.41,5.87,0.00,0.00,9.61
04:30 - 04:45,-55.00,-68.00,-1.00,6.54,-24.00,0.00,11.54
04:45 - 05:00,-57.00,-69.00,-1.00,7.02,-23.00,0.00,11.54
05:00 - 05:15,-47.00,-70.00,-1.00,8.75,-21.00,0.00,0.00
