Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
13:00 - 13:15,126.45,114.87,27.03,0.00,0.00,67.57
13:15 - 13:30,118.73,120.67,27.03,0.00,0.00,77.22
13:30 - 13:45,84.95,101.35,27.03,0.00,0.00,91.70
13:45 - 14:00,104.25,115.84,27.03,0.00,0.00,106.18
14:00 - 14:15,132.25,85.91,26.06,0.00,0.00,77.22
14:15 - 14:30,175.69,105.22,26.06,0.00,0.00,91.70
14:30 - 14:45,45.37,112.94,27.51,0.00,0.00,77.22
14:45 - 15:00,18.34,137.07,27.51,0.00,0.00,82.05
15:00 - 15:15,-25.00,132.25,25.58,0.00,0.00,96.53
15:15 - 15:30,-24.00,138.04,25.58,0.00,0.00,96.53
15:30 - 15:45,88.81,120.67,24.13,0.00,0.00,24.13
15:45 - 16:00,105.22,120.66,24.13,0.00,0.00,14.48
16:00 - 16:15,144.80,139.00,24.13,0.00,0.00,19.31
16:15 - 16:30,145.76,139.00,23.17,0.00,0.00,24.13
16:30 - 16:45,127.42,143.83,22.20,0.00,0.00,4.83
16:45 - 17:00,121.63,149.61,23.17,-5.00,0.00,4.83
17:00 - 17:15,25.10,153.48,13.51,-14.00,0.00,19.31
17:15 - 17:30,21.24,164.10,11.58,-22.00,0.00,19.31
17:30 - 17:45,24.13,197.89,9.65,-31.00,0.00,154.45
17:45 - 18:00,101.36,154.45,8.69,-41.00,0.00,106.18
18:00 - 18:15,193.06,-12.00,6.76,0.00,0.00,62.74
18:15 - 18:30,133.21,-47.00,9.65,-25.00,0.00,19.31
18:30 - 18:45,152.52,-74.00,11.58,-30.00,0.00,43.44
18:45 - 19:00,-34.00,-68.00,12.45,-60.00,0.00,22.24
19:00 - 19:15,0.00,-72.00,8.76,-28.00,0.00,20.59
19:15 - 19:30,-127.00,-59.00,7.03,-28.00,0.00,33.05
19:30 - 19:45,-183.99,-53.00,6.35,-28.00,0.00,0.00
19:45 - 20:00,-278.00,-69.00,7.02,-28.00,0.08,-20.00
20:00 - 20:15,-335.00,-70.00,10.10,-28.00,0.85,-40.00
20:15 - 20:30,-322.00,-76.00,10.17,-28.00,0.48,-40.00
20:30 - 20:45,-195.00,-51.00,11.44,-28.00,0.18,-45.00
20:45 - 21:00,-196.00,-54.00,11.68,-28.00,0.24,-45.00
21:00 - 21:15,-156.00,-74.00,16.92,-23.00,0.00,-40.00
21:15 - 21:30,-80.00,-65.00,17.61,-27.00,0.00,-40.00
21:30 - 21:45,-69.00,-83.00,19.31,-27.00,0.00,-20.00
21:45 - 22:00,-14.00,-78.00,19.31,-29.00,0.00,9.65
22:00 - 22:15,0.00,-70.00,19.31,-29.00,0.00,38.61
22:15 - 22:30,15.44,-66.00,19.31,-31.00,0.00,57.92
22:30 - 22:45,12.55,-83.00,18.34,-33.00,0.00,144.79
22:45 - 23:00,73.36,-83.00,18.34,-32.00,0.00,144.80
23:00 - 23:15,138.04,-76.00,14.48,-32.00,0.00,106.18
23:15 - 23:30,137.08,-75.00,14.48,-33.00,0.00,91.70
23:30 - 23:45,115.84,-74.00,13.51,-32.00,0.00,48.27
23:45 - 24:00,41.51,-85.00,13.51,-32.00,0.00,24.13
