Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,52.90,-15.00,-2.20,2.40,0.00,-67.00
00:15 - 00:30,29.81,-10.00,-2.20,2.02,0.00,-59.00
00:30 - 00:45,0.00,-17.00,-2.20,1.83,0.00,-69.00
00:45 - 01:00,0.00,-8.00,-2.20,1.73,0.00,-62.00
01:00 - 01:15,-17.00,-17.00,-2.20,1.63,0.00,-71.00
01:15 - 01:30,-11.00,-17.00,-2.20,1.54,0.00,-74.00
01:30 - 01:45,-20.00,-20.00,-2.20,1.44,0.00,-100.00
01:45 - 02:00,-20.00,-21.00,-2.20,1.35,0.00,-105.00
02:00 - 02:15,-68.00,-41.00,-2.20,1.15,0.00,-98.00
02:15 - 02:30,-66.00,-35.00,-2.20,1.06,0.00,-97.00
02:30 - 02:45,0.00,0.00,-2.20,0.96,0.00,-96.00
02:45 - 03:00,0.00,0.00,-2.20,0.77,0.00,-99.00
03:00 - 03:15,0.00,0.00,-2.20,0.67,0.00,-85.00
03:15 - 03:30,0.00,0.00,-2.20,0.58,0.00,-81.00
03:30 - 03:45,30.78,0.00,-2.20,0.48,0.00,-86.00
03:45 - 04:00,33.66,0.00,-2.20,0.58,0.00,-91.00
04:00 - 04:15,78.86,9.62,-2.20,1.54,0.00,-65.00
04:15 - 04:30,79.81,4.81,-2.20,2.89,0.00,-65.00
04:30 - 04:45,76.94,0.00,-2.20,5.00,0.00,-67.00
04:45 - 05:00,76.93,0.00,-2.20,7.12,0.00,-77.00
05:00 - 05:15,126.94,9.62,-2.20,5.77,0.00,-100.00
05:15 - 05:30,40.39,21.16,-2.20,7.21,0.00,-100.00
05:30 - 05:45,0.00,-20.00,-2.20,0.00,0.00,0.00
05:45 - 06:00,4.81,6.73,-2.20,0.00,0.00,-11.00
06:00 - 06:15,-25.00,6.73,-2.20,0.00,0.00,-55.00
06:15 - 06:30,-17.00,0.00,-2.20,0.00,0.00,-51.00
06:30 - 06:45,-26.00,-41.00,-2.20,0.00,0.00,-58.00
06:45 - 07:00,-12.00,-54.00,-2.20,0.00,0.00,-63.00
07:00 - 07:15,0.00,-49.00,-2.20,8.85,0.00,-55.00
07:15 - 07:30,0.00,-58.00,-2.20,8.75,0.00,-55.00
07:30 - 07:45,0.00,-39.00,-2.20,8.56,0.00,-49.00
07:45 - 08:00,0.00,-33.00,-2.20,8.46,0.00,-55.00
08:00 - 08:15,-18.00,0.00,-2.20,7.41,0.00,-55.00
08:15 - 08:30,-21.00,0.00,-2.20,6.44,0.00,-46.00
08:30 - 08:45,0.00,-8.00,-2.20,14.81,0.00,-35.00
08:45 - 09:00,0.00,-12.00,-2.20,14.04,0.00,-22.00
09:00 - 09:15,0.00,-10.00,-1.50,9.62,0.00,-5.00
09:15 - 09:30,0.00,-5.00,-1.50,8.85,0.00,16.35
09:30 - 09:45,-19.00,-10.00,-1.50,8.08,0.00,-30.00
09:45 - 10:00,-2.00,-18.00,-1.50,7.41,0.00,-35.00
10:00 - 10:15,2.89,-15.00,-1.50,5.87,0.00,19.23
10:15 - 10:30,22.12,0.00,-1.50,5.29,0.00,53.85
10:30 - 10:45,50.97,-10.00,-1.50,4.81,0.00,43.28
10:45 - 11:00,56.73,-10.00,-1.50,4.33,0.00,43.28
11:00 - 11:15,24.04,-23.00,-1.50,5.58,0.00,-7.00
11:15 - 11:30,45.19,-25.00,-1.50,5.10,0.00,9.62
11:30 - 11:45,26.93,0.00,-1.50,10.58,0.00,19.23
11:45 - 12:00,0.00,0.00,-1.50,10.58,0.00,11.54
12:00 - 12:15,14.43,0.00,-1.50,8.66,0.00,24.03
12:15 - 12:30,12.50,0.00,-1.50,8.66,0.00,24.04
12:30 - 12:45,26.92,-13.00,-1.50,8.66,0.00,-5.00
12:45 - 13:00,20.19,-24.00,-1.50,8.66,0.00,-5.00
13:00 - 13:15,6.73,-32.00,-1.50,7.70,0.00,-50.00
13:15 - 13:30,-5.00,-38.00,-1.50,7.69,0.00,-35.00
13:30 - 13:45,-44.00,-35.00,-1.50,6.73,0.00,-25.00
13:45 - 14:00,-43.00,-30.00,-1.50,6.73,0.00,-20.00
14:00 - 14:15,22.12,-32.00,-1.50,6.73,0.00,-5.00
14:15 - 14:30,17.31,-25.00,-1.50,6.73,0.00,-7.00
14:30 - 14:45,-2.00,-11.00,-1.50,6.73,0.00,-40.00
14:45 - 15:00,-3.00,0.00,-1.50,6.73,0.00,-60.00
15:00 - 15:15,-30.00,0.00,-1.50,7.69,0.00,4.81
15:15 - 15:30,-24.00,0.00,-1.50,7.69,0.00,4.81
15:30 - 15:45,-42.00,-18.00,-1.50,6.73,0.00,0.00
15:45 - 16:00,-64.00,-15.00,-1.50,6.73,0.00,6.73
16:00 - 16:15,-62.00,-32.00,-1.50,9.62,0.00,-40.00
16:15 - 16:30,-50.00,-34.00,-1.50,9.62,0.00,19.23
16:30 - 16:45,3.85,-72.00,-1.50,9.61,0.00,-110.00
16:45 - 17:00,-89.00,-88.00,-1.50,9.36,0.00,-107.00
17:00 - 17:15,-39.00,-107.00,-1.50,7.86,0.00,-200.00
17:15 - 17:30,1.21,-87.00,-1.50,5.44,0.06,-223.00
17:30 - 17:45,-99.00,-68.00,-1.50,3.21,0.00,-272.00
17:45 - 18:00,-101.00,-68.00,-1.50,4.18,0.04,-243.00
18:00 - 18:15,-82.00,-32.00,-1.50,2.95,0.77,-99.00
18:15 - 18:30,-107.00,-27.00,-1.50,3.31,0.82,-80.00
18:30 - 18:45,-124.00,-34.00,-1.50,5.32,0.88,-197.00
18:45 - 19:00,-126.00,-43.00,-1.50,7.70,0.00,-428.00
19:00 - 19:15,-61.00,0.00,-1.50,14.43,0.00,-29.00
19:15 - 19:30,-61.00,0.00,-1.50,14.43,0.00,-21.00
19:30 - 19:45,-63.00,0.00,-1.50,15.10,0.00,-13.00
19:45 - 20:00,-60.00,0.00,-1.50,15.00,0.00,-17.00
20:00 - 20:15,16.35,21.16,-1.50,15.00,0.00,-24.00
20:15 - 20:30,48.08,25.97,-1.50,15.00,0.00,-16.00
20:30 - 20:45,68.28,53.86,-1.50,15.00,0.00,-30.00
20:45 - 21:00,75.01,50.97,-1.50,14.62,0.00,-32.00
21:00 - 21:15,87.52,74.05,-1.50,13.94,0.00,-140.00
21:15 - 21:30,87.52,75.97,-1.50,13.27,0.00,-76.00
21:30 - 21:45,102.90,67.32,-1.50,5.77,0.00,-18.00
21:45 - 22:00,92.32,65.40,-1.50,5.29,0.00,-24.00
22:00 - 22:15,85.59,45.20,-2.20,8.66,0.00,-25.00
22:15 - 22:30,88.47,41.35,-2.20,8.66,0.00,-31.00
22:30 - 22:45,91.36,36.54,-2.20,8.66,0.00,-41.00
22:45 - 23:00,83.66,50.01,-2.20,8.66,0.00,-53.00
23:00 - 23:15,79.82,55.78,-2.20,8.66,0.00,19.23
23:15 - 23:30,107.71,38.47,-2.20,7.69,0.00,24.04
