Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,-43.00,-42.00,-1.50,10.46,-15.00,0.00,9.60
00:15 - 00:30,-64.00,-60.00,-1.50,10.27,-16.00,0.00,14.40
00:30 - 00:45,-118.00,-137.00,-1.50,10.18,-16.00,0.00,56.64
00:45 - 01:00,-136.00,-146.00,-1.50,9.98,-18.00,0.00,114.24
01:00 - 01:15,-121.00,-155.00,-1.50,9.89,-18.00,0.00,115.20
01:15 - 01:30,-84.00,-176.00,-1.50,9.79,-19.00,0.00,22.08
01:30 - 01:45,-70.00,-117.00,-1.50,9.79,-16.00,0.00,34.56
01:45 - 02:00,-73.00,-110.00,-1.50,9.79,-16.00,0.00,31.68
02:00 - 02:15,-56.00,-111.00,-1.50,9.79,-16.00,0.00,36.48
02:15 - 02:30,-56.00,-114.00,-1.50,9.70,-16.00,0.00,41.28
02:30 - 02:45,-76.00,-129.00,-1.50,9.70,-16.00,0.00,44.16
02:45 - 03:00,-81.00,-128.00,-1.50,9.70,-16.00,0.00,48.96
03:00 - 03:15,-78.00,-139.00,-1.50,9.70,-16.00,0.00,45.12
03:15 - 03:30,-76.00,-135.00,-1.50,9.79,-16.00,0.00,54.72
03:30 - 03:45,-94.00,-139.00,-1.50,9.89,-16.00,0.00,54.72
03:45 - 04:00,-94.00,-142.00,-1.50,9.98,-16.00,0.00,61.44
04:00 - 04:15,-86.00,-140.00,-1.50,10.27,-16.00,0.00,67.20
04:15 - 04:30,-78.00,-142.00,-1.50,10.66,-16.00,0.00,63.36
04:30 - 04:45,-107.00,-155.00,-1.50,11.33,-16.00,0.00,48.00
04:45 - 05:00,-84.00,-151.00,-1.50,11.90,-16.00,0.00,54.72
05:00 - 05:15,-55.00,-240.00,-1.50,13.34,-16.00,0.00,0.96
05:15 - 05:30,-73.00,-171.00,-1.50,15.55,-16.00,0.00,215.04
05:30 - 05:45,-43.00,-180.00,-1.50,16.13,-16.00,0.00,216.00
05:45 - 06:00,-28.00,-195.00,-1.50,18.43,-16.00,0.00,220.80
06:00 - 06:15,-241.00,-212.00,-1.50,19.97,-19.00,0.00,225.60
06:15 - 06:30,-233.00,-217.00,-1.50,21.41,-15.00,0.00,224.64
06:30 - 06:45,-210.00,-221.00,-1.50,23.62,-11.00,0.00,206.40
06:45 - 07:00,-218.00,-227.00,-1.50,22.63,-16.00,0.34,179.97
07:00 - 07:15,-209.00,-233.00,-1.50,21.60,-16.00,0.00,149.94
07:15 - 07:30,-192.00,-232.00,-1.50,27.26,-11.00,0.00,170.88
07:30 - 07:45,-167.00,-236.00,-1.50,27.94,-10.00,0.00,166.08
07:45 - 08:00,-174.00,-227.00,-1.50,27.55,-10.00,0.00,184.32
08:00 - 08:15,-131.00,-290.00,-1.50,25.54,-9.00,0.00,23.04
08:15 - 08:30,-210.00,-267.00,-1.50,24.77,-9.00,0.00,18.24
08:30 - 08:45,-184.00,-254.00,-1.50,24.00,-19.00,0.00,28.80
08:45 - 09:00,-184.00,-225.00,-1.50,24.00,-14.00,0.00,0.96
09:00 - 09:15,-158.00,-246.00,-1.50,24.00,-21.00,0.00,34.56
09:15 - 09:30,-139.00,-240.00,-1.50,23.52,-16.00,0.00,37.44
09:30 - 09:45,-128.00,-132.00,-1.50,22.56,-12.00,0.00,31.68
09:45 - 10:00,-130.00,-151.00,-1.50,22.08,-10.00,0.00,94.08
10:00 - 10:15,-117.00,-87.00,-1.00,21.12,-10.00,0.00,110.40
10:15 - 10:30,-131.00,-73.00,-1.00,20.74,-10.00,0.00,105.60
10:30 - 10:45,-67.00,-83.00,-1.00,19.78,-10.00,0.00,86.40
10:45 - 11:00,-84.00,-81.00,-1.00,19.78,-10.00,0.00,76.80
11:00 - 11:15,66.24,-86.00,-1.00,19.68,-10.00,0.00,59.52
11:15 - 11:30,56.64,-66.00,-1.00,19.20,-10.00,0.00,94.08
11:30 - 11:45,19.20,-87.00,-1.00,18.82,-10.00,0.00,89.28
11:45 - 12:00,39.36,-75.00,-1.00,18.24,-10.00,0.00,85.44
12:00 - 12:15,27.84,-114.00,-1.00,18.05,-10.00,0.00,66.24
12:15 - 12:30,14.40,-115.00,-1.00,17.57,-10.00,0.00,53.76
12:30 - 12:45,-56.00,-129.00,-1.00,16.32,-10.00,0.00,51.84
12:45 - 13:00,-52.00,-152.00,-1.00,16.32,-10.00,0.00,52.80
13:00 - 13:15,-75.00,-119.00,-1.00,15.94,-10.00,0.00,-15.00
13:15 - 13:30,-71.00,-100.00,-1.00,15.36,-10.00,0.00,-19.00
13:30 - 13:45,-104.00,-118.00,-1.00,14.40,-10.00,0.00,-8.00
13:45 - 14:00,-93.00,-121.00,-1.00,13.82,-10.00,0.00,-5.00
14:00 - 14:15,-97.00,-113.00,-1.00,13.15,-10.00,0.00,17.28
14:15 - 14:30,-93.00,-118.00,-1.00,12.96,-10.00,0.00,59.52
14:30 - 14:45,-78.00,-97.00,-1.00,12.86,-10.00,0.00,48.00
14:45 - 15:00,-74.00,-101.00,-1.00,11.23,-10.00,0.00,46.08
15:00 - 15:15,-104.00,-90.00,-1.00,11.04,-10.00,0.00,40.32
15:15 - 15:30,-105.00,-110.00,-1.00,12.19,-10.00,0.00,35.52
15:30 - 15:45,-89.00,-117.00,-1.00,12.19,-10.00,0.00,31.68
15:45 - 16:00,-86.00,-119.00,-1.00,12.77,-10.00,0.00,32.64
16:00 - 16:15,-84.00,-116.00,-1.00,13.15,-10.00,0.00,28.80
16:15 - 16:30,-41.00,-165.00,-1.00,13.15,-10.00,0.00,62.40
16:30 - 16:45,-140.00,-123.00,-1.00,15.36,-10.00,0.00,-25.00
16:45 - 17:00,-128.00,-194.00,-1.00,15.36,-10.00,0.00,69.12
17:00 - 17:15,-163.00,-103.00,-1.00,15.36,-10.00,0.00,-37.00
17:15 - 17:30,-139.00,-102.00,-1.00,15.84,-10.00,0.00,30.72
17:30 - 17:45,-99.00,-143.00,-1.00,15.84,-5.00,0.00,31.68
17:45 - 18:00,-91.00,-124.00,-1.00,15.84,-7.00,0.00,-20.00
18:00 - 18:15,0.00,-82.00,-1.00,16.32,-9.00,0.00,115.20
18:15 - 18:30,-29.00,-81.00,-1.00,16.32,-11.00,0.00,124.80
18:30 - 18:45,-85.00,-160.00,-1.00,17.76,-12.00,0.00,120.00
18:45 - 19:00,-105.00,-140.00,-1.00,19.20,-12.00,0.00,105.60
19:00 - 19:15,-117.00,-140.00,-1.00,19.68,-15.00,1.73,129.60
19:15 - 19:30,-119.00,-148.00,-1.00,19.68,-18.00,2.21,134.40
19:30 - 19:45,-138.00,-139.00,-1.00,19.20,-11.00,0.48,91.20
19:45 - 20:00,-134.00,-153.00,-1.00,19.20,-11.00,0.00,100.80
20:00 - 20:15,-119.00,-150.00,-1.00,19.20,-11.00,0.00,109.44
20:15 - 20:30,-142.00,-147.00,-1.00,19.20,-16.00,0.00,110.40
20:30 - 20:45,-68.00,-125.00,-1.00,18.24,-16.00,0.00,139.20
20:45 - 21:00,-66.00,-123.00,-1.00,17.86,-16.00,0.00,163.20
21:00 - 21:15,-17.00,-125.00,-1.00,17.28,-16.00,0.00,150.72
21:15 - 21:30,-18.00,-133.00,-1.00,16.32,-16.00,0.00,157.44
21:30 - 21:45,-52.00,-104.00,-1.00,16.32,-16.00,0.00,165.12
21:45 - 22:00,-70.00,-111.00,-1.00,14.78,-16.00,0.00,167.04
22:00 - 22:15,-72.00,-50.00,-1.00,13.82,0.00,0.00,177.60
22:15 - 22:30,-30.00,-25.00,-1.00,13.15,0.00,0.00,201.60
22:30 - 22:45,26.88,0.00,-1.00,12.10,0.00,0.00,230.40
22:45 - 23:00,29.76,0.00,-1.00,11.04,0.00,0.00,230.40
23:00 - 23:15,40.32,-70.00,-1.00,10.56,0.00,0.00,77.76
23:15 - 23:30,37.44,-80.00,-1.00,10.56,0.00,0.00,78.72
23:30 - 23:45,38.40,-117.00,-1.00,10.37,0.00,0.00,80.64
23:45 - 24:00,37.44,-111.00,-1.00,10.18,0.00,0.00,81.60
