Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,87.79,19.21,3.99,-62.00,0.00,-24.00
00:15 - 00:30,77.34,11.61,4.32,-61.00,0.00,-24.00
00:30 - 00:45,42.04,8.35,4.34,-60.00,0.00,-13.00
00:45 - 01:00,11.63,-18.00,4.65,-56.00,0.00,-14.00
01:00 - 01:15,18.98,-17.00,4.79,-50.00,0.00,-9.00
01:15 - 01:30,6.52,-49.00,5.38,-55.00,0.00,-3.00
01:30 - 01:45,13.68,-68.00,8.79,-56.00,0.00,-11.00
01:45 - 02:00,17.27,-60.00,9.86,-56.00,0.00,-2.00
02:00 - 02:15,9.62,-41.00,11.34,-52.00,0.00,-2.00
02:15 - 02:30,-16.00,-43.00,11.15,-50.00,0.00,-10.00
02:30 - 02:45,-59.00,-37.00,10.96,-50.00,0.00,-11.00
02:45 - 03:00,-85.00,-37.00,10.77,-50.00,0.00,-14.00
03:00 - 03:15,-21.00,-30.00,10.58,-50.00,0.00,-19.00
03:15 - 03:30,-22.00,-30.00,10.38,-48.00,0.00,-21.00
03:30 - 03:45,-18.00,-20.00,10.19,-46.00,0.00,-12.00
03:45 - 04:00,-20.00,-23.00,10.00,-45.00,0.00,-13.00
04:00 - 04:15,-69.00,-70.00,9.81,-46.00,0.00,-22.00
04:15 - 04:30,-69.00,-10.00,9.81,-44.00,0.00,-30.00
04:30 - 04:45,-11.00,0.00,9.62,-44.00,2.69,-34.00
04:45 - 05:00,-29.00,0.00,9.61,-42.00,3.08,-46.00
05:00 - 05:15,14.42,35.57,9.62,-42.00,6.83,-33.00
05:15 - 05:30,0.00,33.65,9.62,-40.00,6.54,-47.00
05:30 - 05:45,17.31,59.61,9.62,-40.00,4.42,-33.00
05:45 - 06:00,20.19,58.65,9.62,-39.00,4.42,-37.00
06:00 - 06:15,40.38,64.42,9.62,-41.00,1.73,-45.00
06:15 - 06:30,23.08,61.53,9.62,-40.00,0.00,-45.00
06:30 - 06:45,-52.00,67.30,9.62,-33.00,0.00,-63.00
06:45 - 07:00,-88.00,65.38,9.62,-35.00,0.00,-48.00
07:00 - 07:15,-80.00,21.15,10.10,-33.00,0.00,-142.00
07:15 - 07:30,-67.00,24.03,10.10,-41.00,0.00,-47.00
07:30 - 07:45,-109.00,33.65,10.10,-41.00,0.00,-41.00
07:45 - 08:00,-98.00,40.38,10.10,-39.00,0.00,-24.00
08:00 - 08:15,-132.00,14.42,6.73,-38.00,0.00,-44.00
08:15 - 08:30,-115.00,38.46,6.73,-40.00,0.00,-9.00
08:30 - 08:45,-109.00,0.00,7.21,-40.00,0.00,3.85
08:45 - 09:00,-97.00,-40.00,7.21,-39.00,0.00,41.35
09:00 - 09:15,-51.00,-52.00,4.62,-40.00,0.00,28.84
09:15 - 09:30,-35.00,-44.00,4.81,-35.00,0.00,19.23
09:30 - 09:45,-67.00,-34.00,5.19,-38.00,0.00,-14.00
09:45 - 10:00,-68.00,-33.00,5.38,-40.00,0.00,-13.00
10:00 - 10:15,15.38,-48.00,3.85,-44.00,0.00,-8.00
10:15 - 10:30,22.11,-38.00,4.04,-40.00,0.00,-11.00
10:30 - 10:45,-67.00,-34.00,4.23,-40.00,0.00,19.23
10:45 - 11:00,-69.00,-24.00,4.52,-38.00,0.00,25.96
11:00 - 11:15,9.61,-18.00,4.81,-49.00,0.00,-24.00
11:15 - 11:30,42.30,0.00,4.81,-43.00,0.00,3.85
11:30 - 11:45,6.73,-27.00,4.81,-39.00,0.00,-14.00
11:45 - 12:00,10.58,-19.00,4.81,-40.00,0.00,1.92
12:00 - 12:15,0.00,-16.00,4.81,-42.00,0.00,40.38
12:15 - 12:30,0.00,-7.00,4.81,-43.00,0.00,65.38
12:30 - 12:45,0.00,0.00,5.77,-44.00,0.00,53.84
12:45 - 13:00,0.00,0.00,5.77,-42.00,0.00,48.07
13:00 - 13:15,-45.00,9.62,6.73,-41.00,0.00,-14.00
13:15 - 13:30,-42.00,11.54,6.73,-40.00,0.00,-10.00
13:30 - 13:45,-45.00,9.62,6.73,-39.00,0.00,51.92
13:45 - 14:00,-45.00,15.38,6.73,-39.00,0.00,105.77
14:00 - 14:15,-37.00,34.61,7.69,-46.00,0.00,144.23
14:15 - 14:30,-27.00,40.38,7.69,-45.00,0.00,175.96
14:30 - 14:45,-22.00,0.00,7.69,-44.00,0.00,170.19
14:45 - 15:00,-12.00,0.00,7.69,-43.00,0.00,178.84
15:00 - 15:15,16.35,-16.00,8.65,-42.00,0.00,126.92
15:15 - 15:30,53.84,-13.00,8.65,-39.00,0.00,136.54
15:30 - 15:45,106.73,-12.00,8.65,-40.00,0.00,52.88
15:45 - 16:00,115.38,-9.00,8.65,-42.00,0.00,32.69
16:00 - 16:15,-63.00,0.00,11.54,-39.00,0.00,34.61
16:15 - 16:30,-71.00,0.00,11.54,-41.00,0.00,25.96
16:30 - 16:45,-97.00,-36.00,11.54,-46.00,0.00,28.84
16:45 - 17:00,-91.00,-29.00,11.54,-51.00,0.00,21.15
17:00 - 17:15,-98.00,-18.00,15.19,-55.00,0.00,19.23
17:15 - 17:30,-99.00,-25.00,15.38,-48.00,0.00,115.38
17:30 - 17:45,-44.00,-6.00,16.83,0.00,0.00,91.34
17:45 - 18:00,-14.00,0.00,16.83,-56.00,0.00,48.07
18:00 - 18:15,32.69,-10.00,16.83,0.00,0.00,57.69
18:15 - 18:30,26.92,76.91,16.83,-62.00,0.00,67.31
18:30 - 18:45,-48.00,19.23,17.79,-72.00,0.00,91.34
18:45 - 19:00,-37.00,12.50,17.79,-70.00,0.00,14.42
19:00 - 19:15,-148.00,17.31,17.79,-70.00,2.21,0.00
19:15 - 19:30,-178.00,25.00,17.79,-70.00,4.42,-20.00
19:30 - 19:45,-301.00,0.00,18.27,-69.00,5.96,-10.00
19:45 - 20:00,-329.00,0.00,18.26,-70.00,6.35,-10.00
20:00 - 20:15,-305.00,0.00,18.75,-73.00,5.19,0.00
20:15 - 20:30,-245.00,0.00,19.23,-75.00,4.71,9.62
20:30 - 20:45,-177.00,-35.00,19.23,-16.00,6.92,11.54
20:45 - 21:00,-130.00,-37.00,19.23,-15.00,4.13,19.23
21:00 - 21:15,-110.00,-60.00,19.22,-16.00,4.33,4.81
21:15 - 21:30,-74.00,-61.00,19.23,-19.00,2.12,-70.00
21:30 - 21:45,-92.00,-78.00,19.23,-28.00,2.31,-70.00
21:45 - 22:00,-45.00,-56.00,19.23,-28.00,0.00,-50.00
22:00 - 22:15,13.46,-35.00,13.47,-27.00,1.15,-25.00
22:15 - 22:30,64.42,-50.00,13.46,-26.00,3.17,-25.00
22:30 - 22:45,133.64,0.00,13.46,-18.00,3.37,-5.00
22:45 - 23:00,128.85,22.11,13.46,-18.00,0.00,25.00
23:00 - 23:15,125.50,55.78,13.02,-18.00,0.00,46.49
23:15 - 23:30,124.03,67.31,13.46,-20.00,0.00,57.69
23:30 - 23:45,98.08,52.88,14.42,-19.00,0.00,60.57
23:45 - 24:00,84.61,48.08,14.42,-17.00,0.00,56.73
