Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,29.82,0.00,-1.80,2.40,0.00,-55.00
00:15 - 00:30,10.58,0.00,-1.80,2.02,0.00,-60.00
00:30 - 00:45,-16.00,0.00,-1.80,1.83,0.00,-40.00
00:45 - 01:00,-22.00,0.00,-1.80,1.73,0.00,-40.00
01:00 - 01:15,0.00,0.00,-1.80,1.63,0.00,-40.00
01:15 - 01:30,0.00,0.00,-1.80,1.54,0.00,-40.00
01:30 - 01:45,0.00,0.00,-1.80,1.44,0.00,-50.00
01:45 - 02:00,0.00,0.00,-1.80,1.35,0.00,-55.00
02:00 - 02:15,0.00,0.00,-1.80,1.15,0.00,-58.00
02:15 - 02:30,0.00,0.00,-1.80,1.06,0.00,-58.00
02:30 - 02:45,54.82,0.00,-1.80,0.96,0.00,-50.00
02:45 - 03:00,52.89,0.00,-1.80,0.77,0.00,-50.00
03:00 - 03:15,25.01,0.00,-1.80,0.67,0.00,-90.00
03:15 - 03:30,24.04,0.00,-1.80,0.58,0.00,-90.00
03:30 - 03:45,32.70,0.00,-1.80,0.48,0.00,-90.00
03:45 - 04:00,32.70,0.00,-1.80,0.96,0.00,-90.00
04:00 - 04:15,-21.00,0.00,-1.80,1.54,0.00,-90.00
04:15 - 04:30,-17.00,0.00,-1.80,2.89,0.00,-90.00
04:30 - 04:45,0.00,-9.00,-1.80,5.00,0.00,-95.00
04:45 - 05:00,26.92,-6.00,-1.80,7.12,0.00,-95.00
05:00 - 05:15,24.04,-13.00,-1.80,5.77,0.00,-85.00
05:15 - 05:30,21.16,-16.00,-1.80,7.21,0.00,-75.00
05:30 - 05:45,19.23,-29.00,-1.80,0.00,0.00,-20.00
05:45 - 06:00,24.04,-28.00,-1.80,0.96,0.00,-25.00
06:00 - 06:15,0.00,-8.00,-1.80,2.60,0.00,-100.00
06:15 - 06:30,-25.00,-10.00,-1.80,5.10,0.00,24.04
06:30 - 06:45,52.89,-43.00,-1.80,6.54,0.00,-80.00
06:45 - 07:00,41.35,-69.00,-1.80,7.50,0.00,-65.00
07:00 - 07:15,11.54,-65.00,-1.80,8.85,0.00,-75.00
07:15 - 07:30,15.39,-63.00,-1.80,8.75,0.00,-55.00
07:30 - 07:45,24.04,-39.00,-1.80,8.56,0.00,-60.00
07:45 - 08:00,45.20,-41.00,-1.80,8.46,0.00,-60.00
08:00 - 08:15,38.46,-31.00,-1.80,7.41,0.00,-35.00
08:15 - 08:30,70.21,-27.00,-1.80,6.44,0.00,-30.00
08:30 - 08:45,89.44,-33.00,-1.80,15.39,0.00,-25.00
08:45 - 09:00,97.12,-39.00,-1.80,14.43,0.10,-20.00
09:00 - 09:15,58.66,-22.00,-1.10,10.58,0.00,-25.00
09:15 - 09:30,80.78,-13.00,-1.10,9.62,0.00,0.00
09:30 - 09:45,78.85,9.62,-1.10,9.62,0.00,0.00
09:45 - 10:00,76.94,4.81,-1.10,8.94,0.00,33.66
10:00 - 10:15,75.02,0.00,-1.10,7.69,0.00,-60.00
10:15 - 10:30,78.86,0.00,-1.10,7.02,0.00,-55.00
10:30 - 10:45,-37.00,-10.00,-1.10,6.35,0.00,14.42
10:45 - 11:00,-52.00,-5.00,-1.10,5.29,0.00,14.42
11:00 - 11:15,53.86,19.23,-1.10,6.06,0.00,-75.00
11:15 - 11:30,53.86,19.23,-1.10,5.10,0.00,-70.00
11:30 - 11:45,81.74,0.00,-1.10,9.62,0.00,-50.00
11:45 - 12:00,80.78,0.00,-1.10,9.62,0.00,-45.00
12:00 - 12:15,81.74,12.50,-1.10,8.66,0.00,-50.00
12:15 - 12:30,74.05,22.12,-1.10,8.66,0.00,-45.00
12:30 - 12:45,62.51,25.00,-1.10,8.66,0.00,-35.00
12:45 - 13:00,51.93,19.23,-1.10,8.66,0.00,-40.00
13:00 - 13:15,40.40,11.54,-1.10,7.69,0.00,-70.00
13:15 - 13:30,32.70,0.00,-1.10,7.69,0.00,-75.00
13:30 - 13:45,-5.00,0.00,-0.10,6.73,0.00,-70.00
13:45 - 14:00,-17.00,0.00,-0.10,6.73,0.00,-55.00
14:00 - 14:15,-14.00,0.00,-1.10,6.73,0.00,-70.00
14:15 - 14:30,-4.00,0.00,-1.10,6.73,0.00,-20.00
14:30 - 14:45,-9.00,0.00,-1.10,6.73,0.00,-25.00
14:45 - 15:00,-11.00,11.54,-1.10,6.73,0.00,-30.00
15:00 - 15:15,-16.00,0.00,-1.10,6.73,0.00,-45.00
15:15 - 15:30,5.77,0.00,-1.10,6.73,0.00,-55.00
