Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
15:30 - 15:45,-210.00,-53.00,-0.50,-2.50,0.00,0.00,-181.00
15:45 - 16:00,-194.00,-60.00,-0.50,-2.50,0.00,0.00,-184.00
16:00 - 16:15,-205.00,-97.00,-0.50,-0.50,0.00,0.00,-161.00
16:15 - 16:30,-167.00,-58.00,-0.50,-0.50,0.00,0.00,-165.00
16:30 - 16:45,-119.00,-64.00,-0.50,-0.50,0.00,0.00,-150.00
16:45 - 17:00,-111.00,-59.00,-0.50,0.48,0.00,0.00,-140.00
17:00 - 17:15,-72.00,-38.00,-0.50,3.37,0.00,0.00,-180.00
17:15 - 17:30,-53.00,-112.00,-0.50,3.85,0.00,0.00,-230.00
17:30 - 17:45,-91.00,-108.00,-0.50,4.81,0.00,0.00,-235.00
17:45 - 18:00,-67.00,-82.00,-0.50,6.25,0.00,0.00,-315.00
18:00 - 18:15,-243.00,0.00,-0.50,8.18,0.00,3.17,-335.00
18:15 - 18:30,-189.00,16.34,-0.50,3.11,0.00,2.55,-240.00
18:30 - 18:45,-169.00,94.71,-0.50,2.70,0.00,2.40,-225.00
18:45 - 19:00,-134.00,145.58,-0.50,2.67,0.00,1.31,-200.00
19:00 - 19:15,-99.00,49.93,-0.50,5.44,0.00,5.09,-215.00
19:15 - 19:30,-99.00,82.69,-0.50,9.39,0.00,9.10,-245.00
19:30 - 19:45,-69.00,67.31,-0.50,12.50,0.00,10.77,-255.00
19:45 - 20:00,-90.00,43.27,-0.50,12.50,0.00,12.12,-230.00
20:00 - 20:15,147.13,72.12,-0.50,12.50,0.00,0.00,-165.00
20:15 - 20:30,145.21,62.50,-0.50,12.02,0.00,0.00,-190.00
20:30 - 20:45,169.24,54.81,-0.50,11.54,0.00,0.00,-150.00
20:45 - 21:00,169.24,49.04,-0.50,11.54,0.00,0.00,-100.00
21:00 - 21:15,28.85,0.00,-0.50,11.06,0.00,0.00,-95.00
21:15 - 21:30,97.12,24.04,-0.50,10.58,0.00,0.00,-65.00
21:30 - 21:45,104.81,14.42,-0.50,9.62,-15.00,0.00,-70.00
21:45 - 22:00,111.55,9.62,-0.50,8.65,-15.00,0.00,-20.00
22:00 - 22:15,126.93,11.54,-0.50,6.73,-15.00,0.00,-75.00
22:15 - 22:30,92.31,13.46,-0.50,4.81,-15.00,0.00,-85.00
22:30 - 22:45,49.04,6.73,-0.50,3.85,-15.00,0.00,-50.00
22:45 - 23:00,60.59,6.73,-0.50,2.88,-15.00,0.00,-35.00
23:00 - 23:15,41.35,0.00,-0.50,0.96,-15.00,0.00,-50.00
23:15 - 23:30,-10.00,0.00,-0.50,0.00,-15.00,0.00,-65.00
23:30 - 23:45,0.00,0.00,-0.50,0.00,-15.00,0.00,-100.00
23:45 - 24:00,0.00,0.00,-0.50,0.00,-15.00,0.00,-130.00
