Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,-31.00,76.93,-1.00,8.65,0.00,0.00,-38.00
00:15 - 00:30,-28.00,76.93,-1.00,8.17,0.00,0.00,-58.00
00:30 - 00:45,-35.00,74.05,-1.00,7.69,0.00,0.00,-73.00
00:45 - 01:00,-33.00,74.05,-1.00,7.69,0.00,0.00,-89.00
01:00 - 01:15,-22.00,75.97,-1.00,7.69,0.00,1.92,-118.00
01:15 - 01:30,-19.00,75.97,-1.00,7.21,0.00,1.92,-127.00
01:30 - 01:45,-42.00,75.97,-1.00,7.21,0.00,1.92,-159.00
01:45 - 02:00,-37.00,73.09,-1.00,6.73,0.00,1.92,-151.00
02:00 - 02:15,-53.00,61.55,-1.00,6.73,0.00,1.92,-149.00
02:15 - 02:30,-49.00,59.62,-1.00,6.73,0.00,1.92,-148.00
02:30 - 02:45,-31.00,59.62,-1.00,6.73,0.00,1.92,-147.00
02:45 - 03:00,-24.00,61.55,-1.00,6.73,0.00,1.92,-146.00
03:00 - 03:15,-24.00,59.62,-1.00,6.73,0.00,1.92,-146.00
03:15 - 03:30,-23.00,63.47,-1.00,6.73,0.00,1.92,-146.00
03:30 - 03:45,-24.00,61.55,-1.00,6.73,0.00,1.92,-144.00
03:45 - 04:00,-22.00,59.62,-1.00,6.73,0.00,1.92,-144.00
04:00 - 04:15,-13.00,89.43,-1.00,7.31,0.00,1.92,-137.00
04:15 - 04:30,-16.00,87.51,-1.00,8.65,0.00,1.92,-135.00
04:30 - 04:45,-15.00,89.44,-1.00,9.90,0.00,1.92,-129.00
04:45 - 05:00,-34.00,82.70,-1.00,11.35,0.00,1.92,-138.00
05:00 - 05:15,-24.00,55.78,-1.00,6.73,0.00,1.92,-101.00
05:15 - 05:30,-21.00,60.59,-1.00,9.42,0.00,1.92,-40.00
05:30 - 05:45,0.00,18.27,-1.00,12.50,0.00,1.92,-78.00
05:45 - 06:00,-68.00,24.05,-1.00,13.94,0.00,1.92,-58.00
06:00 - 06:15,-12.00,128.86,-1.00,17.31,0.00,1.92,-10.00
06:15 - 06:30,82.70,185.59,-1.00,20.19,0.00,1.92,10.58
06:30 - 06:45,122.12,165.40,-1.00,23.56,0.00,1.92,-40.00
06:45 - 07:00,110.58,150.02,-1.00,23.56,0.00,1.92,-73.00
07:00 - 07:15,-61.00,56.94,-1.00,8.76,0.00,2.28,-210.00
07:15 - 07:30,-12.00,43.50,-1.00,5.50,0.00,2.02,-185.00
07:30 - 07:45,-44.00,83.26,-1.00,2.91,0.00,1.10,-208.00
07:45 - 08:00,-58.00,87.17,-1.00,3.37,0.00,1.35,-196.00
08:00 - 08:15,-70.00,95.40,-1.00,8.39,0.00,2.67,-191.00
08:15 - 08:30,-90.00,109.87,-1.00,10.99,0.00,2.94,-275.00
08:30 - 08:45,-54.00,49.06,-1.00,15.86,0.00,3.63,-344.00
08:45 - 09:00,-77.00,62.51,-1.00,20.19,0.00,1.92,-439.00
09:00 - 09:15,-43.00,44.23,-1.00,15.39,0.00,1.92,-383.00
09:15 - 09:30,-12.00,37.50,-1.00,15.39,0.00,1.92,-283.00
09:30 - 09:45,-53.00,84.63,-1.00,15.19,0.00,1.92,-282.00
09:45 - 10:00,-44.00,12.50,-1.00,13.47,0.00,1.92,-289.00
10:00 - 10:15,-48.00,71.16,-0.50,11.54,0.00,1.92,-182.00
10:15 - 10:30,-54.00,90.39,-0.50,10.58,0.00,1.92,-104.00
10:30 - 10:45,-81.00,67.31,-0.50,9.62,0.00,1.92,-118.00
10:45 - 11:00,-102.00,62.51,-0.50,8.46,0.00,1.92,-118.00
11:00 - 11:15,-76.00,44.23,-0.50,6.54,0.00,2.02,-100.00
11:15 - 11:30,-63.00,0.00,-0.50,5.29,0.00,1.92,-95.00
11:30 - 11:45,-41.00,-35.00,-0.50,4.33,0.00,1.92,-105.00
11:45 - 12:00,-91.00,-50.00,-0.50,3.85,0.00,1.92,-110.00
12:00 - 12:15,-81.00,-35.00,-0.50,3.85,0.00,1.92,-70.00
12:15 - 12:30,-82.00,-50.00,-0.50,2.89,0.00,1.92,-35.00
12:30 - 12:45,-127.00,-16.00,-0.50,2.88,0.00,0.00,-10.00
12:45 - 13:00,-169.00,-22.00,-0.50,1.92,0.00,0.00,-15.00
13:00 - 13:15,-154.00,-16.00,-0.50,0.96,0.00,0.00,-75.00
13:15 - 13:30,-140.00,-22.00,-0.50,0.00,0.00,0.00,-115.00
13:30 - 13:45,-167.00,-31.00,-0.50,-1.00,0.00,0.00,-95.00
13:45 - 14:00,-162.00,-30.00,-0.50,-1.50,0.00,0.00,-45.00
14:00 - 14:15,-119.00,-19.00,-0.50,-2.00,0.00,0.00,-43.00
14:15 - 14:30,-127.00,-19.00,-0.50,-2.00,0.00,0.00,-32.00
14:30 - 14:45,-180.00,-17.00,-0.50,-2.00,0.00,0.00,-47.00
14:45 - 15:00,-192.00,-20.00,-0.50,-2.50,0.00,0.00,-77.00
15:00 - 15:15,-213.00,-36.00,-0.50,-2.50,0.00,0.00,-120.00
15:15 - 15:30,-221.00,-45.00,-0.50,-2.50,0.00,0.00,-160.00
