Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,0.00,0.00,-5.00,-40.00,0.00,-145.00
00:15 - 00:30,0.00,0.00,-5.40,-40.00,0.00,-145.00
00:30 - 00:45,0.00,0.00,-5.50,-40.00,0.00,-15.00
00:45 - 01:00,0.00,0.00,-5.60,-40.00,0.00,-15.00
01:00 - 01:15,0.00,22.08,-5.70,-40.00,0.00,-15.00
01:15 - 01:30,0.00,48.01,-5.80,-40.00,0.00,-10.00
01:30 - 01:45,0.00,67.21,-5.90,-40.00,0.00,-10.00
01:45 - 02:00,0.00,65.29,-6.00,-40.00,0.00,-10.00
02:00 - 02:15,7.68,0.00,-6.20,-40.00,0.00,-10.00
02:15 - 02:30,29.76,0.00,-6.20,-40.00,0.00,-10.00
02:30 - 02:45,34.57,13.44,-6.20,-40.00,0.00,-10.00
02:45 - 03:00,34.57,14.40,-6.20,-40.00,0.00,-10.00
03:00 - 03:15,0.00,9.60,-6.20,-40.00,0.00,-10.00
03:15 - 03:30,-27.00,0.00,-6.20,-40.00,0.00,-10.00
03:30 - 03:45,13.44,0.00,-6.00,-40.00,0.00,9.60
03:45 - 04:00,-14.00,0.00,-5.80,-40.00,0.00,9.60
04:00 - 04:15,-71.00,-18.00,-5.60,-40.00,0.00,-15.00
04:15 - 04:30,-71.00,-16.00,-5.20,-40.00,0.00,-15.00
04:30 - 04:45,-63.00,-17.00,-4.90,-40.00,0.00,-10.00
04:45 - 05:00,-32.00,-13.00,-3.60,-40.00,0.00,-15.00
05:00 - 05:15,-52.00,-15.00,-2.50,-40.00,0.00,-40.00
05:15 - 05:30,-54.00,-16.00,-2.00,-40.00,0.00,-40.00
05:30 - 05:45,-46.00,40.32,-0.40,-40.00,0.00,-25.00
05:45 - 06:00,-26.00,43.21,0.86,-40.00,0.00,-25.00
06:00 - 06:15,-72.00,48.97,-2.30,-40.00,0.00,-35.00
06:15 - 06:30,-42.00,46.08,-1.50,-40.00,0.00,-85.00
06:30 - 06:45,-19.00,54.73,-0.50,-40.00,0.00,14.40
06:45 - 07:00,-24.00,52.81,0.38,-40.00,0.00,-190.00
07:00 - 07:15,-60.00,37.45,1.92,-40.00,0.00,14.40
07:15 - 07:30,-50.00,36.48,3.07,-40.00,0.10,-40.00
07:30 - 07:45,-54.00,29.76,3.84,-40.00,0.00,-45.00
07:45 - 08:00,-88.00,28.80,4.61,-40.00,0.00,-55.00
08:00 - 08:15,-116.00,0.00,5.57,-40.00,0.00,-60.00
08:15 - 08:30,-62.00,0.00,5.76,-40.00,0.00,-60.00
08:30 - 08:45,0.00,-20.00,5.09,-40.00,0.00,-150.00
08:45 - 09:00,-57.00,0.00,4.42,-40.00,0.00,-60.00
09:00 - 09:15,0.00,0.00,3.74,-40.00,0.00,-10.00
09:15 - 09:30,19.20,48.01,3.17,-40.00,0.00,43.20
09:30 - 09:45,63.36,14.40,1.54,-40.00,0.00,-10.00
09:45 - 10:00,-24.00,0.00,0.96,-40.00,0.00,0.00
10:00 - 10:15,15.36,0.00,5.38,-40.00,0.00,-15.00
10:15 - 10:30,23.05,0.00,5.18,-40.00,0.00,-10.00
10:30 - 10:45,35.53,0.00,4.99,-40.00,0.00,-7.00
10:45 - 11:00,0.00,0.00,4.61,-40.00,0.00,11.52
11:00 - 11:15,24.00,9.60,4.32,-40.00,0.00,8.64
11:15 - 11:30,12.48,19.20,3.84,-40.00,0.00,-16.00
11:30 - 11:45,56.65,0.00,3.55,-40.00,0.00,-17.00
11:45 - 12:00,30.73,0.00,3.26,-40.00,0.00,-29.00
12:00 - 12:15,79.69,34.56,2.88,-40.00,0.00,0.00
12:15 - 12:30,78.73,36.48,2.50,-40.00,0.00,0.00
12:30 - 12:45,96.01,124.82,2.11,-40.00,0.00,-26.00
12:45 - 13:00,63.37,124.81,1.73,-40.00,0.00,-27.00
13:00 - 13:15,72.01,110.41,0.00,-40.00,0.00,0.00
13:15 - 13:30,68.17,105.61,0.00,-40.00,0.00,0.00
13:30 - 13:45,58.57,72.01,0.00,-40.00,0.00,21.12
13:45 - 14:00,52.81,65.28,-1.50,-40.00,0.00,20.16
14:00 - 14:15,66.25,70.08,-2.00,-40.00,0.00,-21.00
14:15 - 14:30,67.20,66.25,-2.50,-40.00,0.00,-24.00
14:30 - 14:45,59.53,74.88,-3.00,-40.00,0.00,-34.00
14:45 - 15:00,0.00,77.77,-3.00,-40.00,0.00,-37.00
15:00 - 15:15,-37.00,138.25,-3.00,-40.00,0.00,-31.00
15:15 - 15:30,-36.00,138.25,-3.00,-40.00,0.00,-31.00
15:30 - 15:45,-65.00,117.13,-3.00,-40.00,0.00,-22.00
15:45 - 16:00,-60.00,120.01,-3.00,-40.00,0.00,-22.00
16:00 - 16:15,-72.00,56.65,-2.00,-40.00,0.00,-58.00
16:15 - 16:30,-90.00,57.61,-1.50,-40.00,0.00,5.76
16:30 - 16:45,-95.00,11.52,-1.30,-40.00,0.00,-37.00
16:45 - 17:00,-77.00,48.01,-1.00,-40.00,0.00,-42.00
17:00 - 17:15,-40.00,18.24,-4.00,-27.00,0.00,-73.00
17:15 - 17:30,12.48,13.44,-4.00,-27.00,0.00,-52.00
17:30 - 17:45,-16.00,34.56,-4.00,-27.00,0.00,-32.00
17:45 - 18:00,58.57,42.24,-3.00,-27.00,0.00,-28.00
18:00 - 18:15,11.52,74.89,-2.00,-26.00,0.00,-80.00
18:15 - 18:30,-37.00,99.85,0.00,-22.00,0.00,-43.00
18:30 - 18:45,0.00,80.65,0.00,-20.00,0.00,28.80
18:45 - 19:00,-35.00,81.61,0.96,-19.00,0.00,9.60
19:00 - 19:15,9.60,90.25,0.00,-19.00,3.55,9.60
19:15 - 19:30,28.80,83.54,0.00,-19.00,5.18,-73.00
19:30 - 19:45,0.00,70.09,-0.30,-20.00,0.00,-22.00
19:45 - 20:00,48.01,85.45,-0.70,-20.00,0.00,35.52
20:00 - 20:15,85.45,77.77,3.36,-22.00,0.00,0.00
20:15 - 20:30,79.68,65.29,2.98,-23.00,0.00,4.80
20:30 - 20:45,43.20,52.81,2.69,-24.00,0.00,-45.00
20:45 - 21:00,30.72,37.44,2.02,-25.00,0.00,-65.00
21:00 - 21:15,19.20,53.77,1.73,-27.00,0.00,-80.00
21:15 - 21:30,24.96,59.52,1.54,-27.00,0.00,-88.00
21:30 - 21:45,36.48,58.57,1.25,-27.00,0.00,-62.00
21:45 - 22:00,79.68,60.49,0.00,-27.00,0.00,-94.00
22:00 - 22:15,81.61,7.68,-1.00,-27.00,0.00,-71.00
22:15 - 22:30,52.81,0.00,-1.60,-27.00,0.00,-71.00
22:30 - 22:45,25.92,0.00,-2.10,-27.00,0.00,-111.00
22:45 - 23:00,-12.00,0.00,-3.10,-27.00,0.00,-117.00
23:00 - 23:15,33.60,0.00,-3.40,-27.00,0.00,-88.00
23:15 - 23:30,6.72,0.00,-3.80,-28.00,0.00,-86.00
23:30 - 23:45,-19.00,0.00,-4.40,-28.00,0.00,-95.00
23:45 - 24:00,-27.00,0.00,-5.10,-28.00,0.00,-85.00
