Generator,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
Revision No,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCGT-Bawana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Schedule,1250.0000,1239.4904,1229.4904,1169.4904,1199.4904,1179.4904,1164.4904,1109.4904,734.4904,734.4904,613.0000,478.0000,478.0001,478.0001,478.0001,478.0001,478.0001,478.0001,478.0001,478.0001,478.0001,478.0001,478.0001,478.0001,478.0000,478.0000,478.0000,478.0000,478.0000,478.0000,478.0001,478.0001,478.0001,478.0001,478.0001,478.0001,478.0001,478.0001,478.0001,478.0001,478.0001,478.0001,478.0001,478.0001,478.0001,478.0001,478.0001,478.0001,478.0001,478.0001,478.0001,478.0001,478.0001,478.0001,477.9999,477.9999,477.9999,478.0001,477.9999,477.9999,477.9999,509.9999,489.9999,509.9999,578.9999,581.9999,581.0000,597.0000,592.0000,579.0000,576.0000,566.0000,563.0000,569.0000,582.0000,589.0000,690.0000,743.0000,783.3776,796.3776,791.3776,799.3776,796.3776,802.3776,805.3776,858.3776,1016.3776,1081.3776,1240.0000,1240.0000,1240.0000,1240.0000,1240.0000,1240.0000,1240.0000,1240.0000
DC Considered for Schedule,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00
