Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,316.20,69.20,17.30,-20.00,0.00,38.44
00:15 - 00:30,252.77,63.43,17.30,-20.00,0.00,144.17
00:30 - 00:45,241.24,47.09,16.34,-20.00,0.00,168.19
00:45 - 01:00,221.05,54.78,16.34,-20.00,0.00,173.00
01:00 - 01:15,94.19,120.14,14.42,-35.00,0.00,187.41
01:15 - 01:30,49.02,131.67,15.38,-35.00,0.00,187.41
01:30 - 01:45,-5.00,173.00,11.53,-35.00,0.00,192.22
01:45 - 02:00,-40.00,137.44,10.57,-35.00,0.00,182.61
02:00 - 02:15,-52.00,106.69,10.57,-35.00,0.00,105.72
02:15 - 02:30,22.11,93.22,9.61,-35.00,0.00,76.89
02:30 - 02:45,52.86,94.19,9.61,-35.00,0.00,86.50
02:45 - 03:00,126.86,109.57,9.61,-35.00,0.00,86.50
03:00 - 03:15,162.42,122.06,8.65,-35.00,0.00,33.64
03:15 - 03:30,210.48,109.57,8.65,-35.00,0.00,43.25
03:30 - 03:45,258.53,77.85,8.65,-35.00,0.00,76.89
03:45 - 04:00,252.77,68.24,8.65,-35.00,0.00,86.50
04:00 - 04:15,297.94,125.90,9.61,-35.00,0.00,48.06
04:15 - 04:30,296.98,122.06,9.61,-35.00,0.00,33.64
04:30 - 04:45,287.37,99.95,9.61,-35.00,0.00,43.25
04:45 - 05:00,285.45,90.34,9.61,-45.00,0.00,43.25
05:00 - 05:15,304.66,74.97,9.61,-41.00,0.00,86.50
05:15 - 05:30,303.71,70.16,9.61,-43.00,0.00,86.50
05:30 - 05:45,297.94,16.34,8.65,-43.00,0.00,86.50
05:45 - 06:00,273.91,15.38,8.65,-41.00,0.00,81.69
06:00 - 06:15,149.93,86.50,8.65,-40.00,0.00,72.08
06:15 - 06:30,74.00,77.86,8.65,-39.00,0.00,72.08
06:30 - 06:45,59.59,67.27,8.65,-27.00,0.00,14.42
06:45 - 07:00,71.12,57.67,8.65,-27.00,0.00,0.00
07:00 - 07:15,21.14,25.95,7.69,-35.00,0.00,-15.00
07:15 - 07:30,24.03,9.61,7.30,-34.00,0.00,9.61
07:30 - 07:45,71.13,38.44,7.21,-33.00,0.00,19.22
07:45 - 08:00,82.66,13.46,6.05,-33.00,0.00,9.61
08:00 - 08:15,27.87,100.91,-4.00,-36.00,0.00,4.81
08:15 - 08:30,10.57,88.42,-6.00,-37.00,0.00,4.81
08:30 - 08:45,-60.00,81.69,-3.00,-37.00,0.00,0.00
08:45 - 09:00,-17.00,79.77,-2.00,-26.00,0.00,-10.00
09:00 - 09:15,-69.00,103.80,0.00,-26.00,0.00,-10.00
09:15 - 09:30,-47.00,105.72,0.00,-17.00,0.00,-20.00
09:30 - 09:45,-47.00,100.92,0.96,-15.00,0.00,-20.00
09:45 - 10:00,-81.00,104.76,0.96,-15.00,0.00,-45.00
10:00 - 10:15,-44.00,103.80,0.96,-15.00,0.00,-40.00
10:15 - 10:30,-26.00,113.41,0.96,-15.00,0.00,-15.00
10:30 - 10:45,0.00,114.37,-2.00,-15.00,0.00,4.81
10:45 - 11:00,0.00,129.75,-2.00,-15.00,0.00,28.83
11:00 - 11:15,156.66,131.67,-3.00,-15.00,0.00,24.03
11:15 - 11:30,165.30,136.48,-5.00,-15.00,0.00,43.25
11:30 - 11:45,221.06,132.63,0.00,0.00,0.00,29.79
11:45 - 12:00,244.12,139.36,0.00,0.00,0.00,36.52
12:00 - 12:15,216.25,161.46,-7.00,-25.00,0.00,67.28
12:15 - 12:30,219.13,148.97,-8.00,-25.00,0.00,72.08
12:30 - 12:45,191.26,195.10,-8.00,-25.00,0.00,72.08
12:45 - 13:00,210.48,208.56,-8.00,-22.00,0.00,65.35
13:00 - 13:15,155.70,174.92,2.88,0.00,0.00,6.73
13:15 - 13:30,163.39,176.84,2.88,-26.00,0.00,9.61
13:30 - 13:45,205.68,200.87,1.92,-24.09,0.00,88.42
13:45 - 14:00,213.36,226.82,1.92,-30.00,0.00,136.48
14:00 - 14:15,186.45,226.83,1.92,0.00,0.00,27.87
14:15 - 14:30,188.38,260.46,1.92,0.00,0.00,61.51
14:30 - 14:45,244.12,247.97,0.00,0.00,0.00,73.04
14:45 - 15:00,262.38,264.31,0.00,0.00,0.00,98.03
15:00 - 15:15,281.60,272.95,-2.00,0.00,0.00,127.83
15:15 - 15:30,289.29,268.15,-2.00,0.00,0.00,142.24
15:30 - 15:45,286.41,266.22,-2.00,0.00,0.00,100.92
15:45 - 16:00,275.83,271.99,-3.00,0.00,0.00,100.92
16:00 - 16:15,165.31,243.15,-3.00,0.00,0.00,127.83
16:15 - 16:30,152.81,248.93,-3.00,0.00,0.00,121.10
16:30 - 16:45,190.30,234.50,-4.00,0.00,0.00,129.75
16:45 - 17:00,171.08,245.07,-2.00,0.00,0.00,129.75
17:00 - 17:15,127.83,300.82,6.73,0.00,0.00,134.55
17:15 - 17:30,124.94,296.98,6.73,0.00,0.00,134.55
17:30 - 17:45,156.66,267.18,6.73,0.00,0.00,105.72
17:45 - 18:00,185.49,216.25,5.77,0.00,0.00,105.72
18:00 - 18:15,121.10,110.53,4.81,0.00,0.00,91.30
18:15 - 18:30,39.41,100.92,7.69,0.00,0.00,110.52
18:30 - 18:45,248.92,139.36,9.61,0.00,0.00,48.06
18:45 - 19:00,192.22,136.48,12.49,0.00,0.00,-10.00
19:00 - 19:15,161.46,105.72,14.42,-30.00,0.00,139.36
19:15 - 19:30,164.34,106.68,14.42,-30.00,0.00,144.17
19:30 - 19:45,149.94,117.25,16.34,-30.00,0.00,115.33
19:45 - 20:00,169.15,113.41,16.34,-30.00,0.00,120.14
20:00 - 20:15,5.77,72.08,16.34,-30.00,0.00,110.52
20:15 - 20:30,-15.00,38.44,17.30,-30.00,0.00,110.53
20:30 - 20:45,-34.00,23.07,17.30,-30.00,0.00,129.74
20:45 - 21:00,-36.00,25.95,17.30,-30.00,0.00,134.55
21:00 - 21:15,-10.00,4.81,17.30,-30.00,0.00,129.74
21:15 - 21:30,94.19,16.34,17.30,-30.00,0.00,134.55
21:30 - 21:45,140.32,24.99,17.30,-30.00,0.00,120.14
21:45 - 22:00,150.89,33.64,17.30,-30.00,0.00,115.33
22:00 - 22:15,182.61,30.76,17.30,-30.00,0.19,124.94
22:15 - 22:30,179.73,26.91,17.30,-30.00,0.38,120.14
22:30 - 22:45,180.69,74.97,16.34,-30.00,0.38,115.33
22:45 - 23:00,164.34,67.28,16.34,-30.00,0.19,120.14
23:00 - 23:15,78.81,66.32,15.38,-30.00,0.38,134.55
23:15 - 23:30,151.86,90.34,15.38,-30.00,0.00,134.55
23:30 - 23:45,204.71,100.92,14.42,-30.00,0.00,134.55
23:45 - 24:00,203.74,100.92,14.42,-30.00,0.00,129.75
