Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
12:00 - 12:15,-54.00,-67.00,-1.00,18.31,0.00,-157.00
12:15 - 12:30,-62.00,-68.00,-1.00,18.31,0.00,-146.00
12:30 - 12:45,-29.00,-85.00,-1.00,17.35,0.00,-145.00
12:45 - 13:00,-37.00,-85.00,-1.00,17.35,0.00,-145.00
13:00 - 13:15,-62.00,-90.00,-1.00,17.35,0.00,-150.00
13:15 - 13:30,-94.00,-97.00,-1.00,16.38,0.00,-130.00
13:30 - 13:45,-56.00,-106.00,-1.00,14.46,0.00,-121.00
13:45 - 14:00,-56.00,-103.00,-1.00,14.46,0.00,-133.00
14:00 - 14:15,-60.00,-97.00,0.00,13.49,0.00,-125.00
14:15 - 14:30,-53.00,-98.00,0.00,13.49,0.00,-140.00
14:30 - 14:45,-51.00,-108.00,0.00,12.53,0.00,-135.00
14:45 - 15:00,-36.00,-106.00,0.00,12.53,0.00,-134.00
15:00 - 15:15,-61.00,-117.00,0.00,13.49,0.00,-142.00
15:15 - 15:30,-10.00,-119.00,-1.00,13.49,0.00,-165.00
15:30 - 15:45,-62.00,-128.00,-1.00,13.49,0.00,-35.00
15:45 - 16:00,-23.00,-120.00,-1.00,14.46,0.00,-36.00
16:00 - 16:15,-73.00,-89.00,-1.00,15.42,0.00,-86.00
16:15 - 16:30,-105.00,-84.00,-1.00,16.38,0.00,-127.00
16:30 - 16:45,-138.00,-88.00,-1.00,16.38,0.00,-175.00
16:45 - 17:00,-121.00,-62.00,-1.00,16.38,0.00,-163.00
17:00 - 17:15,-151.00,-184.00,-1.00,16.38,0.00,-164.00
17:15 - 17:30,-201.00,-186.00,-1.00,17.35,0.00,-234.00
17:30 - 17:45,-199.00,-84.00,-1.00,17.35,6.65,-33.00
17:45 - 18:00,-156.00,-50.00,-1.00,17.35,0.00,-39.00
18:00 - 18:15,-110.00,-140.00,-1.00,17.35,0.00,-48.00
18:15 - 18:30,-111.00,-159.00,-1.00,18.31,0.00,-76.00
18:30 - 18:45,-80.00,-139.00,-1.00,13.89,1.90,-72.00
18:45 - 19:00,-78.00,-137.00,-1.00,10.05,2.06,-75.00
19:00 - 19:15,-71.00,-128.00,-1.00,3.78,0.88,-75.00
19:15 - 19:30,-83.00,-134.00,-1.00,3.65,0.79,-81.00
19:30 - 19:45,-139.00,-145.00,-1.00,3.60,1.49,-101.00
19:45 - 20:00,-98.00,-149.00,-1.00,3.92,1.41,-89.00
20:00 - 20:15,-157.00,-174.00,-1.00,5.44,1.95,-148.00
20:15 - 20:30,-170.00,-180.00,-1.00,6.01,2.69,-160.00
20:30 - 20:45,-157.00,-182.00,-1.00,10.45,4.88,-145.00
20:45 - 21:00,-168.00,-188.00,-1.00,12.72,4.31,-145.00
21:00 - 21:15,-213.00,-216.00,-1.00,17.35,3.47,-185.00
21:15 - 21:30,-264.00,-211.00,-1.00,16.39,1.73,-185.00
21:30 - 21:45,-285.00,-235.00,-1.00,16.38,2.12,-160.00
21:45 - 22:00,-268.00,-230.00,-1.00,15.42,1.16,-155.00
22:00 - 22:15,-286.00,-239.00,-1.00,14.45,3.47,-170.00
22:15 - 22:30,-303.00,-243.00,-1.00,13.87,5.11,-170.00
22:30 - 22:45,-226.00,-255.00,-1.00,13.68,3.18,-165.00
22:45 - 23:00,-232.00,-259.00,-1.00,12.63,3.08,-175.00
23:00 - 23:15,-287.00,-268.00,-1.00,12.34,3.18,-186.00
23:15 - 23:30,-305.00,-272.00,-1.00,11.95,0.48,-183.00
23:30 - 23:45,-291.00,-203.00,-1.00,11.37,0.29,-162.00
23:45 - 24:00,-292.00,-200.00,-1.00,11.08,0.00,-153.00
