Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,-206.00,-124.00,-1.50,10.60,0.00,-88.00
00:15 - 00:30,-206.00,-116.00,-1.50,10.60,0.00,-86.00
00:30 - 00:45,-211.00,-101.00,-1.50,10.60,0.00,-73.00
00:45 - 01:00,-212.00,-99.00,-1.50,10.60,0.00,-77.00
01:00 - 01:15,-235.00,-190.00,-1.50,10.60,0.00,-67.00
01:15 - 01:30,-241.00,-195.00,-1.50,10.60,0.00,-69.00
01:30 - 01:45,-217.00,-207.00,-1.50,10.22,0.00,-35.00
01:45 - 02:00,-217.00,-216.00,-1.50,10.22,0.00,-41.00
02:00 - 02:15,-110.00,-215.00,-1.50,10.22,0.00,-30.00
02:15 - 02:30,-116.00,-201.00,-1.50,10.22,0.00,-28.00
02:30 - 02:45,-130.00,-212.00,-1.50,9.64,0.00,-29.00
02:45 - 03:00,-133.00,-209.00,-1.50,9.64,0.00,-33.00
03:00 - 03:15,-137.00,-177.00,-1.50,9.64,0.00,12.53
03:15 - 03:30,-132.00,-172.00,-1.50,9.64,0.00,21.20
03:30 - 03:45,-91.00,-147.00,-1.50,9.64,0.00,30.84
03:45 - 04:00,-86.00,-145.00,-1.50,9.64,0.00,26.02
04:00 - 04:15,-90.00,-69.00,-1.50,9.64,0.00,-28.00
04:15 - 04:30,-89.00,-70.00,-1.50,9.83,0.00,2.89
04:30 - 04:45,-77.00,-61.00,-1.50,10.60,0.10,11.56
04:45 - 05:00,-78.00,-61.00,-1.50,10.60,3.08,13.50
05:00 - 05:15,-95.00,-40.00,-1.50,11.56,0.00,30.84
05:15 - 05:30,-97.00,-46.00,-1.50,12.53,0.00,13.49
05:30 - 05:45,-80.00,-40.00,-1.50,13.49,0.10,39.51
05:45 - 06:00,-74.00,-46.00,-1.50,14.46,0.00,43.36
06:00 - 06:15,-80.00,-66.00,-1.50,15.42,0.00,58.78
06:15 - 06:30,-54.00,-54.00,-1.50,16.38,5.78,80.96
06:30 - 06:45,-50.00,-127.00,-1.50,17.35,0.00,77.09
06:45 - 07:00,-65.00,-141.00,-1.50,18.31,0.00,89.62
07:00 - 07:15,-54.00,-125.00,-1.50,19.27,0.00,-3.00
07:15 - 07:30,-85.00,-233.00,-1.50,19.27,0.00,-109.00
07:30 - 07:45,-36.00,-139.00,-1.50,20.72,0.00,-67.00
07:45 - 08:00,-36.00,-148.00,-1.50,21.01,0.00,-54.00
08:00 - 08:15,-66.00,-105.00,-1.50,21.20,0.00,-59.00
08:15 - 08:30,-14.00,-96.00,-1.50,21.20,0.00,-56.00
08:30 - 08:45,-11.00,-81.00,-1.50,22.17,0.00,-53.00
08:45 - 09:00,-10.00,-77.00,-1.50,22.17,0.00,-47.00
09:00 - 09:15,-23.00,-61.00,-1.50,22.17,0.00,-58.00
09:15 - 09:30,-8.00,-62.00,-1.50,21.20,0.00,-55.00
09:30 - 09:45,-90.00,-55.00,-1.50,21.21,0.00,0.96
09:45 - 10:00,-90.00,-34.00,-1.50,20.24,0.00,-107.00
10:00 - 10:15,-103.00,-30.00,-1.00,20.24,0.00,-65.00
10:15 - 10:30,-113.00,-38.00,-1.00,20.24,0.00,-66.00
10:30 - 10:45,-135.00,-58.00,-1.00,19.27,0.00,-100.00
10:45 - 11:00,-132.00,-59.00,-1.00,19.27,0.00,-102.00
11:00 - 11:15,-60.00,-66.00,-1.00,19.27,0.00,-105.00
11:15 - 11:30,-68.00,-63.00,-1.00,19.27,0.00,-115.00
11:30 - 11:45,-107.00,-81.00,-1.00,18.31,0.00,-170.00
11:45 - 12:00,-121.00,-80.00,-1.00,18.31,0.00,-170.00
