Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,4.20,0.00,0.00,-52.00,0.00,-7.00
00:15 - 00:30,4.01,0.00,0.00,-53.00,0.00,-36.00
00:30 - 00:45,13.93,0.00,0.00,-56.00,0.00,-25.00
00:45 - 01:00,0.00,5.56,0.00,-53.00,0.00,-56.00
01:00 - 01:15,0.00,-32.00,0.00,-54.00,0.00,-60.00
01:15 - 01:30,-38.00,0.00,0.00,-54.00,0.00,-62.00
01:30 - 01:45,-88.00,-7.00,0.29,-53.00,0.00,-91.00
01:45 - 02:00,-120.00,-23.00,0.30,-52.00,0.00,-94.00
02:00 - 02:15,-87.00,0.00,0.35,-74.00,0.00,-61.00
02:15 - 02:30,-86.00,0.00,0.35,-74.00,0.00,-88.00
02:30 - 02:45,-120.00,0.00,0.47,-73.00,0.00,-119.00
02:45 - 03:00,-156.00,0.00,0.52,-73.00,0.00,-136.00
03:00 - 03:15,-139.00,-25.00,0.65,-75.00,0.00,-90.00
03:15 - 03:30,-116.00,-28.00,0.69,-75.00,0.00,-81.00
03:30 - 03:45,-76.00,-23.00,1.70,-76.00,0.00,-238.00
03:45 - 04:00,-44.00,-23.00,1.75,-75.00,0.00,-241.00
04:00 - 04:15,0.00,-14.00,1.93,-76.00,0.00,-244.00
04:15 - 04:30,-31.00,-11.00,1.99,-76.00,0.13,-292.00
04:30 - 04:45,-65.00,-6.00,1.86,-72.00,0.34,-294.00
04:45 - 05:00,-89.00,-7.00,1.83,-72.00,0.66,-286.00
05:00 - 05:15,-78.00,0.00,1.90,-70.00,0.78,-280.00
05:15 - 05:30,-93.00,0.00,1.65,-72.00,0.65,-272.00
05:30 - 05:45,-148.00,-9.00,1.65,-76.00,0.53,-256.00
05:45 - 06:00,-157.00,-6.00,1.71,-77.00,0.54,-260.00
06:00 - 06:15,-144.00,0.80,2.40,-79.00,0.41,-264.00
06:15 - 06:30,-143.00,0.79,1.92,-78.00,0.69,-272.00
06:30 - 06:45,-153.00,6.92,2.88,-80.00,0.00,-291.00
06:45 - 07:00,-201.00,7.57,3.86,-79.00,0.63,-307.00
07:00 - 07:15,-225.00,11.13,8.28,-78.00,0.00,-301.00
07:15 - 07:30,-159.00,-6.00,10.78,-76.00,0.00,-209.00
07:30 - 07:45,-292.00,0.00,25.96,-92.00,0.00,-155.00
07:45 - 08:00,-274.00,-40.00,26.44,-90.00,0.00,-115.00
08:00 - 08:15,-279.00,0.00,23.17,-89.00,0.00,-159.00
08:15 - 08:30,-297.00,0.00,23.65,-84.00,0.00,-169.00
08:30 - 08:45,-278.00,-35.00,24.13,-81.00,0.00,-229.00
08:45 - 09:00,-221.00,-60.00,25.10,-82.00,0.00,-234.00
09:00 - 09:15,-118.00,-56.00,23.17,0.00,0.00,-220.00
09:15 - 09:30,-133.00,-62.00,24.13,0.00,0.00,-214.00
09:30 - 09:45,-228.00,-52.00,25.10,0.00,0.00,-145.00
09:45 - 10:00,-227.00,-54.00,26.06,0.00,0.00,-151.00
10:00 - 10:15,-266.00,-63.00,24.80,17.31,0.00,-133.00
10:15 - 10:30,-248.00,-64.00,25.77,24.04,0.00,-154.00
10:30 - 10:45,-232.00,-60.00,17.40,29.81,0.00,-149.00
10:45 - 11:00,-230.00,-60.00,17.88,29.81,0.00,-180.00
11:00 - 11:15,-173.00,-71.00,17.88,29.81,0.00,-221.00
11:15 - 11:30,-148.00,-69.00,17.88,31.73,0.00,-205.00
11:30 - 11:45,-103.00,-69.00,17.88,0.00,0.00,-179.00
11:45 - 12:00,-104.00,-67.00,17.88,0.00,0.00,-193.00
12:00 - 12:15,-35.00,-64.00,17.88,0.00,0.00,-158.00
12:15 - 12:30,-21.00,-64.00,17.88,0.00,0.00,-162.00
12:30 - 12:45,-28.00,-50.00,24.04,0.00,0.00,-119.00
12:45 - 13:00,-44.00,-50.00,24.04,0.00,0.00,-74.00
13:00 - 13:15,-145.00,-57.00,22.11,0.00,0.00,-26.00
13:15 - 13:30,-130.00,-59.00,22.11,0.00,0.00,-17.00
13:30 - 13:45,-113.00,-67.00,22.11,0.00,0.00,-33.00
13:45 - 14:00,-84.00,-66.00,22.11,0.00,0.00,-51.00
14:00 - 14:15,-57.00,-103.00,12.50,0.00,0.00,-46.00
14:15 - 14:30,-44.00,-98.00,12.50,0.00,0.00,-42.00
14:30 - 14:45,-49.00,-120.00,12.50,0.00,0.00,-51.00
14:45 - 15:00,-44.00,-112.00,12.50,0.00,0.00,-90.00
15:00 - 15:15,-29.00,-71.00,13.46,0.00,0.00,-70.00
15:15 - 15:30,-28.00,-34.00,13.46,0.00,0.00,-60.00
15:30 - 15:45,-135.00,-37.00,13.46,0.00,0.00,-62.00
15:45 - 16:00,-135.00,-26.00,13.46,0.00,0.00,-57.00
16:00 - 16:15,-142.00,-52.00,16.35,0.00,0.00,-83.00
16:15 - 16:30,-147.00,-43.00,16.35,-23.00,0.00,-107.00
16:30 - 16:45,-198.00,-90.00,15.38,-28.00,0.00,-145.00
16:45 - 17:00,-256.00,-72.00,15.38,-35.00,0.00,-175.00
17:00 - 17:15,-314.00,-106.00,18.27,-41.00,0.00,-260.00
17:15 - 17:30,-351.00,-84.00,17.31,-50.00,0.00,-280.00
17:30 - 17:45,-157.00,-15.00,14.85,-47.00,0.00,-225.00
17:45 - 18:00,-130.00,-15.00,9.82,-48.00,0.00,-167.00
18:00 - 18:15,-134.00,-54.00,14.86,-47.00,0.00,-356.00
18:15 - 18:30,-175.00,-55.00,9.34,-49.00,0.39,-273.00
18:30 - 18:45,-222.00,-51.00,7.82,-55.00,1.33,-75.00
18:45 - 19:00,-216.00,-38.00,4.09,-56.00,0.89,-68.00
19:00 - 19:15,-204.00,-52.00,1.24,-58.00,0.21,-62.00
19:15 - 19:30,-184.00,-48.00,0.98,-59.00,0.16,-54.00
19:30 - 19:45,-173.00,-48.00,0.79,-60.00,0.22,-44.00
19:45 - 20:00,-170.00,-61.00,0.75,-58.00,0.29,-59.00
20:00 - 20:15,-206.00,-75.00,0.68,-60.00,0.30,-122.00
20:15 - 20:30,-170.00,-70.00,0.61,-58.00,0.30,-122.00
20:30 - 20:45,-120.00,-79.00,0.52,-54.00,0.24,-125.00
20:45 - 21:00,-100.00,-74.00,0.53,-56.00,0.31,-136.00
21:00 - 21:15,-75.00,-94.00,0.55,-54.00,0.27,-170.00
21:15 - 21:30,-44.00,-80.00,0.44,-54.00,0.18,-135.00
21:30 - 21:45,-76.00,-75.00,0.60,-56.00,0.12,-120.00
21:45 - 22:00,-38.00,-60.00,0.58,-57.00,0.00,-99.99
22:00 - 22:15,-48.00,-78.00,0.56,-61.00,0.01,-74.00
22:15 - 22:30,-29.00,-58.00,0.49,-62.00,0.12,-65.00
22:30 - 22:45,3.76,-100.00,0.41,-59.00,0.16,-49.00
22:45 - 23:00,10.63,-80.00,0.42,-58.00,0.07,-56.00
23:00 - 23:15,64.64,-61.00,0.38,-57.00,0.06,-42.00
23:15 - 23:30,72.85,-48.00,0.42,-57.00,0.08,-25.00
23:30 - 23:45,90.95,-32.00,0.52,-59.00,0.07,-18.00
23:45 - 24:00,100.53,-38.00,0.57,-63.00,0.00,-23.00
