Generator,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
Revision No,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCGT-Bawana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Schedule,876.0000,876.0000,876.0000,876.0000,876.0000,940.0000,940.0000,940.0000,940.0000,940.0000,940.0000,931.3180,901.3180,871.3180,871.3180,863.0000,849.0000,844.0000,837.0000,836.0000,840.0000,833.0000,821.0000,804.0000,740.0000,740.0000,740.0000,740.0000,760.0000,760.0000,770.0000,770.0000,770.0000,770.0000,740.0000,740.0000,740.0000,740.0000,740.0000,740.0000,740.0000,740.0000,740.0000,740.0000,740.0000,740.0000,740.0000,740.0000,770.0000,770.0000,770.0000,770.0000,770.0000,770.0000,770.0000,770.0000,770.0000,770.0000,770.0000,770.0000,783.0000,818.0000,855.0000,874.5360,903.5360,940.0001,940.0001,940.0001,940.0001,940.0001,940.0001,940.0001,939.9999,940.0000,904.3180,901.3180,911.3180,921.3180,940.0000,940.0000,940.0000,940.0000,630.0000,630.0000,630.0000,630.0000,866.8060,866.8060,866.8060,866.8060,940.0000,940.0000,940.0000,940.0000,940.0000,940.0000
DC Considered for Schedule,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,980.00,980.00,980.00,980.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00
