Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Pragati_CCGT_III,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,-13.00,9.66,1.74,-33.00,0.00,0.00,-45.00
00:15 - 00:30,-23.00,4.83,1.74,-34.00,0.00,0.00,-80.00
00:30 - 00:45,-54.00,19.33,1.74,-52.00,0.00,0.00,-70.00
00:45 - 01:00,-58.00,13.53,1.45,-53.00,0.00,0.00,-70.00
01:00 - 01:15,-61.00,22.23,1.45,-53.00,0.00,0.00,4.83
01:15 - 01:30,-110.00,22.23,1.45,-53.00,0.00,0.00,-10.00
01:30 - 01:45,-105.00,-18.00,1.45,-53.00,0.00,0.00,-10.00
01:45 - 02:00,-71.99,-26.00,1.45,-53.00,0.00,0.00,-30.00
02:00 - 02:15,-51.00,-24.00,0.97,-35.00,0.00,0.00,-20.00
02:15 - 02:30,-46.00,-4.00,0.97,-45.00,0.00,0.00,0.00
02:30 - 02:45,14.50,24.16,0.48,-44.00,0.00,0.00,-50.00
02:45 - 03:00,23.19,39.63,0.48,-44.00,0.00,0.00,-60.00
03:00 - 03:15,58.95,33.82,0.00,-53.00,0.00,0.00,-85.00
03:15 - 03:30,17.40,36.72,0.00,-52.00,0.00,0.00,-105.00
03:30 - 03:45,66.68,38.66,0.00,-51.00,0.00,0.00,-110.00
03:45 - 04:00,90.84,36.72,0.00,-51.00,0.00,0.00,-105.00
04:00 - 04:15,61.85,43.49,0.00,-50.00,0.00,0.00,9.66
04:15 - 04:30,31.89,38.66,0.00,-50.00,0.00,0.00,4.83
04:30 - 04:45,0.00,38.66,0.00,-50.00,0.00,0.00,-55.00
04:45 - 05:00,-9.00,40.59,0.00,-50.00,0.00,0.00,-70.00
05:00 - 05:15,32.86,34.79,0.00,-51.00,0.00,0.00,-55.00
05:15 - 05:30,29.96,43.49,0.00,-50.00,0.00,0.00,-35.00
05:30 - 05:45,26.09,43.49,0.00,-49.00,0.00,0.00,-20.00
