Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,29.70,70.89,-1.50,19.16,0.00,-12.00
00:15 - 00:30,0.00,57.48,-1.50,18.49,0.00,-22.00
00:30 - 00:45,-34.00,60.36,-1.50,18.20,0.00,-31.00
00:45 - 01:00,-42.00,46.94,-1.50,18.20,0.00,-48.00
01:00 - 01:15,-67.00,25.87,-1.50,18.20,0.00,-75.00
01:15 - 01:30,-64.00,20.12,-1.50,17.24,0.00,-90.00
01:30 - 01:45,-75.00,14.37,-1.50,17.24,0.00,-96.00
01:45 - 02:00,-63.00,19.16,-1.50,17.24,0.00,-106.00
02:00 - 02:15,-62.00,68.02,-1.50,17.24,0.00,-123.00
02:15 - 02:30,-62.00,63.23,-1.50,17.24,0.00,-123.00
02:30 - 02:45,-50.00,67.06,-1.50,17.24,0.00,-131.00
02:45 - 03:00,-50.00,67.06,-1.50,17.24,0.00,-130.00
03:00 - 03:15,-51.00,56.52,-1.50,16.86,0.00,-132.00
03:15 - 03:30,-53.00,52.69,-1.50,16.86,0.00,-132.00
03:30 - 03:45,-61.00,43.11,-1.50,16.86,0.00,-131.00
03:45 - 04:00,-63.00,33.53,-1.50,16.86,0.00,-130.00
04:00 - 04:15,-65.00,13.41,-1.50,17.25,0.00,-132.00
04:15 - 04:30,-65.00,9.58,-1.50,17.24,0.00,-132.00
04:30 - 04:45,-75.00,-13.00,-1.50,17.24,0.00,-132.00
04:45 - 05:00,-78.00,-17.00,-1.50,18.20,0.00,-132.00
05:00 - 05:15,-77.00,-35.00,-1.50,13.41,0.00,-95.00
05:15 - 05:30,-70.00,-35.00,-1.50,14.37,0.00,-96.00
05:30 - 05:45,-41.00,-37.00,-1.50,16.86,0.00,-62.00
05:45 - 06:00,-41.00,-44.00,-1.50,18.20,0.00,-76.00
06:00 - 06:15,16.29,-41.00,-1.50,21.07,0.00,-65.00
06:15 - 06:30,-27.00,-51.00,-1.50,22.99,0.00,-58.00
