Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
06:30 - 06:45,22.03,-32.00,-1.50,23.00,0.00,-29.00
06:45 - 07:00,21.08,0.00,-1.50,24.90,0.00,-70.00
07:00 - 07:15,3.83,-58.00,-1.50,26.44,0.00,-70.00
07:15 - 07:30,-15.00,-14.00,-1.50,24.82,0.17,-150.00
07:30 - 07:45,49.16,28.50,-1.50,11.05,0.04,0.00
07:45 - 08:00,62.38,35.29,-1.50,9.73,0.12,0.91
08:00 - 08:15,67.79,-35.00,-1.50,4.62,0.00,50.33
08:15 - 08:30,54.87,-45.00,-1.50,3.76,0.29,80.79
08:30 - 08:45,77.61,-28.00,-1.50,3.17,0.10,77.51
08:45 - 09:00,90.83,-8.00,-1.50,3.26,0.21,98.72
09:00 - 09:15,331.66,-48.00,-1.40,6.22,0.23,55.97
09:15 - 09:30,557.74,-50.00,-1.40,7.17,0.26,14.58
09:30 - 09:45,115.90,-51.00,-1.40,15.45,0.00,-206.00
09:45 - 10:00,134.07,-32.00,-1.40,20.46,0.00,-146.00
10:00 - 10:15,70.89,-46.00,-0.60,26.44,0.00,-160.00
10:15 - 10:30,78.56,-40.00,-0.60,26.44,0.00,-135.00
10:30 - 10:45,77.60,-46.00,-0.60,26.44,0.00,-133.00
10:45 - 11:00,93.88,-37.00,-0.60,25.39,0.00,-109.00
11:00 - 11:15,15.33,-23.00,-0.60,22.99,0.00,-78.00
11:15 - 11:30,-113.00,-23.00,-0.60,21.36,0.00,-69.00
11:30 - 11:45,-96.00,-9.00,-0.60,20.12,0.00,-55.00
11:45 - 12:00,-30.00,-17.00,-0.60,19.16,0.00,-61.00
12:00 - 12:15,-108.00,5.75,-0.60,17.24,0.00,-124.00
12:15 - 12:30,-86.00,12.45,-0.60,16.77,0.00,-121.00
12:30 - 12:45,-36.00,-25.00,-0.60,16.77,0.00,-127.00
12:45 - 13:00,18.21,-35.00,-0.60,17.24,0.00,-132.00
13:00 - 13:15,-21.00,-92.00,-0.60,17.24,0.00,-150.00
13:15 - 13:30,-6.00,-88.00,-0.60,17.24,0.00,-156.00
13:30 - 13:45,29.70,-54.00,-0.60,15.33,0.00,-140.00
13:45 - 14:00,33.53,-42.00,-0.60,14.37,0.00,-129.00
14:00 - 14:15,49.82,-47.00,-0.60,14.37,0.00,-94.00
14:15 - 14:30,24.91,-42.00,-0.60,13.41,0.00,-94.00
14:30 - 14:45,0.00,-15.00,-0.60,12.45,0.00,-107.00
14:45 - 15:00,-69.00,0.00,-0.60,12.45,0.00,-98.00
15:00 - 15:15,-18.00,-8.00,-0.60,12.45,0.00,-87.00
15:15 - 15:30,0.00,0.00,-0.60,12.45,0.00,-108.00
15:30 - 15:45,0.00,-10.00,-0.60,12.45,0.00,-93.00
15:45 - 16:00,18.21,-11.00,-0.60,12.45,0.00,-98.00
16:00 - 16:15,-27.00,0.00,-0.60,9.58,0.00,-138.00
16:15 - 16:30,-44.00,0.00,-0.60,10.54,0.00,-127.00
16:30 - 16:45,64.18,20.12,-0.60,11.50,0.00,-175.00
16:45 - 17:00,43.11,-72.00,-0.60,13.41,0.00,-175.00
17:00 - 17:15,16.29,-72.00,-0.60,16.28,0.00,-240.00
17:15 - 17:30,2.87,-64.00,-0.60,17.25,0.57,-270.00
17:30 - 17:45,0.00,-75.00,-0.60,15.60,0.66,-155.00
17:45 - 18:00,0.00,-85.00,-0.60,8.36,0.28,-155.00
18:00 - 18:15,2.95,26.66,-0.60,3.39,0.53,-135.00
18:15 - 18:30,2.98,32.59,-0.60,2.15,0.26,-130.00
18:30 - 18:45,24.32,36.50,-0.60,1.87,0.34,-145.00
18:45 - 19:00,51.02,38.26,-0.60,1.95,0.26,-130.00
19:00 - 19:15,48.61,0.00,-0.60,2.80,0.34,-130.00
19:15 - 19:30,43.34,0.00,-0.60,3.32,0.51,-130.00
19:30 - 19:45,88.09,19.82,-0.60,10.13,2.12,-170.00
19:45 - 20:00,95.80,19.16,-0.60,22.03,6.23,-175.00
20:00 - 20:15,5.75,0.00,-0.60,21.08,7.66,-200.00
20:15 - 20:30,47.89,0.00,-0.60,21.08,5.75,-209.98
20:30 - 20:45,41.20,9.58,-0.60,22.03,0.00,-120.00
20:45 - 21:00,53.65,14.37,-0.60,20.88,0.00,-120.00
21:00 - 21:15,69.93,0.00,-1.00,19.16,0.00,-55.00
21:15 - 21:30,-71.00,-70.00,-1.00,19.16,0.00,23.95
21:30 - 21:45,-33.00,-22.00,-1.00,18.97,0.00,28.74
21:45 - 22:00,6.71,-15.00,-1.00,17.05,0.00,14.37
22:00 - 22:15,26.83,-11.00,-1.00,16.09,0.00,-90.00
22:15 - 22:30,20.11,-11.00,-1.00,15.14,0.00,-90.00
22:30 - 22:45,0.00,-38.00,-1.00,13.03,0.00,-75.00
22:45 - 23:00,0.00,-42.00,-1.00,11.11,0.00,-55.00
23:00 - 23:15,40.23,-28.00,-1.00,10.35,0.00,-40.00
23:15 - 23:30,32.57,-29.00,-1.00,9.58,0.00,-60.00
23:30 - 23:45,37.36,-31.00,-1.00,8.62,0.00,-90.00
23:45 - 24:00,43.11,-33.00,-1.00,7.47,0.00,-120.00
