Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,285.74,149.62,15.44,0.00,0.00,-40.00
00:15 - 00:30,272.21,125.49,14.48,0.00,0.00,64.68
00:30 - 00:45,33.79,103.29,13.51,-18.00,0.00,106.18
00:45 - 01:00,31.85,79.15,12.55,-18.00,0.00,101.36
01:00 - 01:15,221.06,57.92,11.58,-18.00,0.00,42.47
01:15 - 01:30,224.92,36.68,11.58,-18.00,0.00,54.06
01:30 - 01:45,45.37,38.61,11.58,-30.00,0.00,96.53
01:45 - 02:00,118.74,40.54,11.58,-30.00,0.00,96.53
02:00 - 02:15,160.24,71.43,10.62,-30.00,0.00,57.92
02:15 - 02:30,161.21,62.74,10.62,-30.00,0.00,60.81
02:30 - 02:45,176.64,81.09,10.62,-35.00,0.00,57.92
02:45 - 03:00,174.71,35.72,10.62,-35.00,0.00,57.92
03:00 - 03:15,117.77,87.84,10.62,-35.00,0.00,57.92
03:15 - 03:30,54.06,92.66,10.62,-35.00,0.00,63.71
03:30 - 03:45,45.37,89.77,10.62,-35.00,0.00,58.88
03:45 - 04:00,50.20,90.74,10.62,-35.00,0.00,60.81
04:00 - 04:15,21.24,77.23,9.65,-35.00,0.00,69.50
04:15 - 04:30,45.37,71.43,9.65,-35.00,0.00,54.06
04:30 - 04:45,42.47,66.61,9.65,-35.00,0.00,61.78
04:45 - 05:00,25.10,61.78,9.65,-35.00,0.00,59.85
05:00 - 05:15,0.00,45.37,10.62,-35.00,0.00,27.99
05:15 - 05:30,-23.00,12.55,10.62,-35.00,0.00,25.10
05:30 - 05:45,-97.00,-24.00,11.58,-35.00,0.10,22.20
05:45 - 06:00,-167.00,-24.00,11.58,-35.00,0.00,-34.00
06:00 - 06:15,22.19,-28.00,21.24,-35.00,0.00,17.38
06:15 - 06:30,19.31,63.71,21.24,-35.00,2.90,68.52
06:30 - 06:45,17.38,63.71,21.24,-35.00,0.00,65.63
06:45 - 07:00,0.00,-30.00,21.24,-34.00,0.00,-24.00
