Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
07:00 - 07:15,36.68,16.41,22.20,-23.00,0.00,-30.00
07:15 - 07:30,-195.00,9.65,22.20,-27.00,0.00,-90.00
07:30 - 07:45,-180.00,16.41,22.20,-28.00,0.00,-89.00
07:45 - 08:00,-135.00,23.16,21.24,-18.00,0.00,-32.00
08:00 - 08:15,-100.00,72.40,21.24,-51.00,0.00,5.79
08:15 - 08:30,11.58,82.05,19.31,-36.00,0.00,7.72
08:30 - 08:45,83.02,86.87,23.17,-16.00,0.00,44.40
08:45 - 09:00,90.74,94.60,25.10,-6.00,0.00,44.40
09:00 - 09:15,180.52,108.11,26.06,-27.00,0.00,60.81
09:15 - 09:30,248.08,111.01,26.06,-16.00,0.00,45.37
09:30 - 09:45,256.77,123.56,27.99,-6.00,0.00,51.16
09:45 - 10:00,255.80,137.07,27.03,-6.00,0.00,70.47
10:00 - 10:15,261.60,128.38,27.03,-6.00,0.00,57.92
10:15 - 10:30,261.59,142.86,27.03,-6.00,0.00,48.27
10:30 - 10:45,206.57,138.04,24.13,0.00,0.00,86.88
10:45 - 11:00,240.36,147.69,23.17,0.00,0.00,77.22
11:00 - 11:15,157.34,154.45,22.20,0.00,0.00,72.40
11:15 - 11:30,202.71,168.93,20.27,0.00,0.00,82.05
11:30 - 11:45,210.43,167.00,19.31,0.00,0.00,38.61
11:45 - 12:00,210.43,179.55,17.86,0.00,0.00,4.83
12:00 - 12:15,300.20,185.34,16.41,0.00,0.00,4.83
12:15 - 12:30,290.55,144.80,16.41,0.00,0.00,4.83
12:30 - 12:45,251.95,149.62,16.41,0.00,0.00,24.13
12:45 - 13:00,190.16,128.38,16.41,0.00,0.00,24.13
13:00 - 13:15,243.25,133.21,25.58,0.00,0.00,33.79
13:15 - 13:30,256.77,133.21,25.58,0.00,0.00,38.61
13:30 - 13:45,256.76,130.32,25.58,0.00,0.00,28.96
13:45 - 14:00,276.07,139.97,25.58,0.00,0.00,43.44
14:00 - 14:15,325.31,154.45,25.58,0.00,0.00,53.09
14:15 - 14:30,366.81,177.62,25.58,0.00,0.00,43.44
14:30 - 14:45,373.57,211.40,25.58,0.00,0.00,57.92
14:45 - 15:00,366.81,230.71,25.58,0.00,0.00,43.44
15:00 - 15:15,368.74,254.84,25.10,0.00,0.00,82.05
15:15 - 15:30,321.44,267.39,25.10,0.00,0.00,111.01
15:30 - 15:45,270.28,309.86,25.10,0.00,0.00,67.57
15:45 - 16:00,244.22,315.65,25.10,0.00,0.00,53.09
16:00 - 16:15,223.95,313.72,24.13,0.00,0.00,57.92
16:15 - 16:30,206.57,313.73,23.17,0.00,0.00,62.74
16:30 - 16:45,145.76,310.83,22.20,0.00,0.00,62.74
16:45 - 17:00,116.80,317.58,23.17,-5.00,0.00,72.40
17:00 - 17:15,48.27,241.32,13.51,-14.00,0.00,28.96
17:15 - 17:30,18.34,223.95,12.55,-23.00,0.00,115.84
17:30 - 17:45,-27.00,250.98,11.58,-31.00,0.00,86.88
17:45 - 18:00,81.09,250.97,10.62,-43.00,0.00,86.88
18:00 - 18:15,129.35,85.91,8.69,-29.00,0.00,96.53
18:15 - 18:30,97.48,84.95,10.14,-27.00,0.00,86.88
18:30 - 18:45,83.29,84.16,10.96,-23.00,0.00,92.06
18:45 - 19:00,56.57,47.64,8.34,-58.00,0.00,74.43
19:00 - 19:15,9.86,11.82,2.95,-25.00,0.00,42.69
19:15 - 19:30,26.92,9.32,2.09,-27.00,0.00,32.64
19:30 - 19:45,13.44,-8.00,0.74,-27.00,0.00,18.61
19:45 - 20:00,13.72,0.00,0.70,-29.00,0.00,17.64
20:00 - 20:15,0.00,-17.00,0.61,-29.00,0.01,27.25
20:15 - 20:30,-17.00,-17.00,0.67,-31.00,0.07,29.90
20:30 - 20:45,0.00,0.00,0.68,-6.00,0.14,35.79
20:45 - 21:00,0.00,0.00,0.74,-6.00,0.19,39.37
21:00 - 21:15,0.00,0.00,1.02,-6.00,0.06,50.96
21:15 - 21:30,120.64,0.00,1.02,-6.00,0.00,50.97
21:30 - 21:45,12.77,9.60,1.67,-6.00,0.00,100.19
21:45 - 22:00,56.79,13.98,1.75,-6.00,0.00,104.83
22:00 - 22:15,168.19,13.89,2.42,-6.00,0.00,63.70
22:15 - 22:30,210.15,15.29,2.55,-6.00,0.00,67.06
22:30 - 22:45,71.34,38.35,2.92,-20.00,0.00,92.03
22:45 - 23:00,68.14,40.95,3.11,-20.00,0.00,90.09
23:00 - 23:15,76.34,17.52,4.51,-10.00,0.05,120.12
23:15 - 23:30,45.45,15.25,5.49,-10.00,0.00,110.72
23:30 - 23:45,96.55,0.00,9.32,-15.00,0.00,82.27
23:45 - 24:00,59.13,0.00,10.93,-20.00,0.00,64.28
