Generator,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
Revision No,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCGT-Bawana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Schedule,270.0001,270.0001,216.0163,216.0163,216.0163,270.0001,270.0001,270.0001,270.0001,270.0001,270.0001,270.0001,270.0001,270.0001,270.0001,270.0001,270.0001,270.0001,270.0001,270.0001,270.0001,270.0001,270.0001,270.0001,270.0000,273.8060,273.8060,280.2160,315.0000,315.0000,315.0000,315.0001,315.0000,315.0000,315.0000,315.0000,315.0000,315.0000,315.0000,315.0000,315.0000,315.0000,315.0000,315.0000,296.6064,290.1964,270.5900,270.5900,270.5900,270.5900,270.5900,270.5900,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.5900,312.2160,315.0000,315.0000,315.0000,315.0000,315.0000,315.0000,315.0000,315.0000,315.0000,315.0000,315.0000,345.0000,345.0000,345.0000,345.0000,310.2160,303.8060,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,299.9999,299.9999,299.9999,299.9999,299.9999,299.9999,299.9999,299.9999
DC Considered for Schedule,1380.00,1380.00,1380.00,1380.00,1380.00,1380.00,1380.00,1380.00,1380.00,1380.00,1380.00,1380.00,1380.00,1380.00,1380.00,1380.00,1380.00,1380.00,1380.00,1380.00,1350.00,1350.00,1350.00,1350.00,1330.00,1330.00,1330.00,1330.00,1330.00,1330.00,1330.00,1330.00,1330.00,1330.00,1330.00,1330.00,1330.00,1330.00,1330.00,1330.00,1330.00,1330.00,1330.00,1330.00,1330.00,1330.00,1330.00,1330.00,1350.00,1350.00,1350.00,1350.00,1350.00,1350.00,1350.00,1350.00,1350.00,1350.00,1350.00,1350.00,1350.00,1350.00,1350.00,1350.00,1350.00,1350.00,1350.00,1350.00,1350.00,1350.00,1350.00,1350.00,1350.00,1350.00,1350.00,1350.00,1350.00,1350.00,1350.00,1350.00,1350.00,1350.00,1350.00,1350.00,1350.00,1350.00,1350.00,1350.00,1350.00,1350.00,1350.00,1350.00,1350.00,1350.00,1350.00,1350.00
