Generator,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
Revision No,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCGT-Bawana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Schedule,30.0000,30.0000,30.0000,80.0000,120.0000,150.0000,270.0000,270.0000,270.0000,270.0000,270.0000,216.1858,216.1858,270.0000,270.0000,270.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,300.0000,313.4464,333.0528,347.0528,347.0528,347.0528,347.0528,350.0000,350.0000,380.0000,410.0000,500.0000,570.0000,670.0001,670.0000,670.0000,670.0000,640.0000,640.0000,640.0000,640.0000,640.0000,640.0001,485.0000,485.0000,470.0001,470.0001,470.0002,470.0002,470.0002,470.0002,470.0002,470.0002,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0000,470.0000,490.0000,560.0000,570.0000,570.0000,607.0000,627.0000,627.0000,627.0000,627.0000,627.0000,627.0000,570.0000,560.0000,530.0000,530.0000,470.0000,470.0000,470.0000,470.0000,470.0000,470.0001,470.0001,470.0001,472.0001,472.0001,472.0001,472.0001,472.0001,472.0001
DC Considered for Schedule,960.00,960.00,960.00,960.00,960.00,960.00,960.00,960.00,960.00,960.00,960.00,960.00,960.00,960.00,960.00,960.00,960.00,960.00,960.00,960.00,960.00,960.00,960.00,960.00,960.00,960.00,960.00,960.00,960.00,960.00,960.00,960.00,960.00,960.00,960.00,960.00,960.00,960.00,960.00,960.00,960.00,960.00,960.00,960.00,960.00,960.00,960.00,960.00,960.00,960.00,960.00,960.00,960.00,960.00,960.00,960.00,990.00,990.00,990.00,990.00,990.00,990.00,990.00,990.00,990.00,990.00,990.00,990.00,990.00,990.00,990.00,990.00,990.00,990.00,990.00,990.00,990.00,990.00,990.00,990.00,960.00,960.00,960.00,960.00,960.00,960.00,960.00,960.00,960.00,960.00,150.00,120.00,80.00,30.00,30.00,30.00
