Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
07:00 - 07:15,-114.00,-20.00,0.21,-20.00,0.82,-132.00
07:15 - 07:30,-46.00,-31.00,0.23,-20.00,0.65,-140.00
07:30 - 07:45,-14.00,-30.00,0.26,-20.00,0.61,-146.00
07:45 - 08:00,0.00,-19.00,0.22,-20.00,0.42,-156.00
08:00 - 08:15,-62.00,-13.00,0.34,-20.00,0.58,-160.00
08:15 - 08:30,-73.00,-10.00,0.78,-20.00,0.00,-140.00
08:30 - 08:45,-50.00,0.00,1.05,-20.00,0.00,-130.00
08:45 - 09:00,-38.00,0.00,0.68,-20.00,0.00,-135.00
09:00 - 09:15,21.69,0.00,0.00,-20.00,0.00,-116.00
09:15 - 09:30,48.09,0.00,0.00,-20.00,0.00,-117.00
09:30 - 09:45,-18.00,0.00,0.00,-20.00,0.00,-92.00
09:45 - 10:00,-39.00,0.00,0.00,-20.00,0.00,-109.00
10:00 - 10:15,-47.00,86.51,3.84,-25.00,0.00,-98.00
10:15 - 10:30,-42.00,-40.00,3.84,-25.00,0.00,-91.00
10:30 - 10:45,-49.00,-31.00,4.04,-25.00,0.00,-110.00
10:45 - 11:00,13.46,-14.00,3.36,-25.00,0.00,-85.00
11:00 - 11:15,18.26,-25.00,2.69,-25.00,0.00,-36.00
11:15 - 11:30,22.11,-26.00,1.92,-25.00,0.00,-52.00
11:30 - 11:45,14.42,-20.00,1.25,-25.00,0.00,-35.00
11:45 - 12:00,14.42,-24.00,0.67,-25.00,0.00,-82.00
12:00 - 12:15,0.00,0.00,0.58,-25.00,0.00,-77.00
12:15 - 12:30,28.84,0.00,-0.30,-25.00,0.00,-74.00
12:30 - 12:45,8.65,0.00,-1.00,-25.00,0.00,-87.00
12:45 - 13:00,0.00,-15.00,-1.00,-25.00,0.00,-93.00
13:00 - 13:15,0.00,0.00,-1.20,-25.00,0.00,-100.00
13:15 - 13:30,0.00,0.00,-1.20,-25.00,0.00,-120.00
13:30 - 13:45,0.00,0.00,-2.20,-25.00,0.00,-30.00
13:45 - 14:00,-35.00,0.00,-4.30,-25.00,0.00,9.61
14:00 - 14:15,8.65,0.00,5.77,-25.00,0.00,5.77
14:15 - 14:30,16.33,0.00,5.77,-25.00,0.00,4.81
14:30 - 14:45,20.18,0.00,5.77,-25.00,0.00,-20.00
14:45 - 15:00,30.76,0.00,5.29,-25.00,0.00,-30.00
15:00 - 15:15,26.91,-55.00,5.77,-25.00,0.00,-20.00
15:15 - 15:30,22.10,-45.00,5.29,-25.00,0.00,-25.00
15:30 - 15:45,0.00,0.00,5.77,-25.00,0.00,-60.00
15:45 - 16:00,0.00,0.00,6.06,-25.00,0.00,-125.00
16:00 - 16:15,-31.00,-175.00,6.34,-25.00,0.00,-190.00
16:15 - 16:30,0.00,-156.00,7.02,-25.00,0.00,-153.00
16:30 - 16:45,-19.00,-115.00,7.40,-25.00,0.00,-150.00
16:45 - 17:00,-92.00,-50.00,7.35,-25.00,0.00,-150.00
17:00 - 17:15,-51.00,0.00,4.58,-25.00,0.00,-191.00
17:15 - 17:30,-42.00,-54.00,5.91,-25.00,0.00,-190.00
17:30 - 17:45,-135.00,-61.00,5.30,-25.00,0.00,-228.00
17:45 - 18:00,-153.00,-46.00,3.45,-25.00,1.61,-220.00
18:00 - 18:15,-61.00,2.82,2.17,-25.00,0.48,-198.00
18:15 - 18:30,-1.00,0.77,0.87,-25.00,0.37,-145.00
18:30 - 18:45,14.47,0.00,0.54,-25.00,0.11,-121.00
18:45 - 19:00,14.01,0.00,0.59,-25.00,0.30,-102.00
19:00 - 19:15,46.21,0.00,0.68,-25.00,0.31,-89.00
19:15 - 19:30,49.34,0.00,0.72,-25.00,0.50,-98.00
19:30 - 19:45,9.86,-14.00,1.56,-25.00,0.60,-129.00
19:45 - 20:00,0.00,-51.00,2.48,-25.00,0.00,-185.00
20:00 - 20:15,0.00,-76.00,10.57,-30.00,0.00,-189.00
20:15 - 20:30,0.00,-26.00,10.57,-30.00,0.00,-149.00
20:30 - 20:45,-8.00,0.00,10.57,-30.00,0.00,-136.00
20:45 - 21:00,-28.00,-108.00,9.42,-30.00,0.00,-231.00
21:00 - 21:15,50.95,-123.00,9.13,-30.00,0.00,-289.00
21:15 - 21:30,0.00,-135.00,8.65,-30.00,0.00,-228.00
21:30 - 21:45,-59.00,-77.00,7.88,-30.00,0.00,-187.00
21:45 - 22:00,-36.00,-88.00,7.50,-30.00,0.00,-148.00
22:00 - 22:15,0.00,-61.00,6.54,-30.00,0.00,-120.00
22:15 - 22:30,39.41,-19.00,5.77,-30.00,0.00,-141.00
22:30 - 22:45,78.82,0.00,5.57,-30.00,0.00,-135.00
22:45 - 23:00,70.17,-30.00,4.61,-30.00,0.00,-127.00
23:00 - 23:15,52.87,0.00,3.84,-30.00,0.00,-142.00
23:15 - 23:30,34.61,0.00,3.84,-30.00,0.00,-141.00
23:30 - 23:45,0.00,0.00,3.36,-30.00,0.00,-158.00
23:45 - 24:00,-21.00,0.00,3.17,-30.00,0.00,-158.00
