Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,-50.00,43.25,-6.00,-20.00,0.00,-10.00
00:15 - 00:30,-52.00,43.25,-6.00,-20.00,0.00,-6.00
00:30 - 00:45,-25.00,43.25,-6.00,-20.00,0.00,-10.00
00:45 - 01:00,-30.00,43.25,-6.50,-20.00,0.00,-10.00
01:00 - 01:15,10.57,28.84,-6.50,-20.00,0.00,-10.00
01:15 - 01:30,11.53,28.84,-6.50,-20.00,0.00,-10.00
01:30 - 01:45,39.41,33.64,-6.80,-20.00,0.00,-6.00
01:45 - 02:00,31.72,31.72,-6.80,-20.00,0.00,-8.00
02:00 - 02:15,47.10,43.25,-7.00,-20.00,0.00,-5.00
02:15 - 02:30,49.98,46.14,-7.00,-20.00,0.00,-4.00
02:30 - 02:45,10.57,50.95,-7.00,-20.00,0.00,-12.00
02:45 - 03:00,13.46,52.86,-7.00,-20.00,0.00,-12.00
03:00 - 03:15,-4.00,52.87,-7.00,-20.00,0.00,-6.00
03:15 - 03:30,27.87,65.37,-7.00,-20.00,0.00,-6.00
03:30 - 03:45,48.06,62.48,-7.00,-20.00,0.00,-2.00
03:45 - 04:00,45.18,60.55,-7.00,-20.00,0.00,-2.00
04:00 - 04:15,47.10,63.44,-7.00,-20.00,0.00,-23.00
04:15 - 04:30,43.25,49.99,-6.00,-20.00,0.00,-22.00
04:30 - 04:45,39.41,51.90,-6.00,-20.00,0.00,-22.00
04:45 - 05:00,-16.00,52.87,-5.80,-20.00,0.00,-24.00
05:00 - 05:15,-39.00,0.00,-3.00,-20.00,0.00,-14.00
05:15 - 05:30,-19.00,17.30,-1.30,-20.00,0.00,-15.00
05:30 - 05:45,-13.00,0.00,0.96,-20.00,0.00,-33.00
05:45 - 06:00,-36.00,14.42,1.92,-20.00,0.00,-103.00
06:00 - 06:15,-22.00,17.30,0.00,-20.00,0.00,-16.00
06:15 - 06:30,-3.00,1.92,0.00,-20.00,0.00,-70.00
06:30 - 06:45,-25.00,-6.00,0.53,-20.00,4.42,-88.00
06:45 - 07:00,-37.00,-7.00,0.92,-20.00,2.63,-103.00
