Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,94.43,75.15,9.64,-20.00,0.00,42.39
00:15 - 00:30,40.47,72.26,9.15,-28.00,0.00,43.36
00:30 - 00:45,19.27,48.17,8.48,-29.00,0.00,38.54
00:45 - 01:00,22.16,28.91,8.19,-28.00,0.00,38.54
01:00 - 01:15,12.53,19.27,8.19,-28.00,0.00,14.45
01:15 - 01:30,0.00,4.82,8.00,-27.00,0.00,19.26
01:30 - 01:45,-18.00,0.00,7.71,-29.00,0.00,14.45
01:45 - 02:00,-18.00,-15.00,7.42,-29.00,0.00,21.20
02:00 - 02:15,-40.00,-32.00,7.23,-24.00,0.00,20.23
02:15 - 02:30,-50.00,-40.00,7.03,-25.00,0.00,19.27
02:30 - 02:45,0.00,-38.00,6.74,-24.00,0.00,-50.00
02:45 - 03:00,0.00,-38.00,6.74,-24.00,0.00,-40.00
03:00 - 03:15,0.00,0.00,6.74,-25.00,0.00,13.49
03:15 - 03:30,0.00,0.00,6.75,-24.00,0.00,5.78
03:30 - 03:45,0.00,0.00,6.74,-25.00,0.00,-43.00
03:45 - 04:00,0.00,0.00,6.74,-25.00,0.00,-71.00
04:00 - 04:15,-40.00,0.00,6.36,-24.00,0.00,-34.00
04:15 - 04:30,-51.00,0.00,5.78,-25.00,0.00,-33.00
04:30 - 04:45,-111.00,0.00,5.49,-24.00,0.00,-10.00
04:45 - 05:00,-113.00,0.00,5.20,-24.00,0.00,-50.00
05:00 - 05:15,-104.00,-33.00,4.82,-24.00,0.00,32.76
05:15 - 05:30,-111.00,-32.00,4.82,-23.00,0.00,30.83
05:30 - 05:45,-67.00,-40.00,5.30,-23.00,0.00,21.20
05:45 - 06:00,-73.00,-40.00,5.78,-23.00,0.00,19.27
06:00 - 06:15,0.00,20.23,14.45,-28.00,0.00,9.64
06:15 - 06:30,0.00,-22.00,14.93,-28.00,0.00,12.53
06:30 - 06:45,30.84,-10.00,15.22,-26.00,0.00,-28.00
06:45 - 07:00,6.74,26.98,15.03,-28.00,0.00,-98.00
07:00 - 07:15,79.97,68.41,15.13,-27.00,0.00,-90.00
07:15 - 07:30,52.99,62.63,14.93,-27.00,0.00,-65.00
07:30 - 07:45,23.12,31.80,14.93,-26.00,0.00,-64.00
07:45 - 08:00,-10.00,29.87,14.93,0.00,0.00,-74.00
08:00 - 08:15,-14.00,43.35,15.42,-26.00,0.00,-64.00
08:15 - 08:30,-17.00,53.96,14.45,-26.00,0.00,-59.00
08:30 - 08:45,-24.00,70.34,18.11,-10.00,0.00,-19.00
08:45 - 09:00,-30.00,72.26,19.27,0.00,0.00,-11.00
09:00 - 09:15,-15.00,72.26,20.72,0.00,0.00,-36.00
09:15 - 09:30,12.53,55.88,21.20,0.00,0.00,-37.00
09:30 - 09:45,0.00,67.44,22.16,0.00,0.00,24.09
09:45 - 10:00,12.53,71.29,21.68,0.00,0.00,28.91
10:00 - 10:15,20.23,26.01,22.16,0.00,0.00,52.04
10:15 - 10:30,19.27,27.94,22.16,0.00,0.00,63.59
10:30 - 10:45,12.53,44.32,18.69,0.00,0.00,86.71
10:45 - 11:00,-14.00,9.64,17.54,0.00,0.00,86.71
11:00 - 11:15,38.54,28.91,16.28,0.00,0.00,96.35
