Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
11:15 - 11:30,84.79,13.49,14.93,0.00,0.00,57.81
11:30 - 11:45,80.94,0.00,13.49,0.00,0.00,33.72
11:45 - 12:00,95.38,0.00,12.33,0.00,0.00,48.18
12:00 - 12:15,136.82,9.64,11.56,0.00,0.00,52.99
12:15 - 12:30,137.78,9.64,11.56,0.00,0.00,57.81
12:30 - 12:45,108.88,0.00,11.08,0.00,0.00,125.25
12:45 - 13:00,99.24,0.00,10.60,0.00,0.00,105.98
13:00 - 13:15,177.29,0.00,20.23,0.00,0.00,52.99
13:15 - 13:30,172.47,0.00,20.23,0.00,0.00,12.53
13:30 - 13:45,21.20,0.00,12.53,0.00,0.00,67.44
13:45 - 14:00,52.99,0.00,12.53,0.00,0.00,86.71
14:00 - 14:15,0.00,-69.00,12.53,0.00,0.00,-45.00
14:15 - 14:30,23.12,-28.00,12.53,0.00,0.00,43.36
14:30 - 14:45,27.93,-28.00,12.53,0.00,0.00,4.82
14:45 - 15:00,56.84,-18.00,12.53,0.00,0.00,-5.00
15:00 - 15:15,95.39,-32.00,10.60,-30.00,0.00,-65.00
15:15 - 15:30,101.17,-23.00,10.60,-30.00,0.00,-70.00
15:30 - 15:45,124.29,0.00,9.64,-30.00,0.00,-50.00
15:45 - 16:00,131.03,0.00,9.64,-30.00,0.00,-45.00
16:00 - 16:15,168.61,0.00,8.67,-30.00,0.00,-15.00
16:15 - 16:30,175.36,0.00,8.67,-30.00,0.00,-10.00
16:30 - 16:45,230.27,9.64,7.71,-53.00,0.00,-5.00
16:45 - 17:00,246.66,14.45,8.67,-56.00,0.00,-30.00
17:00 - 17:15,232.21,23.12,0.00,-66.00,0.00,-93.00
17:15 - 17:30,224.49,32.76,-2.00,-74.00,0.00,-84.00
17:30 - 17:45,229.31,0.00,-3.00,-84.00,0.00,-100.00
17:45 - 18:00,238.95,0.00,-4.00,-92.00,0.00,-100.00
18:00 - 18:15,224.50,0.00,-5.00,-94.00,0.00,-8.00
18:15 - 18:30,323.74,0.00,-4.00,-94.00,0.00,-60.00
18:30 - 18:45,252.43,29.87,-2.00,-96.00,0.00,18.31
18:45 - 19:00,183.06,31.80,0.00,-98.00,0.00,-40.00
19:00 - 19:15,138.74,-50.00,1.93,-98.00,0.00,-59.00
19:15 - 19:30,89.60,-44.00,1.93,-98.00,0.00,-56.00
19:30 - 19:45,-24.00,0.00,1.93,-99.00,0.00,-57.00
19:45 - 20:00,-38.00,-24.00,1.93,-99.00,0.00,-57.00
20:00 - 20:15,-13.00,-39.00,2.89,-100.00,1.73,-60.00
20:15 - 20:30,-6.00,-30.00,2.89,-100.00,2.79,-55.00
20:30 - 20:45,52.03,0.00,2.89,-100.00,3.28,-35.00
20:45 - 21:00,58.77,0.00,2.89,-99.00,0.00,-30.00
21:00 - 21:15,59.74,-51.00,3.85,-98.00,0.00,-20.00
21:15 - 21:30,64.56,-55.00,3.85,-99.00,0.29,-15.00
21:30 - 21:45,94.42,-52.00,3.85,-100.00,0.00,-25.00
21:45 - 22:00,105.98,-47.00,3.85,-100.00,0.00,-25.00
22:00 - 22:15,97.31,-51.00,2.89,-101.00,0.00,-38.00
22:15 - 22:30,128.15,-53.00,2.89,-101.00,0.00,-40.00
22:30 - 22:45,194.62,0.00,1.93,-97.00,0.00,-34.00
22:45 - 23:00,206.19,0.00,1.93,-97.00,0.00,-36.00
23:00 - 23:15,207.16,38.54,0.96,-98.00,1.25,-31.00
23:15 - 23:30,208.12,68.41,0.96,-98.00,0.00,-33.00
23:30 - 23:45,195.59,52.99,10.31,-97.00,0.00,-45.00
23:45 - 24:00,154.16,43.36,10.31,-97.00,0.00,-45.00
