Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,0.00,258.98,-1.50,9.02,-13.00,0.00,0.00
00:15 - 00:30,0.00,214.87,-1.50,8.82,-13.00,0.00,0.00
00:30 - 00:45,0.00,205.27,-1.50,8.73,-13.00,0.00,0.00
00:45 - 01:00,0.00,196.64,-1.50,8.63,-13.00,0.00,-8.00
01:00 - 01:15,25.90,208.15,-1.50,8.63,-13.00,0.00,-13.00
01:15 - 01:30,23.98,207.18,-1.50,8.54,-13.00,0.00,-14.00
01:30 - 01:45,28.78,200.47,-1.50,8.44,-13.00,0.00,-10.00
01:45 - 02:00,27.82,200.47,-1.50,8.44,-14.00,0.00,-9.00
02:00 - 02:15,-17.00,209.10,-1.50,8.35,-13.00,0.00,-40.00
02:15 - 02:30,-18.00,218.70,-1.50,8.25,-14.00,0.00,-37.00
02:30 - 02:45,0.00,239.80,-1.50,8.25,-13.00,0.00,-30.00
02:45 - 03:00,0.00,239.80,-1.50,8.35,-13.00,0.00,-30.00
03:00 - 03:15,0.00,244.59,-1.50,8.54,-13.00,0.00,-29.00
03:15 - 03:30,0.00,244.60,-1.50,8.63,-13.00,0.00,-30.00
03:30 - 03:45,0.00,196.64,-1.50,8.63,-13.00,0.00,-33.00
03:45 - 04:00,0.00,195.68,-1.50,8.82,-13.00,0.00,8.63
04:00 - 04:15,0.00,198.54,-1.50,9.02,-13.00,0.00,-10.00
04:15 - 04:30,0.00,201.43,-1.50,9.11,-13.00,0.00,-8.00
04:30 - 04:45,-50.00,193.76,-1.50,9.78,-13.00,0.00,-13.00
04:45 - 05:00,49.88,167.86,-1.50,11.03,-13.00,0.00,-69.00
05:00 - 05:15,25.90,101.68,-1.50,12.85,-13.00,0.00,-118.00
05:15 - 05:30,-8.00,122.78,-1.50,14.39,-13.00,0.00,0.00
05:30 - 05:45,-18.00,115.10,-1.50,15.35,0.00,0.00,24.94
05:45 - 06:00,-16.00,182.26,-1.50,17.55,0.00,0.00,30.69
06:00 - 06:15,-137.00,179.37,-1.50,18.99,-9.00,0.00,0.00
