Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,-23.00,-8.00,-1.00,3.74,-13.00,0.00,-41.00
00:15 - 00:30,-30.00,-55.00,-1.00,3.26,-14.00,0.00,-41.00
00:30 - 00:45,-38.00,-14.00,-1.00,3.17,-17.00,0.00,-45.00
00:45 - 01:00,-37.00,-13.00,-1.00,3.07,-17.00,0.00,-44.00
01:00 - 01:15,-12.00,-4.00,-1.00,2.88,-17.00,0.00,-44.00
01:15 - 01:30,-9.00,-25.00,-1.00,2.88,-15.00,0.00,-44.00
01:30 - 01:45,0.00,0.00,-1.00,2.88,-15.00,0.00,-38.00
01:45 - 02:00,0.00,0.00,-1.00,2.88,-15.00,0.00,-29.00
02:00 - 02:15,0.00,-8.00,-1.00,2.88,-16.00,0.00,-27.00
02:15 - 02:30,0.00,-9.00,-1.00,2.78,-14.00,0.00,-31.00
02:30 - 02:45,8.65,0.00,-1.00,2.78,-15.00,0.00,-32.00
02:45 - 03:00,11.53,0.00,-1.00,2.78,-15.00,0.00,-25.00
03:00 - 03:15,-9.00,0.00,-1.00,2.78,-14.00,0.00,-22.00
03:15 - 03:30,-11.00,-12.00,-1.00,2.78,-14.00,0.00,-18.00
03:30 - 03:45,-21.00,-20.00,-1.00,2.88,-13.00,0.00,-13.00
03:45 - 04:00,-32.00,-27.00,-1.00,3.07,-15.00,0.00,-20.00
04:00 - 04:15,-67.00,-54.00,-1.00,3.36,-14.00,0.00,-30.00
04:15 - 04:30,-69.00,-62.00,-1.00,3.84,-14.00,0.00,-28.00
04:30 - 04:45,-77.00,-67.00,-1.00,4.03,-14.00,0.00,-27.00
04:45 - 05:00,-144.00,-65.00,-1.00,5.28,-14.00,0.00,-21.00
05:00 - 05:15,-165.00,-48.00,-1.00,7.39,-14.00,0.00,-35.00
05:15 - 05:30,-94.00,-71.00,-1.00,9.41,-14.00,0.00,-37.00
05:30 - 05:45,-117.00,-44.00,-1.00,12.10,-13.00,0.00,-46.00
05:45 - 06:00,-95.00,-59.00,-1.00,15.36,-13.00,0.00,-97.00
06:00 - 06:15,-24.00,-46.00,-1.00,13.06,-16.00,0.00,36.48
06:15 - 06:30,21.12,-135.00,-1.00,15.27,-9.00,0.00,34.56
06:30 - 06:45,-25.00,-139.00,-1.00,16.13,-9.00,0.00,29.76
06:45 - 07:00,-28.00,-134.00,-1.00,13.79,-9.00,0.00,12.54
07:00 - 07:15,-21.00,-135.00,-1.00,4.63,-9.00,0.66,-1.00
07:15 - 07:30,-23.00,-123.00,-1.00,2.78,-9.00,0.65,-15.00
07:30 - 07:45,-1.00,-143.00,-1.00,1.83,-9.00,0.49,-46.00
