Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,0.00,-37.00,13.12,0.00,0.00,0.00
00:15 - 00:30,0.00,-35.00,12.45,0.00,0.00,-5.00
00:30 - 00:45,-32.00,-10.00,12.07,0.00,0.00,0.00
00:45 - 01:00,-37.00,-14.00,11.50,0.00,0.00,4.79
01:00 - 01:15,-33.00,0.00,11.02,0.00,0.00,9.58
01:15 - 01:30,-32.00,0.00,10.92,0.00,0.00,14.37
01:30 - 01:45,-40.00,0.00,10.92,0.00,0.00,19.16
01:45 - 02:00,-34.00,0.00,10.44,0.00,0.00,19.16
02:00 - 02:15,-23.00,-5.00,10.63,0.00,0.00,14.37
02:15 - 02:30,-24.00,-6.00,10.54,0.00,0.00,14.37
02:30 - 02:45,-22.00,-10.00,10.63,0.00,0.00,9.58
02:45 - 03:00,-22.00,-6.00,10.63,0.00,0.00,9.58
03:00 - 03:15,-26.00,-8.00,10.63,0.00,0.00,14.37
03:15 - 03:30,-28.00,-12.00,10.63,0.00,0.00,9.58
03:30 - 03:45,-20.00,0.00,10.83,0.00,0.00,4.79
03:45 - 04:00,-24.00,0.00,11.11,0.00,0.00,4.79
04:00 - 04:15,0.00,-5.00,11.59,0.00,0.00,0.00
04:15 - 04:30,0.00,-5.00,12.26,0.00,0.00,0.00
04:30 - 04:45,-16.00,51.73,12.55,0.00,0.00,4.79
04:45 - 05:00,-14.00,54.60,13.51,0.00,0.00,-10.00
05:00 - 05:15,-26.00,22.03,8.72,0.00,0.00,33.53
05:15 - 05:30,-27.00,22.99,10.83,0.00,0.00,14.37
05:30 - 05:45,-19.00,45.03,13.70,0.00,0.00,23.95
05:45 - 06:00,-22.00,14.37,15.71,0.00,0.00,19.16
06:00 - 06:15,-66.00,30.66,18.20,0.00,0.00,38.32
06:15 - 06:30,14.37,-28.00,20.21,0.00,0.00,-40.00
06:30 - 06:45,-31.00,-3.00,21.08,0.00,0.00,119.75
06:45 - 07:00,-36.00,8.62,23.28,0.00,0.00,86.22
07:00 - 07:15,-86.00,-12.00,26.54,9.58,0.19,95.80
07:15 - 07:30,8.62,0.00,27.69,11.50,0.77,105.37
07:30 - 07:45,32.57,67.06,28.84,22.99,1.25,100.59
07:45 - 08:00,58.44,95.79,29.99,44.07,0.48,76.64
08:00 - 08:15,74.72,124.54,30.66,46.94,0.00,86.22
08:15 - 08:30,109.18,123.42,30.86,44.62,1.04,66.46
08:30 - 08:45,79.59,51.59,23.37,31.69,0.08,22.11
08:45 - 09:00,67.18,26.87,21.10,26.87,0.00,13.44
09:00 - 09:15,-226.00,66.98,11.76,13.39,0.00,75.38
09:15 - 09:30,-257.00,46.83,8.90,10.61,0.00,103.02
09:30 - 09:45,-83.00,67.07,8.57,9.04,0.00,131.22
09:45 - 10:00,1.35,84.35,9.99,12.15,0.00,134.97
10:00 - 10:15,-62.00,191.60,28.07,45.03,0.00,162.86
10:15 - 10:30,-77.00,191.60,27.69,0.00,0.00,143.70
10:30 - 10:45,-41.00,57.48,27.40,0.00,0.00,76.64
10:45 - 11:00,-41.00,43.11,26.63,0.00,0.00,67.06
11:00 - 11:15,-210.00,-80.00,23.66,0.00,0.00,-40.00
11:15 - 11:30,-139.00,-50.00,23.28,0.00,0.00,-70.00
11:30 - 11:45,-103.00,-25.00,22.32,0.00,0.00,9.58
11:45 - 12:00,-66.00,-10.00,21.27,0.00,0.00,105.38
12:00 - 12:15,0.00,0.00,18.20,0.00,0.00,110.17
12:15 - 12:30,7.66,0.00,17.24,0.00,0.00,95.81
12:30 - 12:45,6.71,-20.00,18.20,0.00,0.00,76.64
12:45 - 13:00,39.28,-14.00,17.24,0.00,0.00,76.64
13:00 - 13:15,-58.00,-20.00,17.24,0.00,0.00,0.00
13:15 - 13:30,-135.00,-55.00,16.29,0.00,0.00,0.00
13:30 - 13:45,-37.00,-10.00,13.89,0.00,0.00,-20.00
13:45 - 14:00,-57.00,-10.00,12.45,0.00,0.00,-20.00
14:00 - 14:15,-89.00,59.40,12.45,0.00,0.00,-80.00
14:15 - 14:30,-107.00,50.78,12.45,0.00,0.00,-85.00
14:30 - 14:45,-125.00,23.95,11.50,0.00,0.00,-5.00
14:45 - 15:00,-118.00,33.53,11.02,0.00,0.00,-25.00
15:00 - 15:15,-122.00,-35.00,9.58,0.00,0.00,-45.00
15:15 - 15:30,-100.00,-15.00,9.58,0.00,0.00,-50.00
15:30 - 15:45,-103.00,-20.00,9.58,0.00,0.00,-30.00
15:45 - 16:00,-72.00,-20.00,9.58,0.00,0.00,-30.00
16:00 - 16:15,-57.00,0.00,12.45,0.00,0.00,38.32
16:15 - 16:30,-40.00,0.00,12.45,0.00,0.00,86.22
16:30 - 16:45,-33.00,-15.00,12.45,0.00,0.00,86.22
16:45 - 17:00,21.08,0.00,13.41,0.00,0.00,-80.00
17:00 - 17:15,-16.00,0.00,16.29,0.00,0.00,-191.00
17:15 - 17:30,-25.00,0.00,17.24,0.00,0.00,-222.00
17:30 - 17:45,-103.00,0.00,18.20,12.45,0.10,-200.00
17:45 - 18:00,-106.00,0.00,20.12,18.20,0.00,-250.00
18:00 - 18:15,-132.00,-92.00,22.03,30.66,1.44,-300.00
18:15 - 18:30,-139.00,-81.00,22.99,30.66,0.38,-245.00
18:30 - 18:45,-87.00,-77.00,22.99,28.75,0.57,-246.00
18:45 - 19:00,-101.00,-83.00,22.99,26.83,0.67,-208.00
19:00 - 19:15,-81.00,-100.00,22.99,26.82,2.78,-301.00
19:15 - 19:30,-113.00,-105.00,22.03,22.04,2.87,-339.00
19:30 - 19:45,-84.00,-125.00,22.03,26.82,2.59,-435.00
19:45 - 20:00,-42.00,-125.00,22.03,23.95,4.79,-445.00
20:00 - 20:15,50.78,-77.00,22.03,15.33,0.00,23.95
20:15 - 20:30,86.23,-59.00,22.03,12.45,0.00,23.95
20:30 - 20:45,94.84,-41.00,22.61,0.00,0.00,24.91
20:45 - 21:00,106.34,-49.00,21.84,0.00,0.00,-126.00
21:00 - 21:15,85.26,-41.00,20.31,0.00,0.10,-75.00
21:15 - 21:30,0.00,-42.00,20.21,0.00,0.00,81.43
21:30 - 21:45,-38.00,-44.00,19.64,0.00,0.00,95.80
21:45 - 22:00,-22.00,-44.00,18.68,0.00,0.00,95.80
22:00 - 22:15,-81.00,-47.00,17.82,0.00,0.00,38.32
22:15 - 22:30,-25.00,0.00,16.77,0.00,0.00,40.23
22:30 - 22:45,-14.00,-6.00,14.94,0.00,0.00,28.74
22:45 - 23:00,-17.00,-22.00,12.93,0.00,0.00,33.53
23:00 - 23:15,-11.00,-15.00,12.17,0.00,0.00,33.53
23:15 - 23:30,-48.00,0.00,11.78,0.00,0.00,38.32
23:30 - 23:45,-143.00,0.00,10.54,0.00,0.00,-15.00
23:45 - 24:00,-200.00,0.00,9.77,0.00,0.00,-50.00
